Probenahme_Pflanzen_ID,Versuchsjahr,Termin,Parzelle_ID,Bemerkungen_ID
571,1967,,12130,
572,1967,,12131,
573,1967,,12132,
574,1967,,12133,
575,1967,,12134,
576,1967,,12135,
577,1967,,12136,
578,1967,,12137,
579,1967,,12138,
580,1967,,12139,
581,1967,,12140,
582,1967,,12141,
583,1967,,12142,
584,1967,,12143,
585,1967,,12144,
586,1967,,12145,
587,1967,,12146,
588,1967,,12147,
589,1968,,12001,
590,1968,,12002,
591,1968,,12003,
592,1968,,12004,
593,1968,,12005,
594,1968,,12006,
595,1968,,12007,
596,1968,,12008,
597,1968,,12009,
598,1968,,12010,
599,1968,,12011,
600,1968,,12012,
601,1968,,12013,
602,1968,,12014,
603,1968,,12015,
604,1968,,12016,
605,1968,,12017,
606,1968,,12018,
607,1968,,12019,
608,1968,,12020,
609,1968,,12021,
610,1968,,12022,
611,1968,,12023,
612,1968,,12024,
613,1968,,12025,
614,1968,,12026,
615,1968,,12027,
616,1968,,12028,
617,1968,,12029,
618,1968,,12030,
619,1968,,12031,
620,1968,,12032,
621,1968,,12033,
622,1968,,12034,
623,1968,,12035,
624,1968,,12036,
625,1968,,12037,
626,1968,,12038,
627,1968,,12039,
628,1968,,12040,
629,1968,,12041,
630,1968,,12042,
631,1968,,12043,
632,1968,,12044,
633,1968,,12045,
634,1968,,12046,
635,1968,,12047,
636,1968,,12048,
637,1968,,12049,
638,1968,,12050,
639,1968,,12051,
640,1968,,12052,
641,1968,,12053,
642,1968,,12054,
643,1968,,12055,
644,1968,,12056,
645,1968,,12057,
646,1968,,12058,
647,1968,,12059,
648,1968,,12060,
649,1968,,12061,
650,1968,,12062,
651,1968,,12063,
652,1968,,12064,
653,1968,,12065,
654,1968,,12066,
655,1968,,12067,
656,1968,,12068,
657,1968,,12069,
658,1968,,12070,
659,1968,,12071,
660,1968,,12072,
661,1968,,12073,
662,1968,,12074,
663,1968,,12075,
664,1968,,12076,
665,1968,,12077,
666,1968,,12078,
667,1968,,12079,
668,1968,,12080,
669,1968,,12081,
670,1968,,12082,
671,1968,,12083,
672,1968,,12084,
673,1968,,12085,
674,1968,,12086,
675,1968,,12087,
676,1968,,12088,
677,1968,,12089,
678,1968,,12090,
679,1968,,12091,
680,1968,,12092,
681,1968,,12093,
682,1968,,12094,
683,1968,,12095,
684,1968,,12096,
685,1968,,12097,
686,1968,,12098,
687,1968,,12099,
688,1968,,12100,
689,1968,,12101,
690,1968,,12102,
691,1968,,12103,
692,1968,,12104,
693,1968,,12105,
694,1968,,12106,
695,1968,,12107,
696,1968,,12108,
697,1968,,12109,
698,1968,,12110,
699,1968,,12111,
700,1968,,12112,
701,1968,,12113,
702,1968,,12114,
703,1968,,12115,
704,1968,,12116,
705,1968,,12117,
706,1968,,12118,
707,1968,,12119,
708,1968,,12120,
709,1968,,12121,
710,1968,,12122,
711,1968,,12123,
712,1968,,12124,
713,1968,,12125,
714,1968,,12126,
715,1968,,12127,
716,1968,,12128,
717,1968,,12129,
718,1968,,12130,
719,1968,,12131,
720,1968,,12132,
721,1968,,12133,
722,1968,,12134,
723,1968,,12135,
724,1968,,12136,
725,1968,,12137,
726,1968,,12138,
727,1968,,12139,
728,1968,,12140,
729,1968,,12141,
730,1968,,12142,
731,1968,,12143,
732,1968,,12144,
733,1968,,12145,
734,1968,,12146,
735,1968,,12147,
736,1969,,12001,
737,1969,,12002,
738,1969,,12003,
739,1969,,12004,
740,1969,,12005,
741,1969,,12006,
742,1969,,12007,
743,1969,,12008,
744,1969,,12009,
745,1969,,12010,
746,1969,,12011,
747,1969,,12012,
748,1969,,12013,
749,1969,,12014,
750,1969,,12015,
751,1969,,12016,
752,1969,,12017,
753,1969,,12018,
754,1969,,12019,
755,1969,,12020,
756,1969,,12021,
757,1969,,12022,
758,1969,,12023,
759,1969,,12024,
760,1969,,12025,
761,1969,,12026,
762,1969,,12027,
763,1969,,12028,
764,1969,,12029,
765,1969,,12030,
766,1969,,12031,
767,1969,,12032,
768,1969,,12033,
769,1969,,12034,
770,1969,,12035,
771,1969,,12036,
772,1969,,12037,
773,1969,,12038,
774,1969,,12039,
775,1969,,12040,
776,1969,,12041,
777,1969,,12042,
778,1969,,12043,
779,1969,,12044,
780,1969,,12045,
781,1969,,12046,
782,1969,,12047,
783,1969,,12048,
784,1969,,12049,
785,1969,,12050,
786,1969,,12051,
787,1969,,12052,
788,1969,,12053,
789,1969,,12054,
790,1969,,12055,
791,1969,,12056,
792,1969,,12057,
793,1969,,12058,
794,1969,,12059,
795,1969,,12060,
796,1969,,12061,
797,1969,,12062,
798,1969,,12063,
799,1969,,12064,
800,1969,,12065,
801,1969,,12066,
802,1969,,12067,
803,1969,,12068,
804,1969,,12069,
805,1969,,12070,
806,1969,,12071,
807,1969,,12072,
808,1969,,12073,
809,1969,,12074,
810,1969,,12075,
811,1969,,12076,
812,1969,,12077,
813,1969,,12078,
814,1969,,12079,
815,1969,,12080,
816,1969,,12081,
817,1969,,12082,
818,1969,,12083,
819,1969,,12084,
820,1969,,12085,
821,1969,,12086,
822,1969,,12087,
823,1969,,12088,
824,1969,,12089,
825,1969,,12090,
826,1969,,12091,
827,1969,,12092,
828,1969,,12093,
829,1969,,12094,
830,1969,,12095,
831,1969,,12096,
832,1969,,12097,
833,1969,,12098,
834,1969,,12099,
835,1969,,12100,
836,1969,,12101,
837,1969,,12102,
838,1969,,12103,
839,1969,,12104,
840,1969,,12105,
841,1969,,12106,
842,1969,,12107,
843,1969,,12108,
844,1969,,12109,
845,1969,,12110,
846,1969,,12111,
847,1969,,12112,
848,1969,,12113,
849,1969,,12114,
850,1969,,12115,
851,1969,,12116,
852,1969,,12117,
853,1969,,12118,
854,1969,,12119,
855,1969,,12120,
856,1969,,12121,
857,1969,,12122,
858,1969,,12123,
859,1969,,12124,
860,1969,,12125,
861,1969,,12126,
862,1969,,12127,
863,1969,,12128,
864,1969,,12129,
865,1969,,12130,
866,1969,,12131,
867,1969,,12132,
868,1969,,12133,
869,1969,,12134,
870,1969,,12135,
871,1969,,12136,
872,1969,,12137,
873,1969,,12138,
874,1969,,12139,
875,1969,,12140,
876,1969,,12141,
877,1969,,12142,
878,1969,,12143,
879,1969,,12144,
880,1969,,12145,
881,1969,,12146,
882,1969,,12147,
883,1970,,12001,
884,1970,,12002,
885,1970,,12003,
886,1970,,12004,
887,1970,,12005,
888,1970,,12006,
889,1970,,12007,
890,1970,,12008,
891,1970,,12009,
892,1970,,12010,
893,1970,,12011,
894,1970,,12012,
895,1970,,12013,
896,1970,,12014,
897,1970,,12015,
898,1970,,12016,
899,1970,,12017,
900,1970,,12018,
901,1970,,12019,
902,1970,,12020,
903,1970,,12021,
904,1970,,12022,
905,1970,,12023,
906,1970,,12024,
907,1970,,12025,
908,1970,,12026,
909,1970,,12027,
910,1970,,12028,
911,1970,,12029,
912,1970,,12030,
913,1970,,12031,
914,1970,,12032,
915,1970,,12033,
916,1970,,12034,
917,1970,,12035,
918,1970,,12036,
919,1970,,12037,
920,1970,,12038,
921,1970,,12039,
922,1970,,12040,
923,1970,,12041,
924,1970,,12042,
925,1970,,12043,
926,1970,,12044,
927,1970,,12045,
928,1970,,12046,
929,1970,,12047,
930,1970,,12048,
931,1970,,12049,
932,1970,,12050,
933,1970,,12051,
934,1970,,12052,
935,1970,,12053,
936,1970,,12054,
937,1970,,12055,
938,1970,,12056,
939,1970,,12057,
940,1970,,12058,
941,1970,,12059,
942,1970,,12060,
943,1970,,12061,
944,1970,,12062,
945,1970,,12063,
946,1970,,12064,
947,1970,,12065,
948,1970,,12066,
949,1970,,12067,
950,1970,,12068,
951,1970,,12069,
952,1970,,12070,
953,1970,,12071,
954,1970,,12072,
955,1970,,12073,
956,1970,,12074,
957,1970,,12075,
958,1970,,12076,
959,1970,,12077,
960,1970,,12078,
961,1970,,12079,
962,1970,,12080,
963,1970,,12081,
964,1970,,12082,
965,1970,,12083,
966,1970,,12084,
967,1970,,12085,
968,1970,,12086,
969,1970,,12087,
970,1970,,12088,
971,1970,,12089,
972,1970,,12090,
973,1970,,12091,
974,1970,,12092,
975,1970,,12093,
976,1970,,12094,
977,1970,,12095,
978,1970,,12096,
979,1970,,12097,
980,1970,,12098,
981,1970,,12099,
982,1970,,12100,
983,1970,,12101,
984,1970,,12102,
985,1970,,12103,
986,1970,,12104,
987,1970,,12105,
988,1970,,12106,
989,1970,,12107,
990,1970,,12108,
991,1970,,12109,
992,1970,,12110,
993,1970,,12111,
994,1970,,12112,
995,1970,,12113,
996,1970,,12114,
997,1970,,12115,
998,1970,,12116,
999,1970,,12117,
1000,1970,,12118,
1001,1970,,12119,
1002,1970,,12120,
1003,1970,,12121,
1004,1970,,12122,
1005,1970,,12123,
1006,1970,,12124,
1007,1970,,12125,
1008,1970,,12126,
1009,1970,,12127,
1010,1970,,12128,
1011,1970,,12129,
1012,1970,,12130,
1013,1970,,12131,
1014,1970,,12132,
1015,1970,,12133,
1016,1970,,12134,
1017,1970,,12135,
1018,1970,,12136,
1019,1970,,12137,
1020,1970,,12138,
1021,1970,,12139,
1022,1970,,12140,
1023,1970,,12141,
1024,1970,,12142,
1025,1970,,12143,
1026,1970,,12144,
1027,1970,,12145,
1028,1970,,12146,
1029,1970,,12147,
1030,1971,,12001,
1031,1971,,12002,
1032,1971,,12003,
1033,1971,,12004,
1034,1971,,12005,
1035,1971,,12006,
1036,1971,,12007,
1037,1971,,12008,
1038,1971,,12009,
1039,1971,,12010,
1040,1971,,12011,
1041,1971,,12012,
1042,1971,,12013,
1043,1971,,12014,
1044,1971,,12015,
1045,1971,,12016,
1046,1971,,12017,
1047,1971,,12018,
1048,1971,,12019,
1049,1971,,12020,
1050,1971,,12021,
1051,1971,,12022,
1052,1971,,12023,
1053,1971,,12024,
1054,1971,,12025,
1055,1971,,12026,
1056,1971,,12027,
1057,1971,,12028,
1058,1971,,12029,
1059,1971,,12030,
1060,1971,,12031,
1061,1971,,12032,
1062,1971,,12033,
1063,1971,,12034,
1064,1971,,12035,
1065,1971,,12036,
1066,1971,,12037,
1067,1971,,12038,
1068,1971,,12039,
1069,1971,,12040,
1070,1971,,12041,
1071,1971,,12042,
1072,1971,,12043,
1073,1971,,12044,
1074,1971,,12045,
1075,1971,,12046,
1076,1971,,12047,
1077,1971,,12048,
1078,1971,,12049,
1079,1971,,12050,
1080,1971,,12051,
1081,1971,,12052,
1082,1971,,12053,
1083,1971,,12054,
1084,1971,,12055,
1085,1971,,12056,
1086,1971,,12057,
1087,1971,,12058,
1088,1971,,12059,
1089,1971,,12060,
1090,1971,,12061,
1091,1971,,12062,
1092,1971,,12063,
1093,1971,,12064,
1094,1971,,12065,
1095,1971,,12066,
1096,1971,,12067,
1097,1971,,12068,
1098,1971,,12069,
1099,1971,,12070,
1100,1971,,12071,
1101,1971,,12072,
1102,1971,,12073,
1103,1971,,12074,
1104,1971,,12075,
1105,1971,,12076,
1106,1971,,12077,
1107,1971,,12078,
1108,1971,,12079,
1109,1971,,12080,
1110,1971,,12081,
1111,1971,,12082,
1112,1971,,12083,
1113,1971,,12084,
1114,1971,,12085,
1115,1971,,12086,
1116,1971,,12087,
1117,1971,,12088,
1118,1971,,12089,
1119,1971,,12090,
1120,1971,,12091,
1121,1971,,12092,
1122,1971,,12093,
1123,1971,,12094,
1124,1971,,12095,
1125,1971,,12096,
1126,1971,,12097,
1127,1971,,12098,
1128,1971,,12099,
1129,1971,,12100,
1130,1971,,12101,
1131,1971,,12102,
1132,1971,,12103,
1133,1971,,12104,
1134,1971,,12105,
1135,1971,,12106,
1136,1971,,12107,
1137,1971,,12108,
1138,1971,,12109,
1139,1971,,12110,
1140,1971,,12111,
1141,1971,,12112,
1142,1971,,12113,
1143,1971,,12114,
1144,1971,,12115,
1145,1971,,12116,
1146,1971,,12117,
1147,1971,,12118,
1148,1971,,12119,
1149,1971,,12120,
1150,1971,,12121,
1151,1971,,12122,
1152,1971,,12123,
1153,1971,,12124,
1154,1971,,12125,
1155,1971,,12126,
1156,1971,,12127,
1157,1971,,12128,
1158,1971,,12129,
1159,1971,,12130,
1160,1971,,12131,
1161,1971,,12132,
1162,1971,,12133,
1163,1971,,12134,
1164,1971,,12135,
1165,1971,,12136,
1166,1971,,12137,
1167,1971,,12138,
1168,1971,,12139,
1169,1971,,12140,
1170,1971,,12141,
1171,1971,,12142,
1172,1971,,12143,
1173,1971,,12144,
1174,1971,,12145,
1175,1971,,12146,
1176,1971,,12147,
1177,1972,,12001,
1178,1972,,12002,
1179,1972,,12003,
1180,1972,,12004,
1181,1972,,12005,
1182,1972,,12006,
1183,1972,,12007,
1184,1972,,12008,
1185,1972,,12009,
1186,1972,,12010,
1187,1972,,12011,
1188,1972,,12012,
1189,1972,,12013,
1190,1972,,12014,
1191,1972,,12015,
1192,1972,,12016,
1193,1972,,12017,
1194,1972,,12018,
1195,1972,,12019,
1196,1972,,12020,
1197,1972,,12021,
1198,1972,,12022,
1199,1972,,12023,
1200,1972,,12024,
1201,1972,,12025,
1202,1972,,12026,
1203,1972,,12027,
1204,1972,,12028,
1205,1972,,12029,
1206,1972,,12030,
1207,1972,,12031,
1208,1972,,12032,
1209,1972,,12033,
1210,1972,,12034,
1211,1972,,12035,
1212,1972,,12036,
1213,1972,,12037,
1214,1972,,12038,
1215,1972,,12039,
1216,1972,,12040,
1217,1972,,12041,
1218,1972,,12042,
1219,1972,,12043,
1220,1972,,12044,
1221,1972,,12045,
1222,1972,,12046,
1223,1972,,12047,
1224,1972,,12048,
1225,1972,,12049,
1226,1972,,12050,
1227,1972,,12051,
1228,1972,,12052,
1229,1972,,12053,
1230,1972,,12054,
1231,1972,,12055,
1232,1972,,12056,
1233,1972,,12057,
1234,1972,,12058,
1235,1972,,12059,
1236,1972,,12060,
1237,1972,,12061,
1238,1972,,12062,
1239,1972,,12063,
1240,1972,,12064,
1241,1972,,12065,
1242,1972,,12066,
1243,1972,,12067,
1244,1972,,12068,
1245,1972,,12069,
1246,1972,,12070,
1247,1972,,12071,
1248,1972,,12072,
1249,1972,,12073,
1250,1972,,12074,
1251,1972,,12075,
1252,1972,,12076,
1253,1972,,12077,
1254,1972,,12078,
1255,1972,,12079,
1256,1972,,12080,
1257,1972,,12081,
1258,1972,,12082,
1259,1972,,12083,
1260,1972,,12084,
1261,1972,,12085,
1262,1972,,12086,
1263,1972,,12087,
1264,1972,,12088,
1265,1972,,12089,
1266,1972,,12090,
1267,1972,,12091,
1268,1972,,12092,
1269,1972,,12093,
1270,1972,,12094,
1271,1972,,12095,
1272,1972,,12096,
1273,1972,,12097,
1274,1972,,12098,
1275,1972,,12099,
1276,1972,,12100,
1277,1972,,12101,
1278,1972,,12102,
1279,1972,,12103,
1280,1972,,12104,
1281,1972,,12105,
1282,1972,,12106,
1283,1972,,12107,
1284,1972,,12108,
1285,1972,,12109,
1286,1972,,12110,
1287,1972,,12111,
1288,1972,,12112,
1289,1972,,12113,
1290,1972,,12114,
1291,1972,,12115,
1292,1972,,12116,
1293,1972,,12117,
1294,1972,,12118,
1295,1972,,12119,
1296,1972,,12120,
1297,1972,,12121,
1298,1972,,12122,
1299,1972,,12123,
1300,1972,,12124,
1301,1972,,12125,
1302,1972,,12126,
1303,1972,,12127,
1304,1972,,12128,
1305,1972,,12129,
1306,1972,,12130,
1307,1972,,12131,
1308,1972,,12132,
1309,1972,,12133,
1310,1972,,12134,
1311,1972,,12135,
1312,1972,,12136,
1313,1972,,12137,
1314,1972,,12138,
1315,1972,,12139,
1316,1972,,12140,
1317,1972,,12141,
1318,1972,,12142,
1319,1972,,12143,
1320,1972,,12144,
1321,1972,,12145,
1322,1972,,12146,
1323,1972,,12147,
1324,1972,,12148,
1325,1972,,12149,
1326,1972,,12150,
1327,1972,,12151,
1328,1972,,12152,
1329,1972,,12153,
1330,1972,,12154,
1331,1972,,12155,
1332,1972,,12156,
1333,1972,,12157,
1334,1972,,12158,
1335,1972,,12159,
1336,1972,,12160,
1337,1972,,12161,
1338,1972,,12162,
1339,1972,,12163,
1340,1972,,12164,
1341,1972,,12165,
1342,1972,,12166,
1343,1972,,12167,
1344,1972,,12168,
1345,1973,,12001,
1346,1973,,12002,
1347,1973,,12003,
1348,1973,,12004,
1349,1973,,12005,
1350,1973,,12006,
1351,1973,,12007,
1352,1973,,12008,
1353,1973,,12009,
1354,1973,,12010,
1355,1973,,12011,
1356,1973,,12012,
1357,1973,,12013,
1358,1973,,12014,
1359,1973,,12015,
1360,1973,,12016,
1361,1973,,12017,
1362,1973,,12018,
1363,1973,,12019,
1364,1973,,12020,
1365,1973,,12021,
1366,1973,,12022,
1367,1973,,12023,
1368,1973,,12024,
1369,1973,,12025,
1370,1973,,12026,
1371,1973,,12027,
1372,1973,,12028,
1373,1973,,12029,
1374,1973,,12030,
1375,1973,,12031,
1376,1973,,12032,
1377,1973,,12033,
1378,1973,,12034,
1379,1973,,12035,
1380,1973,,12036,
1381,1973,,12037,
1382,1973,,12038,
1383,1973,,12039,
1384,1973,,12040,
1385,1973,,12041,
1386,1973,,12042,
1387,1973,,12043,
1388,1973,,12044,
1389,1973,,12045,
1390,1973,,12046,
1391,1973,,12047,
1392,1973,,12048,
1393,1973,,12049,
1394,1973,,12050,
1395,1973,,12051,
1396,1973,,12052,
1397,1973,,12053,
1398,1973,,12054,
1399,1973,,12055,
1400,1973,,12056,
1401,1973,,12057,
1402,1973,,12058,
1403,1973,,12059,
1404,1973,,12060,
1405,1973,,12061,
1406,1973,,12062,
1407,1973,,12063,
1408,1973,,12064,
1409,1973,,12065,
1410,1973,,12066,
1411,1973,,12067,
1412,1973,,12068,
1413,1973,,12069,
1414,1973,,12070,
1415,1973,,12071,
1416,1973,,12072,
1417,1973,,12073,
1418,1973,,12074,
1419,1973,,12075,
1420,1973,,12076,
1421,1973,,12077,
1422,1973,,12078,
1423,1973,,12079,
1424,1973,,12080,
1425,1973,,12081,
1426,1973,,12082,
1427,1973,,12083,
1428,1973,,12084,
1429,1973,,12085,
1430,1973,,12086,
1431,1973,,12087,
1432,1973,,12088,
1433,1973,,12089,
1434,1973,,12090,
1435,1973,,12091,
1436,1973,,12092,
1437,1973,,12093,
1438,1973,,12094,
1439,1973,,12095,
1440,1973,,12096,
1441,1973,,12097,
1442,1973,,12098,
1443,1973,,12099,
1444,1973,,12100,
1445,1973,,12101,
1446,1973,,12102,
1447,1973,,12103,
1448,1973,,12104,
1449,1973,,12105,
1450,1973,,12106,
1451,1973,,12107,
1452,1973,,12108,
1453,1973,,12109,
1454,1973,,12110,
1455,1973,,12111,
1456,1973,,12112,
1457,1973,,12113,
1458,1973,,12114,
1459,1973,,12115,
1460,1973,,12116,
1461,1973,,12117,
1462,1973,,12118,
1463,1973,,12119,
1464,1973,,12120,
1465,1973,,12121,
1466,1973,,12122,
1467,1973,,12123,
1468,1973,,12124,
1469,1973,,12125,
1470,1973,,12126,
1471,1973,,12127,
1472,1973,,12128,
1473,1973,,12129,
1474,1973,,12130,
1475,1973,,12131,
1476,1973,,12132,
1477,1973,,12133,
1478,1973,,12134,
1479,1973,,12135,
1480,1973,,12136,
1481,1973,,12137,
1482,1973,,12138,
1483,1973,,12139,
1484,1973,,12140,
1485,1973,,12141,
1486,1973,,12142,
1487,1973,,12143,
1488,1973,,12144,
1489,1973,,12145,
1490,1973,,12146,
1491,1973,,12147,
1492,1973,,12148,
1493,1973,,12149,
1494,1973,,12150,
1495,1973,,12151,
1496,1973,,12152,
1497,1973,,12153,
1498,1973,,12154,
1499,1973,,12155,
1500,1973,,12156,
1501,1973,,12157,
1502,1973,,12158,
1503,1973,,12159,
1504,1973,,12160,
1505,1973,,12161,
1506,1973,,12162,
1507,1973,,12163,
1508,1973,,12164,
1509,1973,,12165,
1510,1973,,12166,
1511,1973,,12167,
1512,1973,,12168,
1513,1974,,12001,
1514,1974,,12002,
1515,1974,,12003,
1516,1974,,12004,
1517,1974,,12005,
1518,1974,,12006,
1519,1974,,12007,
1520,1974,,12008,
1521,1974,,12009,
1522,1974,,12010,
1523,1974,,12011,
1524,1974,,12012,
1525,1974,,12013,
1526,1974,,12014,
1527,1974,,12015,
1528,1974,,12016,
1529,1974,,12017,
1530,1974,,12018,
1531,1974,,12019,
1532,1974,,12020,
1533,1974,,12021,
1534,1974,,12022,
1535,1974,,12023,
1536,1974,,12024,
1537,1974,,12025,
1538,1974,,12026,
1539,1974,,12027,
1540,1974,,12028,
1541,1974,,12029,
1542,1974,,12030,
1543,1974,,12031,
1544,1974,,12032,
1545,1974,,12033,
1546,1974,,12034,
1547,1974,,12035,
1548,1974,,12036,
1549,1974,,12037,
1550,1974,,12038,
1551,1974,,12039,
1552,1974,,12040,
1553,1974,,12041,
1554,1974,,12042,
1555,1974,,12043,
1556,1974,,12044,
1557,1974,,12045,
1558,1974,,12046,
1559,1974,,12047,
1560,1974,,12048,
1561,1974,,12049,
1562,1974,,12050,
1563,1974,,12051,
1564,1974,,12052,
1565,1974,,12053,
1566,1974,,12054,
1567,1974,,12055,
1568,1974,,12056,
1569,1974,,12057,
1570,1974,,12058,
1571,1974,,12059,
1572,1974,,12060,
1573,1974,,12061,
1574,1974,,12062,
1575,1974,,12063,
1576,1974,,12064,
1577,1974,,12065,
1578,1974,,12066,
1579,1974,,12067,
1580,1974,,12068,
1581,1974,,12069,
1582,1974,,12070,
1583,1974,,12071,
1584,1974,,12072,
1585,1974,,12073,
1586,1974,,12074,
1587,1974,,12075,
1588,1974,,12076,
1589,1974,,12077,
1590,1974,,12078,
1591,1974,,12079,
1592,1974,,12080,
1593,1974,,12081,
1594,1974,,12082,
1595,1974,,12083,
1596,1974,,12084,
1597,1974,,12085,
1598,1974,,12086,
1599,1974,,12087,
1600,1974,,12088,
1601,1974,,12089,
1602,1974,,12090,
1603,1974,,12091,
1604,1974,,12092,
1605,1974,,12093,
1606,1974,,12094,
1607,1974,,12095,
1608,1974,,12096,
1609,1974,,12097,
1610,1974,,12098,
1611,1974,,12099,
1612,1974,,12100,
1613,1974,,12101,
1614,1974,,12102,
1615,1974,,12103,
1616,1974,,12104,
1617,1974,,12105,
1618,1974,,12106,
1619,1974,,12107,
1620,1974,,12108,
1621,1974,,12109,
1622,1974,,12110,
1623,1974,,12111,
1624,1974,,12112,
1625,1974,,12113,
1626,1974,,12114,
1627,1974,,12115,
1628,1974,,12116,
1629,1974,,12117,
1630,1974,,12118,
1631,1974,,12119,
1632,1974,,12120,
1633,1974,,12121,
1634,1974,,12122,
1635,1974,,12123,
1636,1974,,12124,
1637,1974,,12125,
1638,1974,,12126,
1639,1974,,12127,
1640,1974,,12128,
1641,1974,,12129,
1642,1974,,12130,
1643,1974,,12131,
1644,1974,,12132,
1645,1974,,12133,
1646,1974,,12134,
1647,1974,,12135,
1648,1974,,12136,
1649,1974,,12137,
1650,1974,,12138,
1651,1974,,12139,
1652,1974,,12140,
1653,1974,,12141,
1654,1974,,12142,
1655,1974,,12143,
1656,1974,,12144,
1657,1974,,12145,
1658,1974,,12146,
1659,1974,,12147,
1660,1974,,12148,
1661,1974,,12149,
1662,1974,,12150,
1663,1974,,12151,
1664,1974,,12152,
1665,1974,,12153,
1666,1974,,12154,
1667,1974,,12155,
1668,1974,,12156,
1669,1974,,12157,
1670,1974,,12158,
1671,1974,,12159,
1672,1974,,12160,
1673,1974,,12161,
1674,1974,,12162,
1675,1974,,12163,
1676,1974,,12164,
1677,1974,,12165,
1678,1974,,12166,
1679,1974,,12167,
1680,1974,,12168,
1681,1975,,12001,
1682,1975,,12002,
1683,1975,,12003,
1684,1975,,12004,
1685,1975,,12005,
1686,1975,,12006,
1687,1975,,12007,
1688,1975,,12008,
1689,1975,,12009,
1690,1975,,12010,
1691,1975,,12011,
1692,1975,,12012,
1693,1975,,12013,
1694,1975,,12014,
1695,1975,,12015,
1696,1975,,12016,
1697,1975,,12017,
1698,1975,,12018,
1699,1975,,12019,
1700,1975,,12020,
1701,1975,,12021,
1702,1975,,12022,
1703,1975,,12023,
1704,1975,,12024,
1705,1975,,12025,
1706,1975,,12026,
1707,1975,,12027,
1708,1975,,12028,
1709,1975,,12029,
1710,1975,,12030,
1711,1975,,12031,
1712,1975,,12032,
1713,1975,,12033,
1714,1975,,12034,
1715,1975,,12035,
1716,1975,,12036,
1717,1975,,12037,
1718,1975,,12038,
1719,1975,,12039,
1720,1975,,12040,
1721,1975,,12041,
1722,1975,,12042,
1723,1975,,12043,
