Beregnung_ID,Versuchsjahr,Termin,Parzelle_ID,Menge,Bemerkungen_ID
489,1975,1975-07-03T00:00:00,12038,20,
490,1975,1975-07-03T00:00:00,12037,20,
491,1975,1975-07-03T00:00:00,12036,20,
492,1975,1975-07-03T00:00:00,12035,20,
493,1975,1975-07-03T00:00:00,12034,20,
494,1975,1975-07-03T00:00:00,12033,20,
495,1975,1975-07-03T00:00:00,12032,20,
496,1975,1975-07-03T00:00:00,12031,20,
497,1975,1975-07-03T00:00:00,12030,20,
498,1975,1975-07-03T00:00:00,12029,20,
499,1975,1975-07-03T00:00:00,12028,20,
500,1975,1975-07-03T00:00:00,12027,20,
501,1975,1975-07-03T00:00:00,12026,20,
502,1975,1975-07-03T00:00:00,12025,20,
503,1975,1975-07-03T00:00:00,12024,20,
504,1975,1975-07-03T00:00:00,12023,20,
505,1975,1975-07-07T00:00:00,12023,20,
506,1975,1975-07-07T00:00:00,12024,20,
507,1975,1975-07-07T00:00:00,12025,20,
508,1975,1975-07-07T00:00:00,12026,20,
509,1975,1975-07-07T00:00:00,12027,20,
510,1975,1975-07-07T00:00:00,12028,20,
511,1975,1975-07-07T00:00:00,12029,20,
512,1975,1975-07-07T00:00:00,12030,20,
513,1975,1975-07-07T00:00:00,12031,20,
514,1975,1975-07-07T00:00:00,12032,20,
515,1975,1975-07-07T00:00:00,12033,20,
516,1975,1975-07-07T00:00:00,12034,20,
517,1975,1975-07-07T00:00:00,12035,20,
518,1975,1975-07-07T00:00:00,12036,20,
519,1975,1975-07-07T00:00:00,12037,20,
520,1975,1975-07-07T00:00:00,12038,20,
521,1975,1975-07-07T00:00:00,12039,20,
522,1975,1975-07-07T00:00:00,12040,20,
523,1975,1975-07-07T00:00:00,12041,20,
524,1975,1975-07-07T00:00:00,12042,20,
525,1975,1975-07-07T00:00:00,12043,20,
526,1975,1975-07-07T00:00:00,12044,20,
527,1975,1975-07-07T00:00:00,12045,20,
528,1975,1975-07-07T00:00:00,12046,20,
529,1975,1975-07-07T00:00:00,12047,20,
530,1975,1975-07-07T00:00:00,12048,20,
531,1975,1975-07-07T00:00:00,12049,20,
532,1975,1975-07-07T00:00:00,12050,20,
533,1975,1975-07-07T00:00:00,12051,20,
534,1975,1975-07-07T00:00:00,12052,20,
535,1975,1975-07-07T00:00:00,12053,20,
536,1975,1975-07-07T00:00:00,12054,20,
537,1975,1975-07-07T00:00:00,12055,20,
538,1975,1975-07-07T00:00:00,12056,20,
539,1975,1975-07-07T00:00:00,12057,20,
540,1975,1975-07-07T00:00:00,12058,20,
541,1975,1975-07-07T00:00:00,12059,20,
542,1975,1975-07-07T00:00:00,12060,20,
543,1975,1975-07-07T00:00:00,12061,20,
544,1975,1975-07-07T00:00:00,12062,20,
545,1975,1975-07-07T00:00:00,12063,20,
546,1975,1975-07-07T00:00:00,12106,20,
547,1975,1975-07-07T00:00:00,12107,20,
548,1975,1975-07-07T00:00:00,12108,20,
549,1975,1975-07-07T00:00:00,12109,20,
550,1975,1975-07-07T00:00:00,12110,20,
551,1975,1975-07-07T00:00:00,12111,20,
552,1975,1975-07-07T00:00:00,12112,20,
553,1975,1975-07-07T00:00:00,12113,20,
554,1975,1975-07-07T00:00:00,12114,20,
555,1975,1975-07-07T00:00:00,12115,20,
556,1975,1975-07-07T00:00:00,12116,20,
557,1975,1975-07-07T00:00:00,12117,20,
558,1975,1975-07-07T00:00:00,12118,20,
559,1975,1975-07-07T00:00:00,12119,20,
560,1975,1975-07-07T00:00:00,12147,20,
561,1975,1975-07-07T00:00:00,12120,20,
562,1975,1975-07-07T00:00:00,12121,20,
563,1975,1975-07-07T00:00:00,12123,20,
564,1975,1975-07-07T00:00:00,12124,20,
565,1975,1975-07-07T00:00:00,12125,20,
566,1975,1975-07-07T00:00:00,12126,20,
567,1975,1975-07-07T00:00:00,12127,20,
568,1975,1975-07-07T00:00:00,12128,20,
569,1975,1975-07-07T00:00:00,12129,20,
