Pflanzenschutz_ID,Versuchsjahr,Termin,Parzelle_ID,Kultur_ID,Entwicklungsstadium_ID,Pflanzenschutz_Mittel_ID,Person_ID,Indikation_ID,Tankmischung,Menge,Bruehe,Technik_ID,Bemerkungen_ID
1,2002,2001-10-23T00:00:00,12001,8,8,18,,,0,2,300,35,
2,2002,2001-10-23T00:00:00,12002,8,8,18,,,0,2,300,35,
3,2002,2001-10-23T00:00:00,12003,8,8,18,,,0,2,300,35,
4,2002,2001-10-23T00:00:00,12004,8,8,18,,,0,2,300,35,
5,2002,2001-10-23T00:00:00,12005,8,8,18,,,0,2,300,35,
6,2002,2001-10-23T00:00:00,12006,8,8,18,,,0,2,300,35,
7,2002,2001-10-23T00:00:00,12007,8,8,18,,,0,2,300,35,
8,2002,2001-10-23T00:00:00,12008,8,8,18,,,0,2,300,35,
9,2002,2001-10-23T00:00:00,12009,8,8,18,,,0,2,300,35,
10,2002,2001-10-23T00:00:00,12010,8,8,18,,,0,2,300,35,
11,2002,2001-10-23T00:00:00,12011,8,8,18,,,0,2,300,35,
12,2002,2001-10-23T00:00:00,12012,8,8,18,,,0,2,300,35,
13,2002,2001-10-23T00:00:00,12013,8,8,18,,,0,2,300,35,
14,2002,2001-10-23T00:00:00,12014,8,8,18,,,0,2,300,35,
15,2002,2001-10-23T00:00:00,12015,8,8,18,,,0,2,300,35,
16,2002,2001-10-23T00:00:00,12016,8,8,18,,,0,2,300,35,
17,2002,2001-10-23T00:00:00,12017,8,8,18,,,0,2,300,35,
18,2002,2001-10-23T00:00:00,12018,8,8,18,,,0,2,300,35,
19,2002,2001-10-23T00:00:00,12019,8,8,18,,,0,2,300,35,
20,2002,2001-10-23T00:00:00,12020,8,8,18,,,0,2,300,35,
21,2002,2001-10-23T00:00:00,12021,8,8,18,,,0,2,300,35,
22,2002,2001-10-23T00:00:00,12022,8,8,18,,,0,2,300,35,
23,2002,2001-10-23T00:00:00,12023,8,8,18,,,0,2,300,35,
24,2002,2001-10-23T00:00:00,12024,8,8,18,,,0,2,300,35,
25,2002,2001-10-23T00:00:00,12025,8,8,18,,,0,2,300,35,
26,2002,2001-10-23T00:00:00,12026,8,8,18,,,0,2,300,35,
27,2002,2001-10-23T00:00:00,12027,8,8,18,,,0,2,300,35,
28,2002,2001-10-23T00:00:00,12028,8,8,18,,,0,2,300,35,
29,2002,2001-10-23T00:00:00,12029,8,8,18,,,0,2,300,35,
30,2002,2001-10-23T00:00:00,12030,8,8,18,,,0,2,300,35,
31,2002,2001-10-23T00:00:00,12031,8,8,18,,,0,2,300,35,
32,2002,2001-10-23T00:00:00,12032,8,8,18,,,0,2,300,35,
33,2002,2001-10-23T00:00:00,12033,8,8,18,,,0,2,300,35,
34,2002,2001-10-23T00:00:00,12034,8,8,18,,,0,2,300,35,
35,2002,2001-10-23T00:00:00,12035,8,8,18,,,0,2,300,35,
36,2002,2001-10-23T00:00:00,12036,8,8,18,,,0,2,300,35,
37,2002,2001-10-23T00:00:00,12037,8,8,18,,,0,2,300,35,
38,2002,2001-10-23T00:00:00,12038,8,8,18,,,0,2,300,35,
39,2002,2001-10-23T00:00:00,12039,8,8,18,,,0,2,300,35,
40,2002,2001-10-23T00:00:00,12040,8,8,18,,,0,2,300,35,
41,2002,2001-10-23T00:00:00,12041,8,8,18,,,0,2,300,35,
42,2002,2001-10-23T00:00:00,12042,8,8,18,,,0,2,300,35,
43,2002,2001-10-23T00:00:00,12043,8,8,18,,,0,2,300,35,
44,2002,2001-10-23T00:00:00,12044,8,8,18,,,0,2,300,35,
45,2002,2001-10-23T00:00:00,12045,8,8,18,,,0,2,300,35,
46,2002,2001-10-23T00:00:00,12046,8,8,18,,,0,2,300,35,
47,2002,2001-10-23T00:00:00,12047,8,8,18,,,0,2,300,35,
48,2002,2001-10-23T00:00:00,12048,8,8,18,,,0,2,300,35,
49,2002,2001-10-23T00:00:00,12049,8,8,18,,,0,2,300,35,
50,2002,2001-10-23T00:00:00,12050,8,8,18,,,0,2,300,35,
51,2002,2001-10-23T00:00:00,12051,8,8,18,,,0,2,300,35,
52,2002,2001-10-23T00:00:00,12052,8,8,18,,,0,2,300,35,
53,2002,2001-10-23T00:00:00,12053,8,8,18,,,0,2,300,35,
54,2002,2001-10-23T00:00:00,12054,8,8,18,,,0,2,300,35,
55,2002,2001-10-23T00:00:00,12055,8,8,18,,,0,2,300,35,
56,2002,2001-10-23T00:00:00,12056,8,8,18,,,0,2,300,35,
57,2002,2001-10-23T00:00:00,12057,8,8,18,,,0,2,300,35,
58,2002,2001-10-23T00:00:00,12058,8,8,18,,,0,2,300,35,
59,2002,2001-10-23T00:00:00,12059,8,8,18,,,0,2,300,35,
60,2002,2001-10-23T00:00:00,12060,8,8,18,,,0,2,300,35,
61,2002,2001-10-23T00:00:00,12061,8,8,18,,,0,2,300,35,
62,2002,2001-10-23T00:00:00,12062,8,8,18,,,0,2,300,35,
63,2002,2001-10-23T00:00:00,12063,8,8,18,,,0,2,300,35,
64,2002,2001-10-23T00:00:00,12064,8,8,18,,,0,2,300,35,
65,2002,2001-10-23T00:00:00,12065,8,8,18,,,0,2,300,35,
66,2002,2001-10-23T00:00:00,12066,8,8,18,,,0,2,300,35,
67,2002,2001-10-23T00:00:00,12067,8,8,18,,,0,2,300,35,
68,2002,2001-10-23T00:00:00,12068,8,8,18,,,0,2,300,35,
69,2002,2001-10-23T00:00:00,12069,8,8,18,,,0,2,300,35,
70,2002,2001-10-23T00:00:00,12070,8,8,18,,,0,2,300,35,
71,2002,2001-10-23T00:00:00,12071,8,8,18,,,0,2,300,35,
72,2002,2001-10-23T00:00:00,12072,8,8,18,,,0,2,300,35,
73,2002,2001-10-23T00:00:00,12073,8,8,18,,,0,2,300,35,
74,2002,2001-10-23T00:00:00,12074,8,8,18,,,0,2,300,35,
75,2002,2001-10-23T00:00:00,12075,8,8,18,,,0,2,300,35,
76,2002,2001-10-23T00:00:00,12076,8,8,18,,,0,2,300,35,
77,2002,2001-10-23T00:00:00,12077,8,8,18,,,0,2,300,35,
78,2002,2001-10-23T00:00:00,12078,8,8,18,,,0,2,300,35,
79,2002,2001-10-23T00:00:00,12079,8,8,18,,,0,2,300,35,
80,2002,2001-10-23T00:00:00,12080,8,8,18,,,0,2,300,35,
81,2002,2001-10-23T00:00:00,12081,8,8,18,,,0,2,300,35,
82,2002,2001-10-23T00:00:00,12082,8,8,18,,,0,2,300,35,
83,2002,2001-10-23T00:00:00,12083,8,8,18,,,0,2,300,35,
84,2002,2001-10-23T00:00:00,12084,8,8,18,,,0,2,300,35,
85,2002,2001-10-23T00:00:00,12085,8,8,18,,,0,2,300,35,
86,2002,2001-10-23T00:00:00,12086,8,8,18,,,0,2,300,35,
87,2002,2001-10-23T00:00:00,12087,8,8,18,,,0,2,300,35,
88,2002,2001-10-23T00:00:00,12088,8,8,18,,,0,2,300,35,
89,2002,2001-10-23T00:00:00,12089,8,8,18,,,0,2,300,35,
90,2002,2001-10-23T00:00:00,12090,8,8,18,,,0,2,300,35,
91,2002,2001-10-23T00:00:00,12091,8,8,18,,,0,2,300,35,
92,2002,2001-10-23T00:00:00,12092,8,8,18,,,0,2,300,35,
93,2002,2001-10-23T00:00:00,12093,8,8,18,,,0,2,300,35,
94,2002,2001-10-23T00:00:00,12094,8,8,18,,,0,2,300,35,
95,2002,2001-10-23T00:00:00,12095,8,8,18,,,0,2,300,35,
96,2002,2001-10-23T00:00:00,12096,8,8,18,,,0,2,300,35,
97,2002,2001-10-23T00:00:00,12097,8,8,18,,,0,2,300,35,
98,2002,2001-10-23T00:00:00,12098,8,8,18,,,0,2,300,35,
99,2002,2001-10-23T00:00:00,12099,8,8,18,,,0,2,300,35,
100,2002,2001-10-23T00:00:00,12100,8,8,18,,,0,2,300,35,
101,2002,2001-10-23T00:00:00,12101,8,8,18,,,0,2,300,35,
102,2002,2001-10-23T00:00:00,12102,8,8,18,,,0,2,300,35,
103,2002,2001-10-23T00:00:00,12103,8,8,18,,,0,2,300,35,
104,2002,2001-10-23T00:00:00,12104,8,8,18,,,0,2,300,35,
105,2002,2001-10-23T00:00:00,12105,8,8,18,,,0,2,300,35,
106,2002,2001-10-23T00:00:00,12106,8,8,18,,,0,2,300,35,
107,2002,2001-10-23T00:00:00,12107,8,8,18,,,0,2,300,35,
108,2002,2001-10-23T00:00:00,12108,8,8,18,,,0,2,300,35,
109,2002,2001-10-23T00:00:00,12109,8,8,18,,,0,2,300,35,
110,2002,2001-10-23T00:00:00,12110,8,8,18,,,0,2,300,35,
111,2002,2001-10-23T00:00:00,12111,8,8,18,,,0,2,300,35,
112,2002,2001-10-23T00:00:00,12112,8,8,18,,,0,2,300,35,
113,2002,2001-10-23T00:00:00,12113,8,8,18,,,0,2,300,35,
114,2002,2001-10-23T00:00:00,12114,8,8,18,,,0,2,300,35,
115,2002,2001-10-23T00:00:00,12115,8,8,18,,,0,2,300,35,
116,2002,2001-10-23T00:00:00,12116,8,8,18,,,0,2,300,35,
117,2002,2001-10-23T00:00:00,12117,8,8,18,,,0,2,300,35,
118,2002,2001-10-23T00:00:00,12118,8,8,18,,,0,2,300,35,
119,2002,2001-10-23T00:00:00,12119,8,8,18,,,0,2,300,35,
120,2002,2001-10-23T00:00:00,12120,8,8,18,,,0,2,300,35,
121,2002,2001-10-23T00:00:00,12121,8,8,18,,,0,2,300,35,
122,2002,2001-10-23T00:00:00,12122,8,8,18,,,0,2,300,35,
123,2002,2001-10-23T00:00:00,12123,8,8,18,,,0,2,300,35,
124,2002,2001-10-23T00:00:00,12124,8,8,18,,,0,2,300,35,
125,2002,2001-10-23T00:00:00,12125,8,8,18,,,0,2,300,35,
126,2002,2001-10-23T00:00:00,12126,8,8,18,,,0,2,300,35,
127,2002,2001-10-23T00:00:00,12127,8,8,18,,,0,2,300,35,
128,2002,2001-10-23T00:00:00,12128,8,8,18,,,0,2,300,35,
129,2002,2001-10-23T00:00:00,12129,8,8,18,,,0,2,300,35,
130,2002,2001-10-23T00:00:00,12130,8,8,18,,,0,2,300,35,
131,2002,2001-10-23T00:00:00,12131,8,8,18,,,0,2,300,35,
132,2002,2001-10-23T00:00:00,12132,8,8,18,,,0,2,300,35,
133,2002,2001-10-23T00:00:00,12133,8,8,18,,,0,2,300,35,
134,2002,2001-10-23T00:00:00,12134,8,8,18,,,0,2,300,35,
135,2002,2001-10-23T00:00:00,12135,8,8,18,,,0,2,300,35,
136,2002,2001-10-23T00:00:00,12136,8,8,18,,,0,2,300,35,
137,2002,2001-10-23T00:00:00,12137,8,8,18,,,0,2,300,35,
138,2002,2001-10-23T00:00:00,12138,8,8,18,,,0,2,300,35,
139,2002,2001-10-23T00:00:00,12139,8,8,18,,,0,2,300,35,
140,2002,2001-10-23T00:00:00,12140,8,8,18,,,0,2,300,35,
141,2002,2001-10-23T00:00:00,12141,8,8,18,,,0,2,300,35,
142,2002,2001-10-23T00:00:00,12142,8,8,18,,,0,2,300,35,
143,2002,2001-10-23T00:00:00,12143,8,8,18,,,0,2,300,35,
144,2002,2001-10-23T00:00:00,12144,8,8,18,,,0,2,300,35,
145,2002,2001-10-23T00:00:00,12145,8,8,18,,,0,2,300,35,
146,2002,2001-10-23T00:00:00,12146,8,8,18,,,0,2,300,35,
147,2002,2001-10-23T00:00:00,12147,8,8,18,,,0,2,300,35,
148,2002,2001-10-23T00:00:00,12148,8,8,18,,,0,2,300,35,
149,2002,2001-10-23T00:00:00,12149,8,8,18,,,0,2,300,35,
150,2002,2001-10-23T00:00:00,12150,8,8,18,,,0,2,300,35,
151,2002,2001-10-23T00:00:00,12151,8,8,18,,,0,2,300,35,
152,2002,2001-10-23T00:00:00,12152,8,8,18,,,0,2,300,35,
153,2002,2001-10-23T00:00:00,12153,8,8,18,,,0,2,300,35,
154,2002,2001-10-23T00:00:00,12154,8,8,18,,,0,2,300,35,
155,2002,2001-10-23T00:00:00,12155,8,8,18,,,0,2,300,35,
156,2002,2001-10-23T00:00:00,12156,8,8,18,,,0,2,300,35,
157,2002,2001-10-23T00:00:00,12157,8,8,18,,,0,2,300,35,
158,2002,2001-10-23T00:00:00,12158,8,8,18,,,0,2,300,35,
159,2002,2001-10-23T00:00:00,12159,8,8,18,,,0,2,300,35,
160,2002,2001-10-23T00:00:00,12160,8,8,18,,,0,2,300,35,
161,2002,2001-10-23T00:00:00,12161,8,8,18,,,0,2,300,35,
162,2002,2001-10-23T00:00:00,12162,8,8,18,,,0,2,300,35,
163,2002,2001-10-23T00:00:00,12163,8,8,18,,,0,2,300,35,
164,2002,2001-10-23T00:00:00,12164,8,8,18,,,0,2,300,35,
165,2002,2001-10-23T00:00:00,12165,8,8,18,,,0,2,300,35,
166,2002,2001-10-23T00:00:00,12166,8,8,18,,,0,2,300,35,
167,2002,2001-10-23T00:00:00,12167,8,8,18,,,0,2,300,35,
168,2002,2001-10-23T00:00:00,12168,8,8,18,,,0,2,300,35,
169,2002,2002-04-03T00:00:00,12001,8,14,15,,,0,0.8,250,35,
170,2002,2002-04-03T00:00:00,12002,8,14,15,,,0,0.8,250,35,
171,2002,2002-04-03T00:00:00,12003,8,14,15,,,0,0.8,250,35,
172,2002,2002-04-03T00:00:00,12004,8,14,15,,,0,0.8,250,35,
173,2002,2002-04-03T00:00:00,12005,8,14,15,,,0,0.8,250,35,
174,2002,2002-04-03T00:00:00,12006,8,14,15,,,0,0.8,250,35,
175,2002,2002-04-03T00:00:00,12007,8,14,15,,,0,0.8,250,35,
176,2002,2002-04-03T00:00:00,12008,8,14,15,,,0,0.8,250,35,
177,2002,2002-04-03T00:00:00,12009,8,14,15,,,0,0.8,250,35,
178,2002,2002-04-03T00:00:00,12010,8,14,15,,,0,0.8,250,35,
179,2002,2002-04-03T00:00:00,12011,8,14,15,,,0,0.8,250,35,
180,2002,2002-04-03T00:00:00,12012,8,14,15,,,0,0.8,250,35,
181,2002,2002-04-03T00:00:00,12013,8,14,15,,,0,0.8,250,35,
182,2002,2002-04-03T00:00:00,12014,8,14,15,,,0,0.8,250,35,
183,2002,2002-04-03T00:00:00,12015,8,14,15,,,0,0.8,250,35,
184,2002,2002-04-03T00:00:00,12016,8,14,15,,,0,0.8,250,35,
185,2002,2002-04-03T00:00:00,12017,8,14,15,,,0,0.8,250,35,
186,2002,2002-04-03T00:00:00,12018,8,14,15,,,0,0.8,250,35,
187,2002,2002-04-03T00:00:00,12019,8,14,15,,,0,0.8,250,35,
188,2002,2002-04-03T00:00:00,12020,8,14,15,,,0,0.8,250,35,
189,2002,2002-04-03T00:00:00,12021,8,14,15,,,0,0.8,250,35,
190,2002,2002-04-03T00:00:00,12022,8,14,15,,,0,0.8,250,35,
191,2002,2002-04-03T00:00:00,12023,8,14,15,,,0,0.8,250,35,
192,2002,2002-04-03T00:00:00,12024,8,14,15,,,0,0.8,250,35,
193,2002,2002-04-03T00:00:00,12025,8,14,15,,,0,0.8,250,35,
194,2002,2002-04-03T00:00:00,12026,8,14,15,,,0,0.8,250,35,
195,2002,2002-04-03T00:00:00,12027,8,14,15,,,0,0.8,250,35,
196,2002,2002-04-03T00:00:00,12028,8,14,15,,,0,0.8,250,35,
197,2002,2002-04-03T00:00:00,12029,8,14,15,,,0,0.8,250,35,
198,2002,2002-04-03T00:00:00,12030,8,14,15,,,0,0.8,250,35,
199,2002,2002-04-03T00:00:00,12031,8,14,15,,,0,0.8,250,35,
200,2002,2002-04-03T00:00:00,12032,8,14,15,,,0,0.8,250,35,
201,2002,2002-04-03T00:00:00,12033,8,14,15,,,0,0.8,250,35,
202,2002,2002-04-03T00:00:00,12034,8,14,15,,,0,0.8,250,35,
203,2002,2002-04-03T00:00:00,12035,8,14,15,,,0,0.8,250,35,
204,2002,2002-04-03T00:00:00,12036,8,14,15,,,0,0.8,250,35,
205,2002,2002-04-03T00:00:00,12037,8,14,15,,,0,0.8,250,35,
206,2002,2002-04-03T00:00:00,12038,8,14,15,,,0,0.8,250,35,
207,2002,2002-04-03T00:00:00,12039,8,14,15,,,0,0.8,250,35,
208,2002,2002-04-03T00:00:00,12040,8,14,15,,,0,0.8,250,35,
209,2002,2002-04-03T00:00:00,12041,8,14,15,,,0,0.8,250,35,
210,2002,2002-04-03T00:00:00,12042,8,14,15,,,0,0.8,250,35,
211,2002,2002-04-03T00:00:00,12043,8,14,15,,,0,0.8,250,35,
212,2002,2002-04-03T00:00:00,12044,8,14,15,,,0,0.8,250,35,
213,2002,2002-04-03T00:00:00,12045,8,14,15,,,0,0.8,250,35,
214,2002,2002-04-03T00:00:00,12046,8,14,15,,,0,0.8,250,35,
215,2002,2002-04-03T00:00:00,12047,8,14,15,,,0,0.8,250,35,
216,2002,2002-04-03T00:00:00,12048,8,14,15,,,0,0.8,250,35,
217,2002,2002-04-03T00:00:00,12049,8,14,15,,,0,0.8,250,35,
218,2002,2002-04-03T00:00:00,12050,8,14,15,,,0,0.8,250,35,
219,2002,2002-04-03T00:00:00,12051,8,14,15,,,0,0.8,250,35,
220,2002,2002-04-03T00:00:00,12052,8,14,15,,,0,0.8,250,35,
221,2002,2002-04-03T00:00:00,12053,8,14,15,,,0,0.8,250,35,
222,2002,2002-04-03T00:00:00,12054,8,14,15,,,0,0.8,250,35,
223,2002,2002-04-03T00:00:00,12055,8,14,15,,,0,0.8,250,35,
224,2002,2002-04-03T00:00:00,12056,8,14,15,,,0,0.8,250,35,
225,2002,2002-04-03T00:00:00,12057,8,14,15,,,0,0.8,250,35,
226,2002,2002-04-03T00:00:00,12058,8,14,15,,,0,0.8,250,35,
227,2002,2002-04-03T00:00:00,12059,8,14,15,,,0,0.8,250,35,
228,2002,2002-04-03T00:00:00,12060,8,14,15,,,0,0.8,250,35,
229,2002,2002-04-03T00:00:00,12061,8,14,15,,,0,0.8,250,35,
230,2002,2002-04-03T00:00:00,12062,8,14,15,,,0,0.8,250,35,
231,2002,2002-04-03T00:00:00,12063,8,14,15,,,0,0.8,250,35,
232,2002,2002-04-03T00:00:00,12064,8,14,15,,,0,0.8,250,35,
233,2002,2002-04-03T00:00:00,12065,8,14,15,,,0,0.8,250,35,
234,2002,2002-04-03T00:00:00,12066,8,14,15,,,0,0.8,250,35,
235,2002,2002-04-03T00:00:00,12067,8,14,15,,,0,0.8,250,35,
236,2002,2002-04-03T00:00:00,12068,8,14,15,,,0,0.8,250,35,
237,2002,2002-04-03T00:00:00,12069,8,14,15,,,0,0.8,250,35,
238,2002,2002-04-03T00:00:00,12070,8,14,15,,,0,0.8,250,35,
239,2002,2002-04-03T00:00:00,12071,8,14,15,,,0,0.8,250,35,
240,2002,2002-04-03T00:00:00,12072,8,14,15,,,0,0.8,250,35,
241,2002,2002-04-03T00:00:00,12073,8,14,15,,,0,0.8,250,35,
242,2002,2002-04-03T00:00:00,12074,8,14,15,,,0,0.8,250,35,
243,2002,2002-04-03T00:00:00,12075,8,14,15,,,0,0.8,250,35,
244,2002,2002-04-03T00:00:00,12076,8,14,15,,,0,0.8,250,35,
245,2002,2002-04-03T00:00:00,12077,8,14,15,,,0,0.8,250,35,
246,2002,2002-04-03T00:00:00,12078,8,14,15,,,0,0.8,250,35,
247,2002,2002-04-03T00:00:00,12079,8,14,15,,,0,0.8,250,35,
248,2002,2002-04-03T00:00:00,12080,8,14,15,,,0,0.8,250,35,
249,2002,2002-04-03T00:00:00,12081,8,14,15,,,0,0.8,250,35,
250,2002,2002-04-03T00:00:00,12082,8,14,15,,,0,0.8,250,35,
251,2002,2002-04-03T00:00:00,12083,8,14,15,,,0,0.8,250,35,
252,2002,2002-04-03T00:00:00,12084,8,14,15,,,0,0.8,250,35,
253,2002,2002-04-03T00:00:00,12085,8,14,15,,,0,0.8,250,35,
254,2002,2002-04-03T00:00:00,12086,8,14,15,,,0,0.8,250,35,
255,2002,2002-04-03T00:00:00,12087,8,14,15,,,0,0.8,250,35,
256,2002,2002-04-03T00:00:00,12088,8,14,15,,,0,0.8,250,35,
257,2002,2002-04-03T00:00:00,12089,8,14,15,,,0,0.8,250,35,
258,2002,2002-04-03T00:00:00,12090,8,14,15,,,0,0.8,250,35,
259,2002,2002-04-03T00:00:00,12091,8,14,15,,,0,0.8,250,35,
260,2002,2002-04-03T00:00:00,12092,8,14,15,,,0,0.8,250,35,
261,2002,2002-04-03T00:00:00,12093,8,14,15,,,0,0.8,250,35,
262,2002,2002-04-03T00:00:00,12094,8,14,15,,,0,0.8,250,35,
263,2002,2002-04-03T00:00:00,12095,8,14,15,,,0,0.8,250,35,
264,2002,2002-04-03T00:00:00,12096,8,14,15,,,0,0.8,250,35,
265,2002,2002-04-03T00:00:00,12097,8,14,15,,,0,0.8,250,35,
266,2002,2002-04-03T00:00:00,12098,8,14,15,,,0,0.8,250,35,
267,2002,2002-04-03T00:00:00,12099,8,14,15,,,0,0.8,250,35,
268,2002,2002-04-03T00:00:00,12100,8,14,15,,,0,0.8,250,35,
269,2002,2002-04-03T00:00:00,12101,8,14,15,,,0,0.8,250,35,
270,2002,2002-04-03T00:00:00,12102,8,14,15,,,0,0.8,250,35,
271,2002,2002-04-03T00:00:00,12103,8,14,15,,,0,0.8,250,35,
272,2002,2002-04-03T00:00:00,12104,8,14,15,,,0,0.8,250,35,
273,2002,2002-04-03T00:00:00,12105,8,14,15,,,0,0.8,250,35,
274,2002,2002-04-03T00:00:00,12106,8,14,15,,,0,0.8,250,35,
275,2002,2002-04-03T00:00:00,12107,8,14,15,,,0,0.8,250,35,
276,2002,2002-04-03T00:00:00,12108,8,14,15,,,0,0.8,250,35,
277,2002,2002-04-03T00:00:00,12109,8,14,15,,,0,0.8,250,35,
278,2002,2002-04-03T00:00:00,12110,8,14,15,,,0,0.8,250,35,
279,2002,2002-04-03T00:00:00,12111,8,14,15,,,0,0.8,250,35,
280,2002,2002-04-03T00:00:00,12112,8,14,15,,,0,0.8,250,35,
281,2002,2002-04-03T00:00:00,12113,8,14,15,,,0,0.8,250,35,
282,2002,2002-04-03T00:00:00,12114,8,14,15,,,0,0.8,250,35,
283,2002,2002-04-03T00:00:00,12115,8,14,15,,,0,0.8,250,35,
284,2002,2002-04-03T00:00:00,12116,8,14,15,,,0,0.8,250,35,
285,2002,2002-04-03T00:00:00,12117,8,14,15,,,0,0.8,250,35,
286,2002,2002-04-03T00:00:00,12118,8,14,15,,,0,0.8,250,35,
287,2002,2002-04-03T00:00:00,12119,8,14,15,,,0,0.8,250,35,
288,2002,2002-04-03T00:00:00,12120,8,14,15,,,0,0.8,250,35,
289,2002,2002-04-03T00:00:00,12121,8,14,15,,,0,0.8,250,35,
290,2002,2002-04-03T00:00:00,12122,8,14,15,,,0,0.8,250,35,
291,2002,2002-04-03T00:00:00,12123,8,14,15,,,0,0.8,250,35,
292,2002,2002-04-03T00:00:00,12124,8,14,15,,,0,0.8,250,35,
293,2002,2002-04-03T00:00:00,12125,8,14,15,,,0,0.8,250,35,
294,2002,2002-04-03T00:00:00,12126,8,14,15,,,0,0.8,250,35,
295,2002,2002-04-03T00:00:00,12127,8,14,15,,,0,0.8,250,35,
296,2002,2002-04-03T00:00:00,12128,8,14,15,,,0,0.8,250,35,
297,2002,2002-04-03T00:00:00,12129,8,14,15,,,0,0.8,250,35,
298,2002,2002-04-03T00:00:00,12130,8,14,15,,,0,0.8,250,35,
299,2002,2002-04-03T00:00:00,12131,8,14,15,,,0,0.8,250,35,
300,2002,2002-04-03T00:00:00,12132,8,14,15,,,0,0.8,250,35,
301,2002,2002-04-03T00:00:00,12133,8,14,15,,,0,0.8,250,35,
302,2002,2002-04-03T00:00:00,12134,8,14,15,,,0,0.8,250,35,
303,2002,2002-04-03T00:00:00,12135,8,14,15,,,0,0.8,250,35,
304,2002,2002-04-03T00:00:00,12136,8,14,15,,,0,0.8,250,35,
305,2002,2002-04-03T00:00:00,12137,8,14,15,,,0,0.8,250,35,
306,2002,2002-04-03T00:00:00,12138,8,14,15,,,0,0.8,250,35,
307,2002,2002-04-03T00:00:00,12139,8,14,15,,,0,0.8,250,35,
308,2002,2002-04-03T00:00:00,12140,8,14,15,,,0,0.8,250,35,
309,2002,2002-04-03T00:00:00,12141,8,14,15,,,0,0.8,250,35,
310,2002,2002-04-03T00:00:00,12142,8,14,15,,,0,0.8,250,35,
311,2002,2002-04-03T00:00:00,12143,8,14,15,,,0,0.8,250,35,
312,2002,2002-04-03T00:00:00,12144,8,14,15,,,0,0.8,250,35,
313,2002,2002-04-03T00:00:00,12145,8,14,15,,,0,0.8,250,35,
314,2002,2002-04-03T00:00:00,12146,8,14,15,,,0,0.8,250,35,
315,2002,2002-04-03T00:00:00,12147,8,14,15,,,0,0.8,250,35,
316,2002,2002-04-03T00:00:00,12148,8,14,15,,,0,0.8,250,35,
317,2002,2002-04-03T00:00:00,12149,8,14,15,,,0,0.8,250,35,
318,2002,2002-04-03T00:00:00,12150,8,14,15,,,0,0.8,250,35,
319,2002,2002-04-03T00:00:00,12151,8,14,15,,,0,0.8,250,35,
320,2002,2002-04-03T00:00:00,12152,8,14,15,,,0,0.8,250,35,
321,2002,2002-04-03T00:00:00,12153,8,14,15,,,0,0.8,250,35,
322,2002,2002-04-03T00:00:00,12154,8,14,15,,,0,0.8,250,35,
323,2002,2002-04-03T00:00:00,12155,8,14,15,,,0,0.8,250,35,
324,2002,2002-04-03T00:00:00,12156,8,14,15,,,0,0.8,250,35,
325,2002,2002-04-03T00:00:00,12157,8,14,15,,,0,0.8,250,35,
326,2002,2002-04-03T00:00:00,12158,8,14,15,,,0,0.8,250,35,
327,2002,2002-04-03T00:00:00,12159,8,14,15,,,0,0.8,250,35,
328,2002,2002-04-03T00:00:00,12160,8,14,15,,,0,0.8,250,35,
329,2002,2002-04-03T00:00:00,12161,8,14,15,,,0,0.8,250,35,
330,2002,2002-04-03T00:00:00,12162,8,14,15,,,0,0.8,250,35,
331,2002,2002-04-03T00:00:00,12163,8,14,15,,,0,0.8,250,35,
332,2002,2002-04-03T00:00:00,12164,8,14,15,,,0,0.8,250,35,
333,2002,2002-04-03T00:00:00,12165,8,14,15,,,0,0.8,250,35,
334,2002,2002-04-03T00:00:00,12166,8,14,15,,,0,0.8,250,35,
335,2002,2002-04-03T00:00:00,12167,8,14,15,,,0,0.8,250,35,
336,2002,2002-04-03T00:00:00,12168,8,14,15,,,0,0.8,250,35,
337,2002,2002-04-26T00:00:00,12001,8,15,14,,,0,1,250,35,
338,2002,2002-04-26T00:00:00,12002,8,15,14,,,0,1,250,35,
339,2002,2002-04-26T00:00:00,12003,8,15,14,,,0,1,250,35,
340,2002,2002-04-26T00:00:00,12004,8,15,14,,,0,1,250,35,
341,2002,2002-04-26T00:00:00,12005,8,15,14,,,0,1,250,35,
342,2002,2002-04-26T00:00:00,12006,8,15,14,,,0,1,250,35,
343,2002,2002-04-26T00:00:00,12007,8,15,14,,,0,1,250,35,
344,2002,2002-04-26T00:00:00,12008,8,15,14,,,0,1,250,35,
345,2002,2002-04-26T00:00:00,12009,8,15,14,,,0,1,250,35,
346,2002,2002-04-26T00:00:00,12010,8,15,14,,,0,1,250,35,
347,2002,2002-04-26T00:00:00,12011,8,15,14,,,0,1,250,35,
348,2002,2002-04-26T00:00:00,12012,8,15,14,,,0,1,250,35,
349,2002,2002-04-26T00:00:00,12013,8,15,14,,,0,1,250,35,
350,2002,2002-04-26T00:00:00,12014,8,15,14,,,0,1,250,35,
351,2002,2002-04-26T00:00:00,12015,8,15,14,,,0,1,250,35,
352,2002,2002-04-26T00:00:00,12016,8,15,14,,,0,1,250,35,
353,2002,2002-04-26T00:00:00,12017,8,15,14,,,0,1,250,35,
354,2002,2002-04-26T00:00:00,12018,8,15,14,,,0,1,250,35,
355,2002,2002-04-26T00:00:00,12019,8,15,14,,,0,1,250,35,
356,2002,2002-04-26T00:00:00,12020,8,15,14,,,0,1,250,35,
