Versuchsaufbau_ID,Versuchsjahr,Parzelle_ID,Kultur_ID,Pruefglied_ID,Bewaesserung,Wiederholung
1944,1975,12117,9,9,1,1
1945,1975,12118,9,17,1,1
1946,1975,12119,9,20,1,1
1947,1975,12120,9,18,1,1
1948,1975,12121,9,21,1,1
1949,1975,12122,9,2,1,1
1950,1975,12123,9,15,1,1
1951,1975,12124,9,14,1,1
1952,1975,12125,9,19,1,1
1953,1975,12126,9,16,1,1
1954,1975,12127,9,4,1,1
1955,1975,12128,9,10,1,1
1956,1975,12129,9,7,1,1
1957,1975,12130,9,20,1,1
1958,1975,12131,9,5,1,1
1959,1975,12132,9,8,1,1
1960,1975,12133,9,11,1,1
1961,1975,12134,9,1,1,1
1962,1975,12135,9,12,1,1
1963,1975,12136,9,18,1,1
1964,1975,12137,9,2,1,1
1965,1975,12138,9,6,1,1
1966,1975,12139,9,13,1,1
1967,1975,12140,9,9,1,1
1968,1975,12141,9,17,1,1
1969,1975,12142,9,19,1,1
1970,1975,12143,9,15,1,1
1971,1975,12144,9,14,1,1
1972,1975,12145,9,3,1,1
1973,1975,12146,9,16,1,1
1974,1975,12147,9,21,1,1
1975,1975,12148,9,13,0,1
1976,1975,12149,9,15,0,1
1977,1975,12150,9,9,0,1
1978,1975,12151,9,3,0,1
1979,1975,12152,9,8,0,1
1980,1975,12153,9,12,0,1
1981,1975,12154,9,1,0,1
1982,1975,12155,9,14,0,1
1983,1975,12156,9,17,0,1
1984,1975,12157,9,4,0,1
1985,1975,12158,9,16,0,1
1986,1975,12159,9,21,0,1
1987,1975,12160,9,10,0,1
1988,1975,12161,9,7,0,1
1989,1975,12162,9,19,0,1
1990,1975,12163,9,11,0,1
1991,1975,12164,9,5,0,1
1992,1975,12165,9,6,0,1
1993,1975,12166,9,18,0,1
1994,1975,12167,9,20,0,1
1995,1975,12168,9,2,0,1
1996,1976,12001,5,13,0,1
1997,1976,12002,5,15,0,1
1998,1976,12003,5,9,0,1
1999,1976,12004,5,3,0,1
2000,1976,12005,5,8,0,1
2001,1976,12006,5,12,0,1
2002,1976,12007,5,1,0,1
2003,1976,12008,5,14,0,1
2004,1976,12009,5,17,0,1
2005,1976,12010,5,4,0,1
2006,1976,12011,5,16,0,1
2007,1976,12012,5,21,0,1
2008,1976,12013,5,10,0,1
2009,1976,12014,5,7,0,1
2010,1976,12015,5,19,0,1
2011,1976,12016,5,11,0,1
2012,1976,12017,5,5,0,1
2013,1976,12018,5,6,0,1
2014,1976,12019,5,18,0,1
2015,1976,12020,5,20,0,1
2016,1976,12021,5,2,0,1
2017,1976,12022,5,7,1,1
2018,1976,12023,5,6,1,1
2019,1976,12024,5,16,1,1
2020,1976,12025,5,9,1,1
2021,1976,12026,5,15,1,1
2022,1976,12027,5,4,1,1
2023,1976,12028,5,8,1,1
2024,1976,12029,5,5,1,1
2025,1976,12030,5,13,1,1
2026,1976,12031,5,12,1,1
2027,1976,12032,5,18,1,1
2028,1976,12033,5,1,1,1
2029,1976,12034,5,14,1,1
2030,1976,12035,5,17,1,1
2031,1976,12036,5,21,1,1
2032,1976,12037,5,20,1,1
2033,1976,12038,5,19,1,1
2034,1976,12039,5,10,1,1
2035,1976,12040,5,11,1,1
2036,1976,12041,5,2,1,1
2037,1976,12042,5,3,1,1
2038,1976,12043,5,10,1,1
2039,1976,12044,5,14,1,1
2040,1976,12045,5,21,1,1
2041,1976,12046,5,8,1,1
2042,1976,12047,5,7,1,1
2043,1976,12048,5,15,1,1
2044,1976,12049,5,12,1,1
2045,1976,12050,5,6,1,1
2046,1976,12051,5,9,1,1
2047,1976,12052,5,20,1,1
2048,1976,12053,5,19,1,1
2049,1976,12054,5,16,1,1
2050,1976,12055,5,18,1,1
2051,1976,12056,5,4,1,1
2052,1976,12057,5,3,1,1
2053,1976,12058,5,5,1,1
2054,1976,12059,5,17,1,1
2055,1976,12060,5,1,1,1
2056,1976,12061,5,2,1,1
2057,1976,12062,5,11,1,1
2058,1976,12063,5,13,1,1
2059,1976,12064,5,11,0,1
2060,1976,12065,5,2,0,1
2061,1976,12066,5,6,0,1
2062,1976,12067,5,12,0,1
2063,1976,12068,5,19,0,1
2064,1976,12069,5,7,0,1
2065,1976,12070,5,18,0,1
2066,1976,12071,5,20,0,1
2067,1976,12072,5,3,0,1
2068,1976,12073,5,13,0,1
2069,1976,12074,5,21,0,1
2070,1976,12075,5,17,0,1
2071,1976,12076,5,9,0,1
2072,1976,12077,5,5,0,1
2073,1976,12078,5,15,0,1
2074,1976,12079,5,16,0,1
2075,1976,12080,5,8,0,1
2076,1976,12081,5,4,0,1
2077,1976,12082,5,10,0,1
2078,1976,12083,5,1,0,1
2079,1976,12084,5,14,0,1
2080,1976,12085,5,2,0,1
2081,1976,12086,5,7,0,1
2082,1976,12087,5,11,0,1
2083,1976,12088,5,17,0,1
2084,1976,12089,5,4,0,1
2085,1976,12090,5,3,0,1
2086,1976,12091,5,10,0,1
2087,1976,12092,5,9,0,1
2088,1976,12093,5,18,0,1
2089,1976,12094,5,14,0,1
2090,1976,12095,5,5,0,1
2091,1976,12096,5,20,0,1
2092,1976,12097,5,21,0,1
2093,1976,12098,5,15,0,1
2094,1976,12099,5,16,0,1
2095,1976,12100,5,8,0,1
2096,1976,12101,5,1,0,1
2097,1976,12102,5,13,0,1
2098,1976,12103,5,12,0,1
2099,1976,12104,5,6,0,1
2100,1976,12105,5,19,0,1
2101,1976,12106,5,12,1,1
2102,1976,12107,5,1,1,1
2103,1976,12108,5,10,1,1
2104,1976,12109,5,11,1,1
2105,1976,12110,5,13,1,1
2106,1976,12111,5,5,1,1
2107,1976,12112,5,6,1,1
2108,1976,12113,5,8,1,1
2109,1976,12114,5,4,1,1
2110,1976,12115,5,3,1,1
2111,1976,12116,5,7,1,1
2112,1976,12117,5,9,1,1
2113,1976,12118,5,17,1,1
2114,1976,12119,5,20,1,1
2115,1976,12120,5,18,1,1
2116,1976,12121,5,21,1,1
2117,1976,12122,5,2,1,1
2118,1976,12123,5,15,1,1
2119,1976,12124,5,14,1,1
2120,1976,12125,5,19,1,1
2121,1976,12126,5,16,1,1
2122,1976,12127,5,4,1,1
2123,1976,12128,5,10,1,1
2124,1976,12129,5,7,1,1
2125,1976,12130,5,20,1,1
2126,1976,12131,5,5,1,1
2127,1976,12132,5,8,1,1
2128,1976,12133,5,11,1,1
2129,1976,12134,5,1,1,1
2130,1976,12135,5,12,1,1
2131,1976,12136,5,18,1,1
2132,1976,12137,5,2,1,1
2133,1976,12138,5,6,1,1
2134,1976,12139,5,13,1,1
2135,1976,12140,5,9,1,1
2136,1976,12141,5,17,1,1
2137,1976,12142,5,19,1,1
2138,1976,12143,5,15,1,1
2139,1976,12144,5,14,1,1
2140,1976,12145,5,3,1,1
2141,1976,12146,5,16,1,1
2142,1976,12147,5,21,1,1
2143,1976,12148,5,13,0,1
2144,1976,12149,5,15,0,1
2145,1976,12150,5,9,0,1
2146,1976,12151,5,3,0,1
2147,1976,12152,5,8,0,1
2148,1976,12153,5,12,0,1
2149,1976,12154,5,1,0,1
2150,1976,12155,5,14,0,1
2151,1976,12156,5,17,0,1
2152,1976,12157,5,4,0,1
2153,1976,12158,5,16,0,1
2154,1976,12159,5,21,0,1
2155,1976,12160,5,10,0,1
2156,1976,12161,5,7,0,1
2157,1976,12162,5,19,0,1
2158,1976,12163,5,11,0,1
2159,1976,12164,5,5,0,1
2160,1976,12165,5,6,0,1
2161,1976,12166,5,18,0,1
2162,1976,12167,5,20,0,1
2163,1976,12168,5,2,0,1
2164,1977,12001,9,13,0,1
2165,1977,12002,9,15,0,1
2166,1977,12003,9,9,0,1
2167,1977,12004,9,3,0,1
2168,1977,12005,9,8,0,1
2169,1977,12006,9,12,0,1
2170,1977,12007,9,1,0,1
2171,1977,12008,9,14,0,1
2172,1977,12009,9,17,0,1
2173,1977,12010,9,4,0,1
2174,1977,12011,9,16,0,1
2175,1977,12012,9,21,0,1
2176,1977,12013,9,10,0,1
2177,1977,12014,9,7,0,1
2178,1977,12015,9,19,0,1
2179,1977,12016,9,11,0,1
2180,1977,12017,9,5,0,1
2181,1977,12018,9,6,0,1
2182,1977,12019,9,18,0,1
2183,1977,12020,9,20,0,1
2184,1977,12021,9,2,0,1
2185,1977,12022,9,7,1,1
2186,1977,12023,9,6,1,1
2187,1977,12024,9,16,1,1
2188,1977,12025,9,9,1,1
2189,1977,12026,9,15,1,1
2190,1977,12027,9,4,1,1
2191,1977,12028,9,8,1,1
2192,1977,12029,9,5,1,1
2193,1977,12030,9,13,1,1
2194,1977,12031,9,12,1,1
2195,1977,12032,9,18,1,1
2196,1977,12033,9,1,1,1
2197,1977,12034,9,14,1,1
2198,1977,12035,9,17,1,1
2199,1977,12036,9,21,1,1
2200,1977,12037,9,20,1,1
2201,1977,12038,9,19,1,1
2202,1977,12039,9,10,1,1
2203,1977,12040,9,11,1,1
2204,1977,12041,9,2,1,1
2205,1977,12042,9,3,1,1
2206,1977,12043,9,10,1,1
2207,1977,12044,9,14,1,1
2208,1977,12045,9,21,1,1
2209,1977,12046,9,8,1,1
2210,1977,12047,9,7,1,1
2211,1977,12048,9,15,1,1
2212,1977,12049,9,12,1,1
2213,1977,12050,9,6,1,1
2214,1977,12051,9,9,1,1
2215,1977,12052,9,20,1,1
2216,1977,12053,9,19,1,1
2217,1977,12054,9,16,1,1
2218,1977,12055,9,18,1,1
2219,1977,12056,9,4,1,1
2220,1977,12057,9,3,1,1
2221,1977,12058,9,5,1,1
2222,1977,12059,9,17,1,1
2223,1977,12060,9,1,1,1
2224,1977,12061,9,2,1,1
2225,1977,12062,9,11,1,1
2226,1977,12063,9,13,1,1
2227,1977,12064,9,11,0,1
2228,1977,12065,9,2,0,1
2229,1977,12066,9,6,0,1
2230,1977,12067,9,12,0,1
2231,1977,12068,9,19,0,1
2232,1977,12069,9,7,0,1
2233,1977,12070,9,18,0,1
2234,1977,12071,9,20,0,1
2235,1977,12072,9,3,0,1
2236,1977,12073,9,13,0,1
2237,1977,12074,9,21,0,1
2238,1977,12075,9,17,0,1
2239,1977,12076,9,9,0,1
2240,1977,12077,9,5,0,1
2241,1977,12078,9,15,0,1
2242,1977,12079,9,16,0,1
2243,1977,12080,9,8,0,1
2244,1977,12081,9,4,0,1
2245,1977,12082,9,10,0,1
2246,1977,12083,9,1,0,1
2247,1977,12084,9,14,0,1
2248,1977,12085,9,2,0,1
2249,1977,12086,9,7,0,1
2250,1977,12087,9,11,0,1
2251,1977,12088,9,17,0,1
2252,1977,12089,9,4,0,1
2253,1977,12090,9,3,0,1
2254,1977,12091,9,10,0,1
2255,1977,12092,9,9,0,1
2256,1977,12093,9,18,0,1
2257,1977,12094,9,14,0,1
2258,1977,12095,9,5,0,1
2259,1977,12096,9,20,0,1
2260,1977,12097,9,21,0,1
2261,1977,12098,9,15,0,1
2262,1977,12099,9,16,0,1
2263,1977,12100,9,8,0,1
2264,1977,12101,9,1,0,1
2265,1977,12102,9,13,0,1
2266,1977,12103,9,12,0,1
2267,1977,12104,9,6,0,1
2268,1977,12105,9,19,0,1
2269,1977,12106,9,12,1,1
2270,1977,12107,9,1,1,1
2271,1977,12108,9,10,1,1
2272,1977,12109,9,11,1,1
2273,1977,12110,9,13,1,1
2274,1977,12111,9,5,1,1
2275,1977,12112,9,6,1,1
2276,1977,12113,9,8,1,1
2277,1977,12114,9,4,1,1
2278,1977,12115,9,3,1,1
2279,1977,12116,9,7,1,1
2280,1977,12117,9,9,1,1
2281,1977,12118,9,17,1,1
2282,1977,12119,9,20,1,1
2283,1977,12120,9,18,1,1
2284,1977,12121,9,21,1,1
2285,1977,12122,9,2,1,1
2286,1977,12123,9,15,1,1
2287,1977,12124,9,14,1,1
2288,1977,12125,9,19,1,1
2289,1977,12126,9,16,1,1
2290,1977,12127,9,4,1,1
2291,1977,12128,9,10,1,1
2292,1977,12129,9,7,1,1
2293,1977,12130,9,20,1,1
2294,1977,12131,9,5,1,1
2295,1977,12132,9,8,1,1
2296,1977,12133,9,11,1,1
2297,1977,12134,9,1,1,1
2298,1977,12135,9,12,1,1
2299,1977,12136,9,18,1,1
2300,1977,12137,9,2,1,1
2301,1977,12138,9,6,1,1
2302,1977,12139,9,13,1,1
2303,1977,12140,9,9,1,1
2304,1977,12141,9,17,1,1
2305,1977,12142,9,19,1,1
2306,1977,12143,9,15,1,1
2307,1977,12144,9,14,1,1
2308,1977,12145,9,3,1,1
2309,1977,12146,9,16,1,1
2310,1977,12147,9,21,1,1
2311,1977,12148,9,13,0,1
2312,1977,12149,9,15,0,1
2313,1977,12150,9,9,0,1
2314,1977,12151,9,3,0,1
2315,1977,12152,9,8,0,1
2316,1977,12153,9,12,0,1
2317,1977,12154,9,1,0,1
2318,1977,12155,9,14,0,1
2319,1977,12156,9,17,0,1
2320,1977,12157,9,4,0,1
2321,1977,12158,9,16,0,1
2322,1977,12159,9,21,0,1
2323,1977,12160,9,10,0,1
2324,1977,12161,9,7,0,1
2325,1977,12162,9,19,0,1
2326,1977,12163,9,11,0,1
2327,1977,12164,9,5,0,1
2328,1977,12165,9,6,0,1
2329,1977,12166,9,18,0,1
2330,1977,12167,9,20,0,1
2331,1977,12168,9,2,0,1
2332,1978,12001,5,13,0,1
2333,1978,12002,5,15,0,1
2334,1978,12003,5,9,0,1
2335,1978,12004,5,3,0,1
2336,1978,12005,5,8,0,1
2337,1978,12006,5,12,0,1
2338,1978,12007,5,1,0,1
2339,1978,12008,5,14,0,1
2340,1978,12009,5,17,0,1
2341,1978,12010,5,4,0,1
2342,1978,12011,5,16,0,1
2343,1978,12012,5,21,0,1
2344,1978,12013,5,10,0,1
2345,1978,12014,5,7,0,1
2346,1978,12015,5,19,0,1
2347,1978,12016,5,11,0,1
2348,1978,12017,5,5,0,1
2349,1978,12018,5,6,0,1
2350,1978,12019,5,18,0,1
2351,1978,12020,5,20,0,1
2352,1978,12021,5,2,0,1
2353,1978,12022,5,7,1,1
2354,1978,12023,5,6,1,1
2355,1978,12024,5,16,1,1
2356,1978,12025,5,9,1,1
2357,1978,12026,5,15,1,1
2358,1978,12027,5,4,1,1
2359,1978,12028,5,8,1,1
2360,1978,12029,5,5,1,1
2361,1978,12030,5,13,1,1
2362,1978,12031,5,12,1,1
2363,1978,12032,5,18,1,1
2364,1978,12033,5,1,1,1
2365,1978,12034,5,14,1,1
2366,1978,12035,5,17,1,1
2367,1978,12036,5,21,1,1
2368,1978,12037,5,20,1,1
2369,1978,12038,5,19,1,1
2370,1978,12039,5,10,1,1
2371,1978,12040,5,11,1,1
2372,1978,12041,5,2,1,1
2373,1978,12042,5,3,1,1
2374,1978,12043,5,10,1,1
2375,1978,12044,5,14,1,1
2376,1978,12045,5,21,1,1
2377,1978,12046,5,8,1,1
2378,1978,12047,5,7,1,1
2379,1978,12048,5,15,1,1
2380,1978,12049,5,12,1,1
2381,1978,12050,5,6,1,1
2382,1978,12051,5,9,1,1
2383,1978,12052,5,20,1,1
2384,1978,12053,5,19,1,1
2385,1978,12054,5,16,1,1
2386,1978,12055,5,18,1,1
2387,1978,12056,5,4,1,1
2388,1978,12057,5,3,1,1
2389,1978,12058,5,5,1,1
2390,1978,12059,5,17,1,1
2391,1978,12060,5,1,1,1
2392,1978,12061,5,2,1,1
2393,1978,12062,5,11,1,1
2394,1978,12063,5,13,1,1
2395,1978,12064,5,11,0,1
2396,1978,12065,5,2,0,1
2397,1978,12066,5,6,0,1
2398,1978,12067,5,12,0,1
2399,1978,12068,5,19,0,1
2400,1978,12069,5,7,0,1
2401,1978,12070,5,18,0,1
2402,1978,12071,5,20,0,1
2403,1978,12072,5,3,0,1
2404,1978,12073,5,13,0,1
2405,1978,12074,5,21,0,1
2406,1978,12075,5,17,0,1
2407,1978,12076,5,9,0,1
2408,1978,12077,5,5,0,1
2409,1978,12078,5,15,0,1
2410,1978,12079,5,16,0,1
2411,1978,12080,5,8,0,1
2412,1978,12081,5,4,0,1
2413,1978,12082,5,10,0,1
2414,1978,12083,5,1,0,1
2415,1978,12084,5,14,0,1
2416,1978,12085,5,2,0,1
2417,1978,12086,5,7,0,1
2418,1978,12087,5,11,0,1
2419,1978,12088,5,17,0,1
2420,1978,12089,5,4,0,1
2421,1978,12090,5,3,0,1
2422,1978,12091,5,10,0,1
2423,1978,12092,5,9,0,1
2424,1978,12093,5,18,0,1
2425,1978,12094,5,14,0,1
2426,1978,12095,5,5,0,1
2427,1978,12096,5,20,0,1
2428,1978,12097,5,21,0,1
2429,1978,12098,5,15,0,1
2430,1978,12099,5,16,0,1
2431,1978,12100,5,8,0,1
2432,1978,12101,5,1,0,1
2433,1978,12102,5,13,0,1
2434,1978,12103,5,12,0,1
2435,1978,12104,5,6,0,1
2436,1978,12105,5,19,0,1
2437,1978,12106,5,12,1,1
2438,1978,12107,5,1,1,1
2439,1978,12108,5,10,1,1
2440,1978,12109,5,11,1,1
2441,1978,12110,5,13,1,1
2442,1978,12111,5,5,1,1
2443,1978,12112,5,6,1,1
2444,1978,12113,5,8,1,1
2445,1978,12114,5,4,1,1
2446,1978,12115,5,3,1,1
2447,1978,12116,5,7,1,1
2448,1978,12117,5,9,1,1
2449,1978,12118,5,17,1,1
2450,1978,12119,5,20,1,1
2451,1978,12120,5,18,1,1
2452,1978,12121,5,21,1,1
2453,1978,12122,5,2,1,1
2454,1978,12123,5,15,1,1
2455,1978,12124,5,14,1,1
2456,1978,12125,5,19,1,1
2457,1978,12126,5,16,1,1
2458,1978,12127,5,4,1,1
2459,1978,12128,5,10,1,1
2460,1978,12129,5,7,1,1
2461,1978,12130,5,20,1,1
2462,1978,12131,5,5,1,1
2463,1978,12132,5,8,1,1
2464,1978,12133,5,11,1,1
2465,1978,12134,5,1,1,1
2466,1978,12135,5,12,1,1
2467,1978,12136,5,18,1,1
2468,1978,12137,5,2,1,1
2469,1978,12138,5,6,1,1
2470,1978,12139,5,13,1,1
2471,1978,12140,5,9,1,1
2472,1978,12141,5,17,1,1
2473,1978,12142,5,19,1,1
2474,1978,12143,5,15,1,1
2475,1978,12144,5,14,1,1
2476,1978,12145,5,3,1,1
2477,1978,12146,5,16,1,1
2478,1978,12147,5,21,1,1
2479,1978,12148,5,13,0,1
2480,1978,12149,5,15,0,1
2481,1978,12150,5,9,0,1
2482,1978,12151,5,3,0,1
2483,1978,12152,5,8,0,1
2484,1978,12153,5,12,0,1
2485,1978,12154,5,1,0,1
2486,1978,12155,5,14,0,1
2487,1978,12156,5,17,0,1
2488,1978,12157,5,4,0,1
2489,1978,12158,5,16,0,1
2490,1978,12159,5,21,0,1
2491,1978,12160,5,10,0,1
2492,1978,12161,5,7,0,1
2493,1978,12162,5,19,0,1
2494,1978,12163,5,11,0,1
2495,1978,12164,5,5,0,1
2496,1978,12165,5,6,0,1
2497,1978,12166,5,18,0,1
2498,1978,12167,5,20,0,1
2499,1978,12168,5,2,0,1
2500,1979,12001,9,13,0,1
2501,1979,12002,9,15,0,1
2502,1979,12003,9,9,0,1
2503,1979,12004,9,3,0,1
2504,1979,12005,9,8,0,1
2505,1979,12006,9,12,0,1
2506,1979,12007,9,1,0,1
2507,1979,12008,9,14,0,1
2508,1979,12009,9,17,0,1
2509,1979,12010,9,4,0,1
2510,1979,12011,9,16,0,1
2511,1979,12012,9,21,0,1
2512,1979,12013,9,10,0,1
2513,1979,12014,9,7,0,1
2514,1979,12015,9,19,0,1
2515,1979,12016,9,11,0,1
2516,1979,12017,9,5,0,1
2517,1979,12018,9,6,0,1
2518,1979,12019,9,18,0,1
2519,1979,12020,9,20,0,1
2520,1979,12021,9,2,0,1
2521,1979,12022,9,7,1,1
2522,1979,12023,9,6,1,1
2523,1979,12024,9,16,1,1
2524,1979,12025,9,9,1,1
2525,1979,12026,9,15,1,1
2526,1979,12027,9,4,1,1
2527,1979,12028,9,8,1,1
2528,1979,12029,9,5,1,1
2529,1979,12030,9,13,1,1
2530,1979,12031,9,12,1,1
2531,1979,12032,9,18,1,1
2532,1979,12033,9,1,1,1
2533,1979,12034,9,14,1,1
2534,1979,12035,9,17,1,1
2535,1979,12036,9,21,1,1
2536,1979,12037,9,20,1,1
2537,1979,12038,9,19,1,1
2538,1979,12039,9,10,1,1
2539,1979,12040,9,11,1,1
2540,1979,12041,9,2,1,1
2541,1979,12042,9,3,1,1
2542,1979,12043,9,10,1,1
2543,1979,12044,9,14,1,1
2544,1979,12045,9,21,1,1
2545,1979,12046,9,8,1,1
2546,1979,12047,9,7,1,1
2547,1979,12048,9,15,1,1
2548,1979,12049,9,12,1,1
2549,1979,12050,9,6,1,1
2550,1979,12051,9,9,1,1
2551,1979,12052,9,20,1,1
2552,1979,12053,9,19,1,1
2553,1979,12054,9,16,1,1
2554,1979,12055,9,18,1,1
2555,1979,12056,9,4,1,1
2556,1979,12057,9,3,1,1
2557,1979,12058,9,5,1,1
2558,1979,12059,9,17,1,1
2559,1979,12060,9,1,1,1
2560,1979,12061,9,2,1,1
2561,1979,12062,9,11,1,1
2562,1979,12063,9,13,1,1
2563,1979,12064,9,11,0,1
2564,1979,12065,9,2,0,1
2565,1979,12066,9,6,0,1
2566,1979,12067,9,12,0,1
2567,1979,12068,9,19,0,1
2568,1979,12069,9,7,0,1
2569,1979,12070,9,18,0,1
2570,1979,12071,9,20,0,1
2571,1979,12072,9,3,0,1
2572,1979,12073,9,13,0,1
2573,1979,12074,9,21,0,1
2574,1979,12075,9,17,0,1
2575,1979,12076,9,9,0,1
2576,1979,12077,9,5,0,1
2577,1979,12078,9,15,0,1
2578,1979,12079,9,16,0,1
2579,1979,12080,9,8,0,1
2580,1979,12081,9,4,0,1
2581,1979,12082,9,10,0,1
2582,1979,12083,9,1,0,1
2583,1979,12084,9,14,0,1
2584,1979,12085,9,2,0,1
2585,1979,12086,9,7,0,1
2586,1979,12087,9,11,0,1
2587,1979,12088,9,17,0,1
2588,1979,12089,9,4,0,1
2589,1979,12090,9,3,0,1
2590,1979,12091,9,10,0,1
2591,1979,12092,9,9,0,1
2592,1979,12093,9,18,0,1
2593,1979,12094,9,14,0,1
2594,1979,12095,9,5,0,1
2595,1979,12096,9,20,0,1
2596,1979,12097,9,21,0,1
2597,1979,12098,9,15,0,1
2598,1979,12099,9,16,0,1
2599,1979,12100,9,8,0,1
2600,1979,12101,9,1,0,1
2601,1979,12102,9,13,0,1
2602,1979,12103,9,12,0,1
2603,1979,12104,9,6,0,1
2604,1979,12105,9,19,0,1
2605,1979,12106,9,12,1,1
2606,1979,12107,9,1,1,1
2607,1979,12108,9,10,1,1
2608,1979,12109,9,11,1,1
2609,1979,12110,9,13,1,1
2610,1979,12111,9,5,1,1
2611,1979,12112,9,6,1,1
2612,1979,12113,9,8,1,1
2613,1979,12114,9,4,1,1
2614,1979,12115,9,3,1,1
2615,1979,12116,9,7,1,1
2616,1979,12117,9,9,1,1
2617,1979,12118,9,17,1,1
2618,1979,12119,9,20,1,1
2619,1979,12120,9,18,1,1
2620,1979,12121,9,21,1,1
2621,1979,12122,9,2,1,1
2622,1979,12123,9,15,1,1
2623,1979,12124,9,14,1,1
2624,1979,12125,9,19,1,1
2625,1979,12126,9,16,1,1
2626,1979,12127,9,4,1,1
2627,1979,12128,9,10,1,1
2628,1979,12129,9,7,1,1
2629,1979,12130,9,20,1,1
2630,1979,12131,9,5,1,1
2631,1979,12132,9,8,1,1
2632,1979,12133,9,11,1,1
2633,1979,12134,9,1,1,1
2634,1979,12135,9,12,1,1
2635,1979,12136,9,18,1,1
2636,1979,12137,9,2,1,1
2637,1979,12138,9,6,1,1
2638,1979,12139,9,13,1,1
2639,1979,12140,9,9,1,1
2640,1979,12141,9,17,1,1
2641,1979,12142,9,19,1,1
2642,1979,12143,9,15,1,1
2643,1979,12144,9,14,1,1
2644,1979,12145,9,3,1,1
2645,1979,12146,9,16,1,1
2646,1979,12147,9,21,1,1
2647,1979,12148,9,13,0,1
2648,1979,12149,9,15,0,1
2649,1979,12150,9,9,0,1
2650,1979,12151,9,3,0,1
2651,1979,12152,9,8,0,1
2652,1979,12153,9,12,0,1
2653,1979,12154,9,1,0,1
2654,1979,12155,9,14,0,1
2655,1979,12156,9,17,0,1
2656,1979,12157,9,4,0,1
2657,1979,12158,9,16,0,1
2658,1979,12159,9,21,0,1
2659,1979,12160,9,10,0,1
2660,1979,12161,9,7,0,1
2661,1979,12162,9,19,0,1
2662,1979,12163,9,11,0,1
2663,1979,12164,9,5,0,1
2664,1979,12165,9,6,0,1
2665,1979,12166,9,18,0,1
2666,1979,12167,9,20,0,1
2667,1979,12168,9,2,0,1
2668,1980,12001,5,13,0,1
2669,1980,12002,5,15,0,1
2670,1980,12003,5,9,0,1
2671,1980,12004,5,3,0,1
2672,1980,12005,5,8,0,1
2673,1980,12006,5,12,0,1
2674,1980,12007,5,1,0,1
2675,1980,12008,5,14,0,1
2676,1980,12009,5,17,0,1
2677,1980,12010,5,4,0,1
2678,1980,12011,5,16,0,1
2679,1980,12012,5,21,0,1
2680,1980,12013,5,10,0,1
2681,1980,12014,5,7,0,1
2682,1980,12015,5,19,0,1
2683,1980,12016,5,11,0,1
2684,1980,12017,5,5,0,1
2685,1980,12018,5,6,0,1
2686,1980,12019,5,18,0,1
2687,1980,12020,5,20,0,1
2688,1980,12021,5,2,0,1
2689,1980,12022,5,7,1,1
2690,1980,12023,5,6,1,1
2691,1980,12024,5,16,1,1
2692,1980,12025,5,9,1,1
2693,1980,12026,5,15,1,1
2694,1980,12027,5,4,1,1
2695,1980,12028,5,8,1,1
2696,1980,12029,5,5,1,1
2697,1980,12030,5,13,1,1
2698,1980,12031,5,12,1,1
2699,1980,12032,5,18,1,1
2700,1980,12033,5,1,1,1
2701,1980,12034,5,14,1,1
2702,1980,12035,5,17,1,1
2703,1980,12036,5,21,1,1
2704,1980,12037,5,20,1,1
2705,1980,12038,5,19,1,1
2706,1980,12039,5,10,1,1
2707,1980,12040,5,11,1,1
2708,1980,12041,5,2,1,1
2709,1980,12042,5,3,1,1
2710,1980,12043,5,10,1,1
2711,1980,12044,5,14,1,1
2712,1980,12045,5,21,1,1
2713,1980,12046,5,8,1,1
2714,1980,12047,5,7,1,1
2715,1980,12048,5,15,1,1
2716,1980,12049,5,12,1,1
2717,1980,12050,5,6,1,1
2718,1980,12051,5,9,1,1
2719,1980,12052,5,20,1,1
2720,1980,12053,5,19,1,1
2721,1980,12054,5,16,1,1
2722,1980,12055,5,18,1,1
2723,1980,12056,5,4,1,1
2724,1980,12057,5,3,1,1
2725,1980,12058,5,5,1,1
2726,1980,12059,5,17,1,1
2727,1980,12060,5,1,1,1
2728,1980,12061,5,2,1,1
2729,1980,12062,5,11,1,1
2730,1980,12063,5,13,1,1
2731,1980,12064,5,11,0,1
2732,1980,12065,5,2,0,1
2733,1980,12066,5,6,0,1
2734,1980,12067,5,12,0,1
2735,1980,12068,5,19,0,1
2736,1980,12069,5,7,0,1
2737,1980,12070,5,18,0,1
2738,1980,12071,5,20,0,1
2739,1980,12072,5,3,0,1
2740,1980,12073,5,13,0,1
2741,1980,12074,5,21,0,1
2742,1980,12075,5,17,0,1
2743,1980,12076,5,9,0,1
2744,1980,12077,5,5,0,1
2745,1980,12078,5,15,0,1
2746,1980,12079,5,16,0,1
2747,1980,12080,5,8,0,1
2748,1980,12081,5,4,0,1
2749,1980,12082,5,10,0,1
2750,1980,12083,5,1,0,1
2751,1980,12084,5,14,0,1
2752,1980,12085,5,2,0,1
2753,1980,12086,5,7,0,1
2754,1980,12087,5,11,0,1
2755,1980,12088,5,17,0,1
2756,1980,12089,5,4,0,1
2757,1980,12090,5,3,0,1
2758,1980,12091,5,10,0,1
2759,1980,12092,5,9,0,1
2760,1980,12093,5,18,0,1
2761,1980,12094,5,14,0,1
2762,1980,12095,5,5,0,1
