Versuchsaufbau_ID,Versuchsjahr,Parzelle_ID,Kultur_ID,Pruefglied_ID,Bewaesserung,Wiederholung
196,1964,12049,7,12,0,1
197,1964,12050,7,6,0,1
198,1964,12051,7,9,0,1
199,1964,12052,7,20,0,1
200,1964,12053,7,19,0,1
201,1964,12054,7,16,0,1
202,1964,12055,7,18,0,1
203,1964,12056,7,4,0,1
204,1964,12057,7,3,0,1
205,1964,12058,7,5,0,1
206,1964,12059,7,17,0,1
207,1964,12060,7,1,0,1
208,1964,12061,7,2,0,1
209,1964,12062,7,11,0,1
210,1964,12063,7,13,0,1
211,1964,12064,7,11,0,1
212,1964,12065,7,2,0,1
213,1964,12066,7,6,0,1
214,1964,12067,7,12,0,1
215,1964,12068,7,19,0,1
216,1964,12069,7,7,0,1
217,1964,12070,7,18,0,1
218,1964,12071,7,20,0,1
219,1964,12072,7,3,0,1
220,1964,12073,7,13,0,1
221,1964,12074,7,21,0,1
222,1964,12075,7,17,0,1
223,1964,12076,7,9,0,1
224,1964,12077,7,5,0,1
225,1964,12078,7,15,0,1
226,1964,12079,7,16,0,1
227,1964,12080,7,8,0,1
228,1964,12081,7,4,0,1
229,1964,12082,7,10,0,1
230,1964,12083,7,1,0,1
231,1964,12084,7,14,0,1
232,1964,12085,7,2,0,1
233,1964,12086,7,7,0,1
234,1964,12087,7,11,0,1
235,1964,12088,7,17,0,1
236,1964,12089,7,4,0,1
237,1964,12090,7,3,0,1
238,1964,12091,7,10,0,1
239,1964,12092,7,9,0,1
240,1964,12093,7,18,0,1
241,1964,12094,7,14,0,1
242,1964,12095,7,5,0,1
243,1964,12096,7,20,0,1
244,1964,12097,7,21,0,1
245,1964,12098,7,15,0,1
246,1964,12099,7,16,0,1
247,1964,12100,7,8,0,1
248,1964,12101,7,1,0,1
249,1964,12102,7,13,0,1
250,1964,12103,7,12,0,1
251,1964,12104,7,6,0,1
252,1964,12105,7,19,0,1
253,1964,12106,7,12,0,1
254,1964,12107,7,1,0,1
255,1964,12108,7,10,0,1
256,1964,12109,7,11,0,1
257,1964,12110,7,13,0,1
258,1964,12111,7,5,0,1
259,1964,12112,7,6,0,1
260,1964,12113,7,8,0,1
261,1964,12114,7,4,0,1
262,1964,12115,7,3,0,1
263,1964,12116,7,7,0,1
264,1964,12117,7,9,0,1
265,1964,12118,7,17,0,1
266,1964,12119,7,20,0,1
267,1964,12120,7,18,0,1
268,1964,12121,7,21,0,1
269,1964,12122,7,2,0,1
270,1964,12123,7,15,0,1
271,1964,12124,7,14,0,1
272,1964,12125,7,19,0,1
273,1964,12126,7,16,0,1
274,1964,12127,7,4,0,1
275,1964,12128,7,10,0,1
276,1964,12129,7,7,0,1
277,1964,12130,7,20,0,1
278,1964,12131,7,5,0,1
279,1964,12132,7,8,0,1
280,1964,12133,7,11,0,1
281,1964,12134,7,1,0,1
282,1964,12135,7,12,0,1
283,1964,12136,7,18,0,1
284,1964,12137,7,2,0,1
285,1964,12138,7,6,0,1
286,1964,12139,7,13,0,1
287,1964,12140,7,9,0,1
288,1964,12141,7,17,0,1
289,1964,12142,7,19,0,1
290,1964,12143,7,15,0,1
291,1964,12144,7,14,0,1
292,1964,12145,7,3,0,1
293,1964,12146,7,16,0,1
294,1964,12147,7,21,0,1
295,1965,12001,3,13,0,1
296,1965,12002,3,15,0,1
297,1965,12003,3,9,0,1
298,1965,12004,3,3,0,1
299,1965,12005,3,8,0,1
300,1965,12006,3,12,0,1
301,1965,12007,3,1,0,1
302,1965,12008,3,14,0,1
303,1965,12009,3,17,0,1
304,1965,12010,3,4,0,1
305,1965,12011,3,16,0,1
306,1965,12012,3,21,0,1
307,1965,12013,3,10,0,1
308,1965,12014,3,7,0,1
309,1965,12015,3,19,0,1
