Bodenbearbeitung_ID,Versuchsjahr,Termin,Parzelle_ID,Tiefe,Technik_ID,Bodenbearbeitung_Massnahme_ID
502,1986,1985-10-17T00:00:00,21,6.5,1,2
503,1986,1985-10-17T00:00:00,70,6.5,1,2
504,1986,1985-10-17T00:00:00,111,6.5,1,2
505,1986,1985-10-17T00:00:00,34,6.5,1,2
506,1986,1985-10-17T00:00:00,75,6.5,1,2
507,1986,1985-10-17T00:00:00,124,6.5,1,2
508,1986,1985-10-17T00:00:00,39,6.5,1,2
509,1986,1985-10-17T00:00:00,88,6.5,1,2
510,1986,1985-10-17T00:00:00,129,6.5,1,2
511,1986,1985-10-17T00:00:00,1,25,8,4
512,1986,1985-10-17T00:00:00,54,25,8,4
513,1986,1985-10-17T00:00:00,91,25,8,4
514,1986,1985-10-17T00:00:00,18,25,8,4
515,1986,1985-10-17T00:00:00,55,25,8,4
516,1986,1985-10-17T00:00:00,108,25,8,4
517,1986,1985-10-17T00:00:00,19,25,8,4
518,1986,1985-10-17T00:00:00,72,25,8,4
519,1986,1985-10-17T00:00:00,109,25,8,4
520,1986,1985-10-17T00:00:00,36,25,8,4
521,1986,1985-10-17T00:00:00,73,25,8,4
522,1986,1985-10-17T00:00:00,126,25,8,4
523,1986,1985-10-17T00:00:00,37,25,8,4
524,1986,1985-10-17T00:00:00,90,25,8,4
525,1986,1985-10-17T00:00:00,127,25,8,4
526,1986,1985-10-17T00:00:00,2,25,8,4
527,1986,1985-10-17T00:00:00,53,25,8,4
528,1986,1985-10-17T00:00:00,92,25,8,4
529,1986,1985-10-17T00:00:00,17,25,8,4
530,1986,1985-10-17T00:00:00,56,25,8,4
531,1986,1985-10-17T00:00:00,107,25,8,4
532,1986,1985-10-17T00:00:00,20,25,8,4
533,1986,1985-10-17T00:00:00,71,25,8,4
534,1986,1985-10-17T00:00:00,110,25,8,4
535,1986,1985-10-17T00:00:00,35,25,8,4
536,1986,1985-10-17T00:00:00,74,25,8,4
537,1986,1985-10-17T00:00:00,125,25,8,4
538,1986,1985-10-17T00:00:00,38,25,8,4
539,1986,1985-10-17T00:00:00,89,25,8,4
540,1986,1985-10-17T00:00:00,128,25,8,4
541,1986,1985-10-17T00:00:00,3,25,8,4
542,1986,1985-10-17T00:00:00,52,25,8,4
543,1986,1985-10-17T00:00:00,93,25,8,4
544,1986,1985-10-17T00:00:00,16,25,8,4
545,1986,1985-10-17T00:00:00,57,25,8,4
546,1986,1985-10-17T00:00:00,106,25,8,4
547,1986,1985-10-17T00:00:00,21,25,8,4
548,1986,1985-10-17T00:00:00,70,25,8,4
549,1986,1985-10-17T00:00:00,111,25,8,4
550,1986,1985-10-17T00:00:00,34,25,8,4
551,1986,1985-10-17T00:00:00,75,25,8,4
552,1986,1985-10-17T00:00:00,124,25,8,4
553,1986,1985-10-17T00:00:00,39,25,8,4
554,1986,1985-10-17T00:00:00,88,25,8,4
555,1986,1985-10-17T00:00:00,129,25,8,4
556,1986,1985-10-18T00:00:00,1,6.5,9,5
557,1986,1985-10-18T00:00:00,54,6.5,9,5
558,1986,1985-10-18T00:00:00,91,6.5,9,5
559,1986,1985-10-18T00:00:00,18,6.5,9,5
560,1986,1985-10-18T00:00:00,55,6.5,9,5
561,1986,1985-10-18T00:00:00,108,6.5,9,5
562,1986,1985-10-18T00:00:00,19,6.5,9,5
563,1986,1985-10-18T00:00:00,72,6.5,9,5
564,1986,1985-10-18T00:00:00,109,6.5,9,5
565,1986,1985-10-18T00:00:00,36,6.5,9,5
566,1986,1985-10-18T00:00:00,73,6.5,9,5
567,1986,1985-10-18T00:00:00,126,6.5,9,5
568,1986,1985-10-18T00:00:00,37,6.5,9,5
569,1986,1985-10-18T00:00:00,90,6.5,9,5
570,1986,1985-10-18T00:00:00,127,6.5,9,5
571,1986,1985-10-18T00:00:00,2,6.5,9,5
572,1986,1985-10-18T00:00:00,53,6.5,9,5
573,1986,1985-10-18T00:00:00,92,6.5,9,5
574,1986,1985-10-18T00:00:00,17,6.5,9,5
575,1986,1985-10-18T00:00:00,56,6.5,9,5
576,1986,1985-10-18T00:00:00,107,6.5,9,5
577,1986,1985-10-18T00:00:00,20,6.5,9,5
578,1986,1985-10-18T00:00:00,71,6.5,9,5
579,1986,1985-10-18T00:00:00,110,6.5,9,5
580,1986,1985-10-18T00:00:00,35,6.5,9,5
581,1986,1985-10-18T00:00:00,74,6.5,9,5
582,1986,1985-10-18T00:00:00,125,6.5,9,5
583,1986,1985-10-18T00:00:00,38,6.5,9,5
584,1986,1985-10-18T00:00:00,89,6.5,9,5
585,1986,1985-10-18T00:00:00,128,6.5,9,5
586,1986,1985-10-18T00:00:00,3,6.5,9,5
587,1986,1985-10-18T00:00:00,52,6.5,9,5
588,1986,1985-10-18T00:00:00,93,6.5,9,5
589,1986,1985-10-18T00:00:00,16,6.5,9,5
590,1986,1985-10-18T00:00:00,57,6.5,9,5
591,1986,1985-10-18T00:00:00,106,6.5,9,5
592,1986,1985-10-18T00:00:00,21,6.5,9,5
593,1986,1985-10-18T00:00:00,70,6.5,9,5
594,1986,1985-10-18T00:00:00,111,6.5,9,5
595,1986,1985-10-18T00:00:00,34,6.5,9,5
596,1986,1985-10-18T00:00:00,75,6.5,9,5
597,1986,1985-10-18T00:00:00,124,6.5,9,5
598,1986,1985-10-18T00:00:00,39,6.5,9,5
599,1986,1985-10-18T00:00:00,88,6.5,9,5
600,1986,1985-10-18T00:00:00,129,6.5,9,5
601,1986,1985-11-08T00:00:00,7,25,8,4
602,1986,1985-11-08T00:00:00,48,25,8,4
603,1986,1985-11-08T00:00:00,97,25,8,4
604,1986,1985-11-08T00:00:00,12,25,8,4
605,1986,1985-11-08T00:00:00,61,25,8,4
606,1986,1985-11-08T00:00:00,102,25,8,4
607,1986,1985-11-08T00:00:00,25,25,8,4
608,1986,1985-11-08T00:00:00,66,25,8,4
609,1986,1985-11-08T00:00:00,115,25,8,4
610,1986,1985-11-08T00:00:00,30,25,8,4
611,1986,1985-11-08T00:00:00,79,25,8,4
612,1986,1985-11-08T00:00:00,120,25,8,4
613,1986,1985-11-08T00:00:00,43,25,8,4
614,1986,1985-11-08T00:00:00,84,25,8,4
615,1986,1985-11-08T00:00:00,133,25,8,4
616,1986,1985-11-08T00:00:00,8,25,8,4
617,1986,1985-11-08T00:00:00,47,25,8,4
618,1986,1985-11-08T00:00:00,98,25,8,4
619,1986,1985-11-08T00:00:00,11,25,8,4
620,1986,1985-11-08T00:00:00,62,25,8,4
621,1986,1985-11-08T00:00:00,101,25,8,4
622,1986,1985-11-08T00:00:00,26,25,8,4
623,1986,1985-11-08T00:00:00,65,25,8,4
624,1986,1985-11-08T00:00:00,116,25,8,4
625,1986,1985-11-08T00:00:00,29,25,8,4
626,1986,1985-11-08T00:00:00,80,25,8,4
627,1986,1985-11-08T00:00:00,119,25,8,4
628,1986,1985-11-08T00:00:00,44,25,8,4
629,1986,1985-11-08T00:00:00,83,25,8,4
630,1986,1985-11-08T00:00:00,134,25,8,4
631,1986,1985-11-08T00:00:00,9,25,8,4
632,1986,1985-11-08T00:00:00,46,25,8,4
633,1986,1985-11-08T00:00:00,99,25,8,4
634,1986,1985-11-08T00:00:00,10,25,8,4
635,1986,1985-11-08T00:00:00,63,25,8,4
636,1986,1985-11-08T00:00:00,100,25,8,4
637,1986,1985-11-08T00:00:00,27,25,8,4
638,1986,1985-11-08T00:00:00,64,25,8,4
639,1986,1985-11-08T00:00:00,117,25,8,4
640,1986,1985-11-08T00:00:00,28,25,8,4
641,1986,1985-11-08T00:00:00,81,25,8,4
642,1986,1985-11-08T00:00:00,118,25,8,4
643,1986,1985-11-08T00:00:00,45,25,8,4
644,1986,1985-11-08T00:00:00,82,25,8,4
645,1986,1985-11-08T00:00:00,135,25,8,4
646,1986,1986-04-25T00:00:00,7,6.5,9,5
647,1986,1986-04-25T00:00:00,48,6.5,9,5
648,1986,1986-04-25T00:00:00,97,6.5,9,5
649,1986,1986-04-25T00:00:00,12,6.5,9,5
650,1986,1986-04-25T00:00:00,61,6.5,9,5
651,1986,1986-04-25T00:00:00,102,6.5,9,5
652,1986,1986-04-25T00:00:00,25,6.5,9,5
653,1986,1986-04-25T00:00:00,66,6.5,9,5
654,1986,1986-04-25T00:00:00,115,6.5,9,5
655,1986,1986-04-25T00:00:00,30,6.5,9,5
656,1986,1986-04-25T00:00:00,79,6.5,9,5
657,1986,1986-04-25T00:00:00,120,6.5,9,5
658,1986,1986-04-25T00:00:00,43,6.5,9,5
659,1986,1986-04-25T00:00:00,84,6.5,9,5
660,1986,1986-04-25T00:00:00,133,6.5,9,5
661,1986,1986-04-25T00:00:00,8,6.5,9,5
662,1986,1986-04-25T00:00:00,47,6.5,9,5
663,1986,1986-04-25T00:00:00,98,6.5,9,5
664,1986,1986-04-25T00:00:00,11,6.5,9,5
665,1986,1986-04-25T00:00:00,62,6.5,9,5
666,1986,1986-04-25T00:00:00,101,6.5,9,5
667,1986,1986-04-25T00:00:00,26,6.5,9,5
668,1986,1986-04-25T00:00:00,65,6.5,9,5
669,1986,1986-04-25T00:00:00,116,6.5,9,5
670,1986,1986-04-25T00:00:00,29,6.5,9,5
671,1986,1986-04-25T00:00:00,80,6.5,9,5
672,1986,1986-04-25T00:00:00,119,6.5,9,5
673,1986,1986-04-25T00:00:00,44,6.5,9,5
674,1986,1986-04-25T00:00:00,83,6.5,9,5
675,1986,1986-04-25T00:00:00,134,6.5,9,5
676,1986,1986-04-25T00:00:00,9,6.5,9,5
677,1986,1986-04-25T00:00:00,46,6.5,9,5
678,1986,1986-04-25T00:00:00,99,6.5,9,5
679,1986,1986-04-25T00:00:00,10,6.5,9,5
680,1986,1986-04-25T00:00:00,63,6.5,9,5
681,1986,1986-04-25T00:00:00,100,6.5,9,5
682,1986,1986-04-25T00:00:00,27,6.5,9,5
683,1986,1986-04-25T00:00:00,64,6.5,9,5
684,1986,1986-04-25T00:00:00,117,6.5,9,5
685,1986,1986-04-25T00:00:00,28,6.5,9,5
686,1986,1986-04-25T00:00:00,81,6.5,9,5
687,1986,1986-04-25T00:00:00,118,6.5,9,5
688,1986,1986-04-25T00:00:00,45,6.5,9,5
689,1986,1986-04-25T00:00:00,82,6.5,9,5
690,1986,1986-04-25T00:00:00,135,6.5,9,5
691,1987,1986-07-22T00:00:00,5,6.5,1,2
692,1987,1986-07-22T00:00:00,50,6.5,1,2
693,1987,1986-07-22T00:00:00,95,6.5,1,2
694,1987,1986-07-22T00:00:00,14,6.5,1,2
695,1987,1986-07-22T00:00:00,59,6.5,1,2
696,1987,1986-07-22T00:00:00,104,6.5,1,2
697,1987,1986-07-22T00:00:00,23,6.5,1,2
698,1987,1986-07-22T00:00:00,68,6.5,1,2
699,1987,1986-07-22T00:00:00,113,6.5,1,2
700,1987,1986-07-22T00:00:00,32,6.5,1,2
701,1987,1986-07-22T00:00:00,77,6.5,1,2
702,1987,1986-07-22T00:00:00,122,6.5,1,2
703,1987,1986-07-22T00:00:00,41,6.5,1,2
704,1987,1986-07-22T00:00:00,86,6.5,1,2
705,1987,1986-07-22T00:00:00,131,6.5,1,2
706,1987,1986-07-25T00:00:00,6,6.5,1,2
707,1987,1986-07-25T00:00:00,49,6.5,1,2
708,1987,1986-07-25T00:00:00,96,6.5,1,2
709,1987,1986-07-25T00:00:00,13,6.5,1,2
710,1987,1986-07-25T00:00:00,60,6.5,1,2
711,1987,1986-07-25T00:00:00,103,6.5,1,2
712,1987,1986-07-25T00:00:00,24,6.5,1,2
713,1987,1986-07-25T00:00:00,67,6.5,1,2
714,1987,1986-07-25T00:00:00,114,6.5,1,2
715,1987,1986-07-25T00:00:00,31,6.5,1,2
716,1987,1986-07-25T00:00:00,78,6.5,1,2
717,1987,1986-07-25T00:00:00,121,6.5,1,2
718,1987,1986-07-25T00:00:00,42,6.5,1,2
719,1987,1986-07-25T00:00:00,85,6.5,1,2
720,1987,1986-07-25T00:00:00,132,6.5,1,2
721,1987,1986-08-25T00:00:00,3,6.5,1,2
722,1987,1986-08-25T00:00:00,52,6.5,1,2
723,1987,1986-08-25T00:00:00,93,6.5,1,2
724,1987,1986-08-25T00:00:00,16,6.5,1,2
725,1987,1986-08-25T00:00:00,57,6.5,1,2
726,1987,1986-08-25T00:00:00,106,6.5,1,2
727,1987,1986-08-25T00:00:00,21,6.5,1,2
728,1987,1986-08-25T00:00:00,70,6.5,1,2
729,1987,1986-08-25T00:00:00,111,6.5,1,2
730,1987,1986-08-25T00:00:00,34,6.5,1,2
731,1987,1986-08-25T00:00:00,75,6.5,1,2
732,1987,1986-08-25T00:00:00,124,6.5,1,2
733,1987,1986-08-25T00:00:00,39,6.5,1,2
734,1987,1986-08-25T00:00:00,88,6.5,1,2
735,1987,1986-08-25T00:00:00,129,6.5,1,2
736,1987,1986-09-22T00:00:00,1,25,8,4
737,1987,1986-09-22T00:00:00,54,25,8,4
738,1987,1986-09-22T00:00:00,91,25,8,4
739,1987,1986-09-22T00:00:00,18,25,8,4
740,1987,1986-09-22T00:00:00,55,25,8,4
741,1987,1986-09-22T00:00:00,108,25,8,4
742,1987,1986-09-22T00:00:00,19,25,8,4
743,1987,1986-09-22T00:00:00,72,25,8,4
744,1987,1986-09-22T00:00:00,109,25,8,4
745,1987,1986-09-22T00:00:00,36,25,8,4
746,1987,1986-09-22T00:00:00,73,25,8,4
747,1987,1986-09-22T00:00:00,126,25,8,4
748,1987,1986-09-22T00:00:00,37,25,8,4
749,1987,1986-09-22T00:00:00,90,25,8,4
750,1987,1986-09-22T00:00:00,127,25,8,4
751,1987,1986-09-22T00:00:00,2,25,8,4
752,1987,1986-09-22T00:00:00,53,25,8,4
753,1987,1986-09-22T00:00:00,92,25,8,4
754,1987,1986-09-22T00:00:00,17,25,8,4
755,1987,1986-09-22T00:00:00,56,25,8,4
756,1987,1986-09-22T00:00:00,107,25,8,4
757,1987,1986-09-22T00:00:00,20,25,8,4
758,1987,1986-09-22T00:00:00,71,25,8,4
759,1987,1986-09-22T00:00:00,110,25,8,4
760,1987,1986-09-22T00:00:00,35,25,8,4
761,1987,1986-09-22T00:00:00,74,25,8,4
762,1987,1986-09-22T00:00:00,125,25,8,4
763,1987,1986-09-22T00:00:00,38,25,8,4
764,1987,1986-09-22T00:00:00,89,25,8,4
765,1987,1986-09-22T00:00:00,128,25,8,4
766,1987,1986-09-22T00:00:00,3,25,8,4
767,1987,1986-09-22T00:00:00,52,25,8,4
768,1987,1986-09-22T00:00:00,93,25,8,4
769,1987,1986-09-22T00:00:00,16,25,8,4
770,1987,1986-09-22T00:00:00,57,25,8,4
771,1987,1986-09-22T00:00:00,106,25,8,4
772,1987,1986-09-22T00:00:00,21,25,8,4
773,1987,1986-09-22T00:00:00,70,25,8,4
774,1987,1986-09-22T00:00:00,111,25,8,4
775,1987,1986-09-22T00:00:00,34,25,8,4
776,1987,1986-09-22T00:00:00,75,25,8,4
777,1987,1986-09-22T00:00:00,124,25,8,4
778,1987,1986-09-22T00:00:00,39,25,8,4
779,1987,1986-09-22T00:00:00,88,25,8,4
780,1987,1986-09-22T00:00:00,129,25,8,4
781,1987,1986-09-22T00:00:00,1,6.5,9,5
782,1987,1986-09-22T00:00:00,54,6.5,9,5
783,1987,1986-09-22T00:00:00,91,6.5,9,5
784,1987,1986-09-22T00:00:00,18,6.5,9,5
785,1987,1986-09-22T00:00:00,55,6.5,9,5
786,1987,1986-09-22T00:00:00,108,6.5,9,5
787,1987,1986-09-22T00:00:00,19,6.5,9,5
788,1987,1986-09-22T00:00:00,72,6.5,9,5
789,1987,1986-09-22T00:00:00,109,6.5,9,5
790,1987,1986-09-22T00:00:00,36,6.5,9,5
791,1987,1986-09-22T00:00:00,73,6.5,9,5
792,1987,1986-09-22T00:00:00,126,6.5,9,5
793,1987,1986-09-22T00:00:00,37,6.5,9,5
794,1987,1986-09-22T00:00:00,90,6.5,9,5
795,1987,1986-09-22T00:00:00,127,6.5,9,5
796,1987,1986-09-22T00:00:00,2,6.5,9,5
797,1987,1986-09-22T00:00:00,53,6.5,9,5
798,1987,1986-09-22T00:00:00,92,6.5,9,5
799,1987,1986-09-22T00:00:00,17,6.5,9,5
800,1987,1986-09-22T00:00:00,56,6.5,9,5
801,1987,1986-09-22T00:00:00,107,6.5,9,5
802,1987,1986-09-22T00:00:00,20,6.5,9,5
803,1987,1986-09-22T00:00:00,71,6.5,9,5
804,1987,1986-09-22T00:00:00,110,6.5,9,5
805,1987,1986-09-22T00:00:00,35,6.5,9,5
806,1987,1986-09-22T00:00:00,74,6.5,9,5
807,1987,1986-09-22T00:00:00,125,6.5,9,5
808,1987,1986-09-22T00:00:00,38,6.5,9,5
809,1987,1986-09-22T00:00:00,89,6.5,9,5
810,1987,1986-09-22T00:00:00,128,6.5,9,5
811,1987,1986-09-22T00:00:00,3,6.5,9,5
812,1987,1986-09-22T00:00:00,52,6.5,9,5
813,1987,1986-09-22T00:00:00,93,6.5,9,5
814,1987,1986-09-22T00:00:00,16,6.5,9,5
815,1987,1986-09-22T00:00:00,57,6.5,9,5
816,1987,1986-09-22T00:00:00,106,6.5,9,5
817,1987,1986-09-22T00:00:00,21,6.5,9,5
818,1987,1986-09-22T00:00:00,70,6.5,9,5
819,1987,1986-09-22T00:00:00,111,6.5,9,5
820,1987,1986-09-22T00:00:00,34,6.5,9,5
821,1987,1986-09-22T00:00:00,75,6.5,9,5
822,1987,1986-09-22T00:00:00,124,6.5,9,5
823,1987,1986-09-22T00:00:00,39,6.5,9,5
824,1987,1986-09-22T00:00:00,88,6.5,9,5
825,1987,1986-09-22T00:00:00,129,6.5,9,5
826,1987,1986-10-27T00:00:00,4,25,8,4
827,1987,1986-10-27T00:00:00,51,25,8,4
828,1987,1986-10-27T00:00:00,94,25,8,4
829,1987,1986-10-27T00:00:00,15,25,8,4
830,1987,1986-10-27T00:00:00,58,25,8,4
831,1987,1986-10-27T00:00:00,105,25,8,4
832,1987,1986-10-27T00:00:00,22,25,8,4
833,1987,1986-10-27T00:00:00,69,25,8,4
834,1987,1986-10-27T00:00:00,112,25,8,4
835,1987,1986-10-27T00:00:00,33,25,8,4
836,1987,1986-10-27T00:00:00,76,25,8,4
837,1987,1986-10-27T00:00:00,123,25,8,4
838,1987,1986-10-27T00:00:00,40,25,8,4
839,1987,1986-10-27T00:00:00,87,25,8,4
840,1987,1986-10-27T00:00:00,130,25,8,4
841,1987,1986-10-27T00:00:00,5,25,8,4
842,1987,1986-10-27T00:00:00,50,25,8,4
843,1987,1986-10-27T00:00:00,95,25,8,4
844,1987,1986-10-27T00:00:00,14,25,8,4
845,1987,1986-10-27T00:00:00,59,25,8,4
846,1987,1986-10-27T00:00:00,104,25,8,4
847,1987,1986-10-27T00:00:00,23,25,8,4
848,1987,1986-10-27T00:00:00,68,25,8,4
849,1987,1986-10-27T00:00:00,113,25,8,4
850,1987,1986-10-27T00:00:00,32,25,8,4
851,1987,1986-10-27T00:00:00,77,25,8,4
852,1987,1986-10-27T00:00:00,122,25,8,4
853,1987,1986-10-27T00:00:00,41,25,8,4
854,1987,1986-10-27T00:00:00,86,25,8,4
855,1987,1986-10-27T00:00:00,131,25,8,4
856,1987,1986-10-27T00:00:00,6,25,8,4
857,1987,1986-10-27T00:00:00,49,25,8,4
858,1987,1986-10-27T00:00:00,96,25,8,4
859,1987,1986-10-27T00:00:00,13,25,8,4
860,1987,1986-10-27T00:00:00,60,25,8,4
861,1987,1986-10-27T00:00:00,103,25,8,4
862,1987,1986-10-27T00:00:00,24,25,8,4
863,1987,1986-10-27T00:00:00,67,25,8,4
864,1987,1986-10-27T00:00:00,114,25,8,4
865,1987,1986-10-27T00:00:00,31,25,8,4
866,1987,1986-10-27T00:00:00,78,25,8,4
867,1987,1986-10-27T00:00:00,121,25,8,4
868,1987,1986-10-27T00:00:00,42,25,8,4
869,1987,1986-10-27T00:00:00,85,25,8,4
870,1987,1986-10-27T00:00:00,132,25,8,4
871,1987,1987-10-27T00:00:00,7,25,8,4
872,1987,1987-10-27T00:00:00,48,25,8,4
873,1987,1987-10-27T00:00:00,97,25,8,4
874,1987,1987-10-27T00:00:00,12,25,8,4
875,1987,1987-10-27T00:00:00,61,25,8,4
876,1987,1987-10-27T00:00:00,102,25,8,4
877,1987,1987-10-27T00:00:00,25,25,8,4
878,1987,1987-10-27T00:00:00,66,25,8,4
879,1987,1987-10-27T00:00:00,115,25,8,4
880,1987,1987-10-27T00:00:00,30,25,8,4
881,1987,1987-10-27T00:00:00,79,25,8,4
882,1987,1987-10-27T00:00:00,120,25,8,4
883,1987,1987-10-27T00:00:00,43,25,8,4
884,1987,1987-10-27T00:00:00,84,25,8,4
885,1987,1987-10-27T00:00:00,133,25,8,4
886,1987,1987-10-27T00:00:00,8,25,8,4
887,1987,1987-10-27T00:00:00,47,25,8,4
888,1987,1987-10-27T00:00:00,98,25,8,4
889,1987,1987-10-27T00:00:00,11,25,8,4
890,1987,1987-10-27T00:00:00,62,25,8,4
891,1987,1987-10-27T00:00:00,101,25,8,4
892,1987,1987-10-27T00:00:00,26,25,8,4
893,1987,1987-10-27T00:00:00,65,25,8,4
894,1987,1987-10-27T00:00:00,116,25,8,4
895,1987,1987-10-27T00:00:00,29,25,8,4
896,1987,1987-10-27T00:00:00,80,25,8,4
897,1987,1987-10-27T00:00:00,119,25,8,4
898,1987,1987-10-27T00:00:00,44,25,8,4
899,1987,1987-10-27T00:00:00,83,25,8,4
900,1987,1987-10-27T00:00:00,134,25,8,4
901,1987,1987-10-27T00:00:00,9,25,8,4
902,1987,1987-10-27T00:00:00,46,25,8,4
903,1987,1987-10-27T00:00:00,99,25,8,4
904,1987,1987-10-27T00:00:00,10,25,8,4
905,1987,1987-10-27T00:00:00,63,25,8,4
906,1987,1987-10-27T00:00:00,100,25,8,4
907,1987,1987-10-27T00:00:00,27,25,8,4
908,1987,1987-10-27T00:00:00,64,25,8,4
909,1987,1987-10-27T00:00:00,117,25,8,4
910,1987,1987-10-27T00:00:00,28,25,8,4
911,1987,1987-10-27T00:00:00,81,25,8,4
912,1987,1987-10-27T00:00:00,118,25,8,4
913,1987,1987-10-27T00:00:00,45,25,8,4
914,1987,1987-10-27T00:00:00,82,25,8,4
915,1987,1987-10-27T00:00:00,135,25,8,4
916,1987,1987-10-27T00:00:00,7,6.5,9,5
917,1987,1987-10-27T00:00:00,48,6.5,9,5
918,1987,1987-10-27T00:00:00,97,6.5,9,5
919,1987,1987-10-27T00:00:00,12,6.5,9,5
920,1987,1987-10-27T00:00:00,61,6.5,9,5
921,1987,1987-10-27T00:00:00,102,6.5,9,5
922,1987,1987-10-27T00:00:00,25,6.5,9,5
923,1987,1987-10-27T00:00:00,66,6.5,9,5
924,1987,1987-10-27T00:00:00,115,6.5,9,5
925,1987,1987-10-27T00:00:00,30,6.5,9,5
926,1987,1987-10-27T00:00:00,79,6.5,9,5
927,1987,1987-10-27T00:00:00,120,6.5,9,5
928,1987,1987-10-27T00:00:00,43,6.5,9,5
929,1987,1987-10-27T00:00:00,84,6.5,9,5
930,1987,1987-10-27T00:00:00,133,6.5,9,5
931,1987,1987-10-27T00:00:00,8,6.5,9,5
932,1987,1987-10-27T00:00:00,47,6.5,9,5
933,1987,1987-10-27T00:00:00,98,6.5,9,5
934,1987,1987-10-27T00:00:00,11,6.5,9,5
935,1987,1987-10-27T00:00:00,62,6.5,9,5
936,1987,1987-10-27T00:00:00,101,6.5,9,5
937,1987,1987-10-27T00:00:00,26,6.5,9,5
938,1987,1987-10-27T00:00:00,65,6.5,9,5
939,1987,1987-10-27T00:00:00,116,6.5,9,5
940,1987,1987-10-27T00:00:00,29,6.5,9,5
941,1987,1987-10-27T00:00:00,80,6.5,9,5
942,1987,1987-10-27T00:00:00,119,6.5,9,5
943,1987,1987-10-27T00:00:00,44,6.5,9,5
944,1987,1987-10-27T00:00:00,83,6.5,9,5
945,1987,1987-10-27T00:00:00,134,6.5,9,5
946,1987,1987-10-27T00:00:00,9,6.5,9,5
947,1987,1987-10-27T00:00:00,46,6.5,9,5
948,1987,1987-10-27T00:00:00,99,6.5,9,5
949,1987,1987-10-27T00:00:00,10,6.5,9,5
950,1987,1987-10-27T00:00:00,63,6.5,9,5
951,1987,1987-10-27T00:00:00,100,6.5,9,5
952,1987,1987-10-27T00:00:00,27,6.5,9,5
953,1987,1987-10-27T00:00:00,64,6.5,9,5
954,1987,1987-10-27T00:00:00,117,6.5,9,5
955,1987,1987-10-27T00:00:00,28,6.5,9,5
956,1987,1987-10-27T00:00:00,81,6.5,9,5
957,1987,1987-10-27T00:00:00,118,6.5,9,5
958,1987,1987-10-27T00:00:00,45,6.5,9,5
959,1987,1987-10-27T00:00:00,82,6.5,9,5
960,1987,1987-10-27T00:00:00,135,6.5,9,5
961,1987,1987-04-22T00:00:00,4,6.5,9,5
962,1987,1987-04-22T00:00:00,51,6.5,9,5
963,1987,1987-04-22T00:00:00,94,6.5,9,5
964,1987,1987-04-22T00:00:00,15,6.5,9,5
965,1987,1987-04-22T00:00:00,58,6.5,9,5
966,1987,1987-04-22T00:00:00,105,6.5,9,5
967,1987,1987-04-22T00:00:00,22,6.5,9,5
968,1987,1987-04-22T00:00:00,69,6.5,9,5
969,1987,1987-04-22T00:00:00,112,6.5,9,5
970,1987,1987-04-22T00:00:00,33,6.5,9,5
971,1987,1987-04-22T00:00:00,76,6.5,9,5
972,1987,1987-04-22T00:00:00,123,6.5,9,5
973,1987,1987-04-22T00:00:00,40,6.5,9,5
974,1987,1987-04-22T00:00:00,87,6.5,9,5
975,1987,1987-04-22T00:00:00,130,6.5,9,5
976,1987,1987-04-22T00:00:00,5,6.5,9,5
977,1987,1987-04-22T00:00:00,50,6.5,9,5
978,1987,1987-04-22T00:00:00,95,6.5,9,5
979,1987,1987-04-22T00:00:00,14,6.5,9,5
980,1987,1987-04-22T00:00:00,59,6.5,9,5
981,1987,1987-04-22T00:00:00,104,6.5,9,5
982,1987,1987-04-22T00:00:00,23,6.5,9,5
983,1987,1987-04-22T00:00:00,68,6.5,9,5
984,1987,1987-04-22T00:00:00,113,6.5,9,5
985,1987,1987-04-22T00:00:00,32,6.5,9,5
986,1987,1987-04-22T00:00:00,77,6.5,9,5
987,1987,1987-04-22T00:00:00,122,6.5,9,5
988,1987,1987-04-22T00:00:00,41,6.5,9,5
989,1987,1987-04-22T00:00:00,86,6.5,9,5
990,1987,1987-04-22T00:00:00,131,6.5,9,5
991,1987,1987-04-22T00:00:00,6,6.5,9,5
992,1987,1987-04-22T00:00:00,49,6.5,9,5
993,1987,1987-04-22T00:00:00,96,6.5,9,5
994,1987,1987-04-22T00:00:00,13,6.5,9,5
995,1987,1987-04-22T00:00:00,60,6.5,9,5
996,1987,1987-04-22T00:00:00,103,6.5,9,5
997,1987,1987-04-22T00:00:00,24,6.5,9,5
998,1987,1987-04-22T00:00:00,67,6.5,9,5
999,1987,1987-04-22T00:00:00,114,6.5,9,5
1000,1987,1987-04-22T00:00:00,31,6.5,9,5
1001,1987,1987-04-22T00:00:00,78,6.5,9,5
1002,1987,1987-04-22T00:00:00,121,6.5,9,5
1003,1987,1987-04-22T00:00:00,42,6.5,9,5
1004,1987,1987-04-22T00:00:00,85,6.5,9,5
1005,1987,1987-04-22T00:00:00,132,6.5,9,5
1006,1988,1987-08-11T00:00:00,3,6.5,1,2
1007,1988,1987-08-11T00:00:00,52,6.5,1,2
1008,1988,1987-08-11T00:00:00,93,6.5,1,2
1009,1988,1987-08-11T00:00:00,16,6.5,1,2
1010,1988,1987-08-11T00:00:00,57,6.5,1,2
1011,1988,1987-08-11T00:00:00,106,6.5,1,2
1012,1988,1987-08-11T00:00:00,21,6.5,1,2
1013,1988,1987-08-11T00:00:00,70,6.5,1,2
1014,1988,1987-08-11T00:00:00,111,6.5,1,2
