Probenahme_Pflanzen_ID,Versuchsjahr,Parzelle_ID
263,1986,67
264,1986,114
265,1986,31
266,1986,78
267,1986,121
268,1986,42
269,1986,85
270,1986,132
271,1987,4
272,1987,51
273,1987,94
274,1987,15
275,1987,58
276,1987,105
277,1987,22
278,1987,69
279,1987,112
280,1987,33
281,1987,76
282,1987,123
283,1987,40
284,1987,87
285,1987,130
286,1987,5
287,1987,50
288,1987,95
289,1987,14
290,1987,59
291,1987,104
292,1987,23
293,1987,68
294,1987,113
295,1987,32
296,1987,77
297,1987,122
298,1987,41
299,1987,86
300,1987,131
301,1987,6
302,1987,49
303,1987,96
304,1987,13
305,1987,60
306,1987,103
307,1987,24
308,1987,67
309,1987,114
310,1987,31
311,1987,78
312,1987,121
313,1987,42
314,1987,85
315,1987,132
316,1987,7
317,1987,48
318,1987,97
319,1987,12
320,1987,61
321,1987,102
322,1987,25
323,1987,66
324,1987,115
325,1987,30
326,1987,79
327,1987,120
328,1987,43
329,1987,84
330,1987,133
331,1987,8
332,1987,47
333,1987,98
334,1987,11
335,1987,62
336,1987,101
337,1987,26
338,1987,65
339,1987,116
340,1987,29
341,1987,80
342,1987,119
343,1987,44
344,1987,83
345,1987,134
346,1987,9
347,1987,46
348,1987,99
349,1987,10
350,1987,63
351,1987,100
352,1987,27
353,1987,64
354,1987,117
355,1987,28
356,1987,81
357,1987,118
358,1987,45
359,1987,82
360,1987,135
361,1987,1
362,1987,54
363,1987,91
364,1987,18
365,1987,55
366,1987,108
367,1987,19
368,1987,72
369,1987,109
370,1987,36
371,1987,73
372,1987,126
373,1987,37
374,1987,90
375,1987,127
376,1987,2
377,1987,53
378,1987,92
379,1987,17
380,1987,56
381,1987,107
382,1987,20
383,1987,71
384,1987,110
385,1987,35
386,1987,74
387,1987,125
388,1987,38
389,1987,89
390,1987,128
391,1987,3
392,1987,52
393,1987,93
394,1987,16
395,1987,57
396,1987,106
397,1987,21
398,1987,70
399,1987,111
400,1987,34
401,1987,75
402,1987,124
403,1987,39
404,1987,88
405,1987,129
406,1988,1
407,1988,54
408,1988,91
409,1988,18
410,1988,55
411,1988,108
412,1988,19
413,1988,72
414,1988,109
415,1988,36
416,1988,73
417,1988,126
418,1988,37
419,1988,90
420,1988,127
421,1988,2
422,1988,53
423,1988,92
424,1988,17
425,1988,56
426,1988,107
427,1988,20
428,1988,71
429,1988,110
430,1988,35
431,1988,74
432,1988,125
433,1988,38
434,1988,89
435,1988,128
436,1988,3
437,1988,52
438,1988,93
439,1988,16
440,1988,57
441,1988,106
442,1988,21
443,1988,70
444,1988,111
445,1988,34
446,1988,75
447,1988,124
448,1988,39
449,1988,88
450,1988,129
451,1988,4
452,1988,51
453,1988,94
454,1988,15
455,1988,58
456,1988,105
457,1988,22
458,1988,69
459,1988,112
460,1988,33
461,1988,76
462,1988,123
463,1988,40
464,1988,87
465,1988,130
466,1988,5
467,1988,50
468,1988,95
469,1988,14
470,1988,59
471,1988,104
472,1988,23
473,1988,68
474,1988,113
475,1988,32
476,1988,77
477,1988,122
478,1988,41
479,1988,86
480,1988,131
481,1988,6
482,1988,49
483,1988,96
484,1988,13
485,1988,60
486,1988,103
487,1988,24
488,1988,67
489,1988,114
490,1988,31
491,1988,78
492,1988,121
493,1988,42
494,1988,85
495,1988,132
496,1988,7
497,1988,48
498,1988,97
499,1988,12
500,1988,61
501,1988,102
502,1988,25
503,1988,66
504,1988,115
505,1988,30
506,1988,79
507,1988,120
508,1988,43
509,1988,84
510,1988,133
511,1988,8
512,1988,47
513,1988,98
514,1988,11
515,1988,62
516,1988,101
517,1988,26
518,1988,65
519,1988,116
520,1988,29
521,1988,80
522,1988,119
523,1988,44
524,1988,83
525,1988,134
526,1988,9
527,1988,46
528,1988,99
529,1988,10
530,1988,63
531,1988,100
532,1988,27
533,1988,64
534,1988,117
535,1988,28
536,1988,81
537,1988,118
538,1988,45
539,1988,82
540,1988,135
541,1989,7
542,1989,48
543,1989,97
544,1989,12
545,1989,61
546,1989,102
547,1989,25
548,1989,66
549,1989,115
550,1989,30
551,1989,79
552,1989,120
553,1989,43
554,1989,84
555,1989,133
556,1989,8
557,1989,47
558,1989,98
559,1989,11
560,1989,62
561,1989,101
562,1989,26
563,1989,65
564,1989,116
565,1989,29
566,1989,80
567,1989,119
568,1989,44
569,1989,83
570,1989,134
571,1989,9
572,1989,46
573,1989,99
574,1989,10
575,1989,63
576,1989,100
577,1989,27
578,1989,64
579,1989,117
580,1989,28
581,1989,81
582,1989,118
583,1989,45
584,1989,82
585,1989,135
586,1989,1
587,1989,54
588,1989,91
589,1989,18
590,1989,55
591,1989,108
592,1989,19
593,1989,72
594,1989,109
595,1989,36
596,1989,73
597,1989,126
598,1989,37
599,1989,90
600,1989,127
601,1989,2
602,1989,53
603,1989,92
604,1989,17
605,1989,56
606,1989,107
607,1989,20
608,1989,71
609,1989,110
610,1989,35
611,1989,74
612,1989,125
613,1989,38
614,1989,89
615,1989,128
616,1989,3
617,1989,52
618,1989,93
619,1989,16
620,1989,57
621,1989,106
622,1989,21
623,1989,70
624,1989,111
625,1989,34
626,1989,75
627,1989,124
628,1989,39
629,1989,88
630,1989,129
631,1989,4
632,1989,51
633,1989,94
634,1989,15
635,1989,58
636,1989,105
637,1989,22
638,1989,69
639,1989,112
640,1989,33
641,1989,76
642,1989,123
643,1989,40
644,1989,87
645,1989,130
646,1989,5
647,1989,50
648,1989,95
649,1989,14
650,1989,59
651,1989,104
652,1989,23
653,1989,68
654,1989,113
655,1989,32
656,1989,77
657,1989,122
658,1989,41
659,1989,86
660,1989,131
661,1989,6
662,1989,49
663,1989,96
664,1989,13
665,1989,60
666,1989,103
667,1989,24
668,1989,67
669,1989,114
670,1989,31
671,1989,78
672,1989,121
673,1989,42
674,1989,85
675,1989,132
676,1990,4
677,1990,51
678,1990,94
679,1990,15
680,1990,58
681,1990,105
682,1990,22
683,1990,69
684,1990,112
685,1990,33
686,1990,76
687,1990,123
688,1990,40
689,1990,87
690,1990,130
691,1990,5
692,1990,50
693,1990,95
694,1990,14
695,1990,59
696,1990,104
697,1990,23
698,1990,68
699,1990,113
700,1990,32
701,1990,77
702,1990,122
703,1990,41
704,1990,86
705,1990,131
706,1990,6
707,1990,49
708,1990,96
709,1990,13
710,1990,60
711,1990,103
712,1990,24
713,1990,67
714,1990,114
715,1990,31
716,1990,78
717,1990,121
718,1990,42
719,1990,85
720,1990,132
721,1990,7
722,1990,48
723,1990,97
724,1990,12
725,1990,61
726,1990,102
727,1990,25
728,1990,66
729,1990,115
730,1990,30
731,1990,79
732,1990,120
733,1990,43
734,1990,84
735,1990,133
736,1990,8
737,1990,47
738,1990,98
739,1990,11
740,1990,62
741,1990,101
742,1990,26
743,1990,65
744,1990,116
745,1990,29
746,1990,80
747,1990,119
748,1990,44
749,1990,83
750,1990,134
751,1990,9
752,1990,46
753,1990,99
754,1990,10
755,1990,63
756,1990,100
757,1990,27
758,1990,64
759,1990,117
760,1990,28
761,1990,81
762,1990,118
763,1990,45
764,1990,82
765,1990,135
766,1990,1
767,1990,54
768,1990,91
769,1990,18
770,1990,55
771,1990,108
772,1990,19
773,1990,72
774,1990,109
775,1990,36
776,1990,73
777,1990,126
778,1990,37
779,1990,90
780,1990,127
781,1990,2
782,1990,53
783,1990,92
784,1990,17
785,1990,56
786,1990,107
787,1990,20
788,1990,71
789,1990,110
790,1990,35
791,1990,74
792,1990,125
793,1990,38
794,1990,89
795,1990,128
796,1990,3
797,1990,52
798,1990,93
799,1990,16
800,1990,57
801,1990,106
802,1990,21
803,1990,70
804,1990,111
805,1990,34
806,1990,75
807,1990,124
808,1990,39
809,1990,88
810,1990,129
811,1991,1
812,1991,54
813,1991,91
814,1991,18
815,1991,55
816,1991,108
817,1991,19
818,1991,72
819,1991,109
820,1991,36
821,1991,73
822,1991,126
823,1991,37
824,1991,90
825,1991,127
826,1991,2
827,1991,53
828,1991,92
829,1991,17
830,1991,56
831,1991,107
832,1991,20
833,1991,71
834,1991,110
835,1991,35
836,1991,74
837,1991,125
838,1991,38
839,1991,89
840,1991,128
841,1991,3
842,1991,52
843,1991,93
844,1991,16
845,1991,57
846,1991,106
847,1991,21
848,1991,70
849,1991,111
850,1991,34
851,1991,75
852,1991,124
853,1991,39
854,1991,88
855,1991,129
856,1991,4
857,1991,51
858,1991,94
859,1991,15
860,1991,58
861,1991,105
862,1991,22
863,1991,69
864,1991,112
865,1991,33
866,1991,76
867,1991,123
868,1991,40
869,1991,87
870,1991,130
871,1991,5
872,1991,50
873,1991,95
874,1991,14
875,1991,59
876,1991,104
877,1991,23
878,1991,68
879,1991,113
880,1991,32
881,1991,77
882,1991,122
883,1991,41
884,1991,86
885,1991,131
886,1991,6
887,1991,49
888,1991,96
889,1991,13
890,1991,60
891,1991,103
892,1991,24
893,1991,67
894,1991,114
895,1991,31
896,1991,78
897,1991,121
898,1991,42
899,1991,85
900,1991,132
901,1991,7
902,1991,48
903,1991,97
904,1991,12
905,1991,61
906,1991,102
907,1991,25
908,1991,66
909,1991,115
910,1991,30
911,1991,79
912,1991,120
913,1991,43
914,1991,84
915,1991,133
916,1991,8
917,1991,47
918,1991,98
919,1991,11
920,1991,62
921,1991,101
922,1991,26
923,1991,65
924,1991,116
925,1991,29
926,1991,80
927,1991,119
928,1991,44
929,1991,83
930,1991,134
931,1991,9
932,1991,46
933,1991,99
934,1991,10
935,1991,63
936,1991,100
937,1991,27
938,1991,64
939,1991,117
940,1991,28
941,1991,81
942,1991,118
943,1991,45
944,1991,82
945,1991,135
946,1992,7
947,1992,48
948,1992,97
949,1992,12
950,1992,61
951,1992,102
952,1992,25
953,1992,66
954,1992,115
955,1992,30
956,1992,79
957,1992,120
958,1992,43
959,1992,84
960,1992,133
961,1992,8
962,1992,47
963,1992,98
964,1992,11
965,1992,62
966,1992,101
967,1992,26
968,1992,65
969,1992,116
970,1992,29
971,1992,80
972,1992,119
973,1992,44
974,1992,83
975,1992,134
976,1992,9
977,1992,46
978,1992,99
979,1992,10
980,1992,63
981,1992,100
982,1992,27
983,1992,64
984,1992,117
985,1992,28
986,1992,81
987,1992,118
988,1992,45
989,1992,82
990,1992,135
991,1992,1
992,1992,54
993,1992,91
994,1992,18
995,1992,55
996,1992,108
997,1992,19
998,1992,72
999,1992,109
1000,1992,36
1001,1992,73
1002,1992,126
1003,1992,37
1004,1992,90
1005,1992,127
1006,1992,2
1007,1992,53
1008,1992,92
1009,1992,17
1010,1992,56
1011,1992,107
1012,1992,20
1013,1992,71
1014,1992,110
1015,1992,35
1016,1992,74
1017,1992,125
1018,1992,38
1019,1992,89
1020,1992,128
1021,1992,3
1022,1992,52
1023,1992,93
1024,1992,16
1025,1992,57
1026,1992,106
1027,1992,21
1028,1992,70
1029,1992,111
1030,1992,34
1031,1992,75
1032,1992,124
1033,1992,39
1034,1992,88
1035,1992,129
1036,1992,4
1037,1992,51
1038,1992,94
1039,1992,15
1040,1992,58
1041,1992,105
1042,1992,22
1043,1992,69
1044,1992,112
1045,1992,33
1046,1992,76
1047,1992,123
1048,1992,40
1049,1992,87
1050,1992,130
1051,1992,5
1052,1992,50
1053,1992,95
1054,1992,14
1055,1992,59
1056,1992,104
1057,1992,23
1058,1992,68
1059,1992,113
1060,1992,32
1061,1992,77
1062,1992,122
1063,1992,41
1064,1992,86
1065,1992,131
1066,1992,6
1067,1992,49
1068,1992,96
1069,1992,13
1070,1992,60
1071,1992,103
1072,1992,24
1073,1992,67
1074,1992,114
1075,1992,31
1076,1992,78
1077,1992,121
1078,1992,42
1079,1992,85
1080,1992,132
1081,1993,4
1082,1993,51
1083,1993,94
1084,1993,15
1085,1993,58
1086,1993,105
1087,1993,22
1088,1993,69
1089,1993,112
1090,1993,33
1091,1993,76
1092,1993,123
1093,1993,40
1094,1993,87
1095,1993,130
1096,1993,5
1097,1993,50
1098,1993,95
1099,1993,14
1100,1993,59
1101,1993,104
1102,1993,23
1103,1993,68
1104,1993,113
1105,1993,32
1106,1993,77
1107,1993,122
1108,1993,41
1109,1993,86
1110,1993,131
1111,1993,6
1112,1993,49
1113,1993,96
1114,1993,13
1115,1993,60
1116,1993,103
1117,1993,24
1118,1993,67
1119,1993,114
1120,1993,31
1121,1993,78
1122,1993,121
1123,1993,42
1124,1993,85
1125,1993,132
1126,1993,7
1127,1993,48
1128,1993,97
1129,1993,12
1130,1993,61
1131,1993,102
1132,1993,25
1133,1993,66
1134,1993,115
1135,1993,30
1136,1993,79
1137,1993,120
1138,1993,43
1139,1993,84
1140,1993,133
1141,1993,8
1142,1993,47
1143,1993,98
1144,1993,11
1145,1993,62
1146,1993,101
1147,1993,26
1148,1993,65
1149,1993,116
1150,1993,29
1151,1993,80
1152,1993,119
1153,1993,44
1154,1993,83
1155,1993,134
1156,1993,9
1157,1993,46
1158,1993,99
1159,1993,10
1160,1993,63
1161,1993,100
1162,1993,27
1163,1993,64
1164,1993,117
1165,1993,28
1166,1993,81
1167,1993,118
1168,1993,45
1169,1993,82
1170,1993,135
1171,1993,1
1172,1993,54
1173,1993,91
1174,1993,18
1175,1993,55
1176,1993,108
1177,1993,19
1178,1993,72
1179,1993,109
1180,1993,36
1181,1993,73
1182,1993,126
1183,1993,37
1184,1993,90
1185,1993,127
1186,1993,2
1187,1993,53
1188,1993,92
1189,1993,17
1190,1993,56
1191,1993,107
1192,1993,20
1193,1993,71
1194,1993,110
1195,1993,35
1196,1993,74
1197,1993,125
1198,1993,38
1199,1993,89
1200,1993,128
1201,1993,3
1202,1993,52
1203,1993,93
1204,1993,16
1205,1993,57
1206,1993,106
1207,1993,21
1208,1993,70
1209,1993,111
1210,1993,34
1211,1993,75
1212,1993,124
1213,1993,39
1214,1993,88
1215,1993,129
1216,1994,1
1217,1994,54
1218,1994,91
1219,1994,18
1220,1994,55
1221,1994,108
1222,1994,19
1223,1994,72
1224,1994,109
1225,1994,36
1226,1994,73
1227,1994,126
1228,1994,37
1229,1994,90
1230,1994,127
1231,1994,2
1232,1994,53
1233,1994,92
1234,1994,17
1235,1994,56
1236,1994,107
1237,1994,20
1238,1994,71
1239,1994,110
1240,1994,35
1241,1994,74
1242,1994,125
1243,1994,38
1244,1994,89
1245,1994,128
1246,1994,3
1247,1994,52
1248,1994,93
1249,1994,16
1250,1994,57
1251,1994,106
1252,1994,21
1253,1994,70
1254,1994,111
1255,1994,34
1256,1994,75
1257,1994,124
1258,1994,39
1259,1994,88
1260,1994,129
1261,1994,4
1262,1994,51
1263,1994,94
1264,1994,15
1265,1994,58
1266,1994,105
1267,1994,22
1268,1994,69
1269,1994,112
1270,1994,33
1271,1994,76
1272,1994,123
1273,1994,40
1274,1994,87
1275,1994,130
1276,1994,5
1277,1994,50
1278,1994,95
1279,1994,14
1280,1994,59
1281,1994,104
1282,1994,23
1283,1994,68
1284,1994,113
1285,1994,32
1286,1994,77
1287,1994,122
1288,1994,41
1289,1994,86
1290,1994,131
1291,1994,6
1292,1994,49
1293,1994,96
1294,1994,13
1295,1994,60
1296,1994,103
1297,1994,24
1298,1994,67
1299,1994,114
1300,1994,31
1301,1994,78
1302,1994,121
1303,1994,42
1304,1994,85
1305,1994,132
1306,1994,7
1307,1994,48
1308,1994,97
1309,1994,12
1310,1994,61
1311,1994,102
1312,1994,25
1313,1994,66
1314,1994,115
1315,1994,30
1316,1994,79
1317,1994,120
1318,1994,43
1319,1994,84
1320,1994,133
1321,1994,8
1322,1994,47
1323,1994,98
1324,1994,11
1325,1994,62
1326,1994,101
1327,1994,26
1328,1994,65
1329,1994,116
1330,1994,29
1331,1994,80
1332,1994,119
1333,1994,44
1334,1994,83
1335,1994,134
1336,1994,9
1337,1994,46
1338,1994,99
1339,1994,10
1340,1994,63
1341,1994,100
1342,1994,27
1343,1994,64
1344,1994,117
1345,1994,28
1346,1994,81
1347,1994,118
1348,1994,45
1349,1994,82
1350,1994,135
1351,1995,7
1352,1995,48
1353,1995,97
1354,1995,12
1355,1995,61
1356,1995,102
1357,1995,25
1358,1995,66
1359,1995,115
1360,1995,30
1361,1995,79
1362,1995,120
1363,1995,43
1364,1995,84
1365,1995,133
1366,1995,8
1367,1995,47
1368,1995,98
1369,1995,11
1370,1995,62
1371,1995,101
1372,1995,26
1373,1995,65
1374,1995,116
1375,1995,29
1376,1995,80
1377,1995,119
1378,1995,44
1379,1995,83
1380,1995,134
1381,1995,9
1382,1995,46
1383,1995,99
1384,1995,10
1385,1995,63
1386,1995,100
1387,1995,27
1388,1995,64
1389,1995,117
1390,1995,28
1391,1995,81
1392,1995,118
1393,1995,45
1394,1995,82
1395,1995,135
1396,1995,1
1397,1995,54
1398,1995,91
1399,1995,18
1400,1995,55
1401,1995,108
1402,1995,19
1403,1995,72
1404,1995,109
1405,1995,36
1406,1995,73
1407,1995,126
1408,1995,37
1409,1995,90
1410,1995,127
1411,1995,2
1412,1995,53
1413,1995,92
1414,1995,17
1415,1995,56
1416,1995,107
1417,1995,20
1418,1995,71
1419,1995,110
1420,1995,35
1421,1995,74
1422,1995,125
1423,1995,38
1424,1995,89
1425,1995,128
1426,1995,3
1427,1995,52
1428,1995,93
1429,1995,16
1430,1995,57
1431,1995,106
1432,1995,21
1433,1995,70
1434,1995,111
1435,1995,34
1436,1995,75
1437,1995,124
1438,1995,39
1439,1995,88
1440,1995,129
1441,1995,4
1442,1995,51
1443,1995,94
1444,1995,15
1445,1995,58
1446,1995,105
1447,1995,22
1448,1995,69
1449,1995,112
1450,1995,33
1451,1995,76
1452,1995,123
1453,1995,40
1454,1995,87
1455,1995,130
1456,1995,5
1457,1995,50
1458,1995,95
1459,1995,14
1460,1995,59
1461,1995,104
1462,1995,23
1463,1995,68
1464,1995,113
1465,1995,32
1466,1995,77
1467,1995,122
1468,1995,41
1469,1995,86
1470,1995,131
1471,1995,6
1472,1995,49
1473,1995,96
1474,1995,13
1475,1995,60
1476,1995,103
1477,1995,24
1478,1995,67
1479,1995,114
1480,1995,31
1481,1995,78
1482,1995,121
1483,1995,42
1484,1995,85
1485,1995,132
1486,1996,4
1487,1996,51
1488,1996,94
1489,1996,15
1490,1996,58
1491,1996,105
1492,1996,22
1493,1996,69
1494,1996,112
1495,1996,33
1496,1996,76
1497,1996,123
1498,1996,40
1499,1996,87
1500,1996,130
1501,1996,5
1502,1996,50
1503,1996,95
1504,1996,14
1505,1996,59
1506,1996,104
1507,1996,23
1508,1996,68
1509,1996,113
1510,1996,32
1511,1996,77
1512,1996,122
1513,1996,41
1514,1996,86
1515,1996,131
1516,1996,6
1517,1996,49
1518,1996,96
1519,1996,13
1520,1996,60
1521,1996,103
1522,1996,24
1523,1996,67
1524,1996,114
1525,1996,31
1526,1996,78
1527,1996,121
1528,1996,42
1529,1996,85
1530,1996,132
1531,1996,7
1532,1996,48
1533,1996,97
1534,1996,12
1535,1996,61
1536,1996,102
1537,1996,25
1538,1996,66
1539,1996,115
1540,1996,30
1541,1996,79
1542,1996,120
1543,1996,43
1544,1996,84
1545,1996,133
1546,1996,8
1547,1996,47
1548,1996,98
1549,1996,11
1550,1996,62
1551,1996,101
1552,1996,26
1553,1996,65
1554,1996,116
1555,1996,29
1556,1996,80
1557,1996,119
1558,1996,44
1559,1996,83
1560,1996,134
1561,1996,9
1562,1996,46
1563,1996,99
1564,1996,10
1565,1996,63
1566,1996,100
1567,1996,27
1568,1996,64
1569,1996,117
1570,1996,28
1571,1996,81
1572,1996,118
1573,1996,45
1574,1996,82
1575,1996,135
1576,1996,1
1577,1996,54
1578,1996,91
1579,1996,18
1580,1996,55
1581,1996,108
1582,1996,19
1583,1996,72
1584,1996,109
1585,1996,36
1586,1996,73
1587,1996,126
1588,1996,37
1589,1996,90
1590,1996,127
1591,1996,2
1592,1996,53
1593,1996,92
1594,1996,17
1595,1996,56
1596,1996,107
1597,1996,20
1598,1996,71
1599,1996,110
1600,1996,35
1601,1996,74
1602,1996,125
1603,1996,38
1604,1996,89
1605,1996,128
1606,1996,3
1607,1996,52
1608,1996,93
1609,1996,16
1610,1996,57
1611,1996,106
1612,1996,21
1613,1996,70
1614,1996,111
1615,1996,34
1616,1996,75
1617,1996,124
1618,1996,39
1619,1996,88
1620,1996,129
1621,1997,1
1622,1997,54
1623,1997,91
1624,1997,18
1625,1997,55
1626,1997,108
1627,1997,19
1628,1997,72
1629,1997,109
1630,1997,36
1631,1997,73
1632,1997,126
1633,1997,37
1634,1997,90
1635,1997,127
1636,1997,2
1637,1997,53
1638,1997,92
1639,1997,17
1640,1997,56
1641,1997,107
1642,1997,20
1643,1997,71
1644,1997,110
1645,1997,35
1646,1997,74
1647,1997,125
1648,1997,38
1649,1997,89
1650,1997,128
1651,1997,3
1652,1997,52
1653,1997,93
1654,1997,16
1655,1997,57
1656,1997,106
1657,1997,21
1658,1997,70
1659,1997,111
1660,1997,34
1661,1997,75
1662,1997,124
1663,1997,39
1664,1997,88
1665,1997,129
1666,1997,4
1667,1997,51
1668,1997,94
1669,1997,15
1670,1997,58
1671,1997,105
1672,1997,22
1673,1997,69
1674,1997,112
1675,1997,33
1676,1997,76
1677,1997,123
1678,1997,40
1679,1997,87
1680,1997,130
1681,1997,5
1682,1997,50
1683,1997,95
1684,1997,14
1685,1997,59
1686,1997,104
1687,1997,23
1688,1997,68
1689,1997,113
1690,1997,32
1691,1997,77
1692,1997,122
1693,1997,41
1694,1997,86
1695,1997,131
1696,1997,6
1697,1997,49
1698,1997,96
1699,1997,13
1700,1997,60
1701,1997,103
1702,1997,24
1703,1997,67
1704,1997,114
1705,1997,31
1706,1997,78
1707,1997,121
1708,1997,42
1709,1997,85
1710,1997,132
1711,1997,7
1712,1997,48
1713,1997,97
1714,1997,12
1715,1997,61
1716,1997,102
1717,1997,25
1718,1997,66
1719,1997,115
1720,1997,30
1721,1997,79
1722,1997,120
1723,1997,43
1724,1997,84
1725,1997,133
1726,1997,8
1727,1997,47
1728,1997,98
1729,1997,11
1730,1997,62
1731,1997,101
1732,1997,26
1733,1997,65
1734,1997,116
1735,1997,29
1736,1997,80
1737,1997,119
1738,1997,44
1739,1997,83
1740,1997,134
1741,1997,9
1742,1997,46
1743,1997,99
1744,1997,10
1745,1997,63
1746,1997,100
1747,1997,27
1748,1997,64
1749,1997,117
1750,1997,28
1751,1997,81
1752,1997,118
1753,1997,45
1754,1997,82
1755,1997,135
1756,1998,7
1757,1998,48
1758,1998,97
1759,1998,12
1760,1998,61
1761,1998,102
1762,1998,25
1763,1998,66
1764,1998,115
1765,1998,30
1766,1998,79
1767,1998,120
1768,1998,43
1769,1998,84
1770,1998,133
1771,1998,8
1772,1998,47
1773,1998,98
1774,1998,11
1775,1998,62
1776,1998,101
1777,1998,26
1778,1998,65
1779,1998,116
1780,1998,29
1781,1998,80
1782,1998,119
1783,1998,44
1784,1998,83
1785,1998,134
1786,1998,9
1787,1998,46
1788,1998,99
1789,1998,10
1790,1998,63
1791,1998,100
1792,1998,27
1793,1998,64
1794,1998,117
1795,1998,28
1796,1998,81
1797,1998,118
1798,1998,45
1799,1998,82
1800,1998,135
1801,1998,1
1802,1998,54
1803,1998,91
1804,1998,18
1805,1998,55
1806,1998,108
1807,1998,19
1808,1998,72
1809,1998,109
1810,1998,36
1811,1998,73
1812,1998,126
1813,1998,37
1814,1998,90
1815,1998,127
1816,1998,2
1817,1998,53
1818,1998,92
1819,1998,17
1820,1998,56
1821,1998,107
1822,1998,20
1823,1998,71
1824,1998,110
1825,1998,35
1826,1998,74
1827,1998,125
1828,1998,38
1829,1998,89
1830,1998,128
1831,1998,3
1832,1998,52
1833,1998,93
1834,1998,16
1835,1998,57
1836,1998,106
1837,1998,21
1838,1998,70
1839,1998,111
1840,1998,34
1841,1998,75
1842,1998,124
1843,1998,39
1844,1998,88
1845,1998,129
1846,1998,4
1847,1998,51
1848,1998,94
1849,1998,15
1850,1998,58
1851,1998,105
1852,1998,22
1853,1998,69
1854,1998,112
1855,1998,33
1856,1998,76
1857,1998,123
1858,1998,40
1859,1998,87
1860,1998,130
1861,1998,5
1862,1998,50
1863,1998,95
1864,1998,14
1865,1998,59
1866,1998,104
