Ertrag_ID,Versuchsjahr,Parzelle_ID,Ernte_ID,Hp_Parzelle,Hp_Frischmasse,Hp_Trockenmasse,Hp_TM_Gehalt_Mittel,Np_Parzelle,Np_Frischmasse,Np_Trockenmasse,Np_TM_Gehalt_Mittel,Parzellengroeße,TKG
1,1985,1,1,97,560.693641618497,141.85549132948,25.3,49.3,284.971098265896,40.1809248554913,14.1,17.3,
2,1985,54,2,78.3,452.601156069364,114.508092485549,25.3,45,260.115606936416,36.6763005780347,14.1,17.3,
3,1985,91,3,74.3,429.479768786127,108.65838150289,25.3,41.3,238.728323699422,33.6606936416185,14.1,17.3,
4,1985,18,4,113.1,653.757225433526,162.131791907514,24.8,61.3,354.335260115607,54.5676300578035,15.4,17.3,
5,1985,55,5,108.9,629.479768786127,156.11098265896,24.8,71.6,413.872832369942,63.7364161849711,15.4,17.3,
6,1985,108,6,106.7,616.763005780347,152.957225433526,24.8,59.1,341.618497109827,52.6092485549133,15.4,17.3,
7,1985,19,7,115,664.739884393064,158.872832369942,23.9,70,404.624277456647,54.6242774566474,13.5,17.3,
8,1985,72,8,101.9,589.017341040462,140.775144508671,23.9,74.2,428.901734104046,57.9017341040463,13.5,17.3,
9,1985,109,9,117.9,681.50289017341,162.879190751445,23.9,67.3,389.017341040462,52.5173410404624,13.5,17.3,
10,1985,36,10,111.6,645.086705202312,160.626589595376,24.9,75.4,435.838150289017,57.9664739884393,13.3,17.3,
11,1985,73,11,104.1,601.734104046243,149.831791907514,24.9,87.7,506.936416184971,67.4225433526012,13.3,17.3,
12,1985,126,12,116.9,675.722543352601,168.254913294798,24.9,82,473.988439306358,63.0404624277457,13.3,17.3,
13,1985,37,13,121.3,701.156069364162,174.587861271676,24.9,86.3,498.843930635838,62.3554913294798,12.5,17.3,
14,1985,90,14,120.9,698.843930635838,174.012138728324,24.9,106.3,614.450867052023,76.8063583815029,12.5,17.3,
15,1985,127,15,122.7,709.248554913295,176.60289017341,24.9,88.7,512.71676300578,64.0895953757225,12.5,17.3,
16,1985,2,16,127,734.104046242775,170.312138728324,23.2,93.5,540.462427745665,66.4768786127168,12.3,17.3,
17,1985,53,17,114.3,660.693641618497,153.280924855491,23.2,77.3,446.820809248555,54.9589595375723,12.3,17.3,
18,1985,92,18,127.5,736.994219653179,170.982658959538,23.2,90.1,520.809248554913,64.0595375722543,12.3,17.3,
19,1985,17,19,129.5,748.554913294798,177.407514450867,23.7,91.5,528.901734104046,62.9393063583815,11.9,17.3,
20,1985,56,20,117.8,680.924855491329,161.379190751445,23.7,95.5,552.023121387283,65.6907514450867,11.9,17.3,
21,1985,107,21,117.8,680.924855491329,161.379190751445,23.7,100,578.034682080925,68.7861271676301,11.9,17.3,
22,1985,20,22,120.5,696.531791907515,167.864161849711,24.1,107.3,620.231213872832,76.9086705202312,12.4,17.3,
23,1985,71,23,127.7,738.150289017341,177.894219653179,24.1,115.6,668.208092485549,82.8578034682081,12.4,17.3,
24,1985,110,24,128.1,740.462427745665,178.451445086705,24.1,109.4,632.369942196532,78.41387283237,12.4,17.3,
25,1985,35,25,113.2,654.335260115607,153.114450867052,23.4,97.5,563.583815028902,73.2658959537572,13,17.3,
26,1985,74,26,166.7,963.583815028902,225.478612716763,23.4,113.5,656.06936416185,85.2890173410405,13,17.3,
27,1985,125,27,121.5,702.312138728324,164.341040462428,23.4,112.5,650.28901734104,84.5375722543353,13,17.3,
28,1985,38,28,125.4,724.85549132948,176.864739884393,24.4,112.7,651.445086705202,70.3560693641619,10.8,17.3,
29,1985,89,29,126.4,730.635838150289,178.275144508671,24.4,130.5,754.335260115607,81.4682080924856,10.8,17.3,
30,1985,128,30,131.9,762.42774566474,186.032369942197,24.4,123.7,715.028901734104,77.2231213872832,10.8,17.3,
31,1985,3,31,117.6,679.768786127168,175.380346820809,25.8,71.7,414.450867052023,57.6086705202312,13.9,17.3,
32,1985,52,32,101.8,588.439306358381,151.817341040462,25.8,67.8,391.907514450867,54.4751445086705,13.9,17.3,
33,1985,93,33,109.5,632.947976878613,163.300578034682,25.8,60,346.820809248555,48.2080924855491,13.9,17.3,
34,1985,16,34,122.9,710.404624277457,175.469942196532,24.7,80,462.42774566474,63.3526011560694,13.7,17.3,
35,1985,57,35,118.9,687.28323699422,169.758959537572,24.7,95.2,550.28901734104,75.3895953757225,13.7,17.3,
36,1985,106,36,112.9,652.601156069364,161.192485549133,24.7,70,404.624277456647,55.4335260115607,13.7,17.3,
37,1985,21,37,119.3,689.595375722543,168.261271676301,24.4,91.3,527.745664739884,67.5514450867052,12.8,17.3,
38,1985,70,38,125.1,723.121387283237,176.44161849711,24.4,106,612.71676300578,78.4277456647399,12.8,17.3,
39,1985,111,39,128.2,741.040462427746,180.81387283237,24.4,94,543.352601156069,69.5491329479769,12.8,17.3,
40,1985,34,40,115.9,669.942196531792,161.456069364162,24.1,94.3,545.086705202312,72.4965317919075,13.3,17.3,
41,1985,75,41,124.1,717.341040462428,172.879190751445,24.1,97.7,564.739884393064,75.1104046242775,13.3,17.3,
42,1985,124,42,122.5,708.092485549133,170.650289017341,24.1,100.5,580.924855491329,77.2630057803468,13.3,17.3,
43,1985,39,43,128,739.884393063584,167.21387283237,22.6,103.5,598.265895953757,77.1763005780347,12.9,17.3,
44,1985,88,44,126.1,728.901734104046,164.731791907514,22.6,104.2,602.312138728324,77.6982658959538,12.9,17.3,
45,1985,129,45,134.3,776.300578034682,175.443930635838,22.6,116.8,675.14450867052,87.0936416184971,12.9,17.3,
46,1985,4,46,11.95,49.7916666666667,46.3560416666667,93.1,7.2,30,25.65,85.5,24,36.4
47,1985,51,47,12.22,50.9166666666667,47.4034166666667,93.1,7.2,30,25.65,85.5,24,35.6
48,1985,94,48,10.76,44.8333333333333,41.7398333333333,93.1,6.5,27.0833333333333,23.15625,85.5,24,36
49,1985,15,49,13.32,55.5,51.948,93.6,10.5,43.75,38.0625,87,24,36.5
50,1985,58,50,14.86,61.9166666666667,57.954,93.6,11.2,46.6666666666667,40.6,87,24,36.3
51,1985,105,51,14.01,58.375,54.639,93.6,10.1,42.0833333333333,36.6125,87,24,35.7
52,1985,22,52,16.18,67.4166666666667,62.49525,92.7,11.3,47.0833333333333,40.0208333333333,85,24,33.5
53,1985,69,53,15.55,64.7916666666667,60.061875,92.7,11,45.8333333333333,38.9583333333333,85,24,34.5
54,1985,112,54,15.76,65.6666666666667,60.873,92.7,10.7,44.5833333333333,37.8958333333333,85,24,34.5
55,1985,33,55,14.77,61.5416666666667,57.23375,93,9.1,37.9166666666667,32.6083333333333,86,24,34.1
56,1985,76,56,15.15,63.125,58.70625,93,10.7,44.5833333333333,38.3416666666667,86,24,33.8
57,1985,123,57,15.38,64.0833333333333,59.5975,93,9.4,39.1666666666667,33.6833333333333,86,24,34.5
58,1985,40,58,15.12,63,58.905,93.5,10,41.6666666666667,36.0416666666667,86.5,24,33.7
59,1985,87,59,16.17,67.375,62.995625,93.5,10.5,43.75,37.84375,86.5,24,34.9
60,1985,130,60,15.8,65.8333333333333,61.5541666666667,93.5,8.4,35,30.275,86.5,24,34.2
61,1985,5,61,11.59,48.2916666666667,45.0078333333333,93.2,6.2,25.8333333333333,22.3458333333333,86.5,24,35.4
62,1985,50,62,10.27,42.7916666666667,39.8818333333333,93.2,5.9,24.5833333333333,21.2645833333333,86.5,24,34.5
63,1985,95,63,11.9,49.5833333333333,46.2116666666667,93.2,7.9,32.9166666666667,28.4729166666667,86.5,24,36.2
64,1985,14,64,15.95,66.4583333333333,62.1385416666667,93.5,10.2,42.5,36.125,85,24,37.7
65,1985,59,65,13.53,56.375,52.710625,93.5,10.3,42.9166666666667,36.4791666666667,85,24,37.6
66,1985,104,66,13.96,58.1666666666667,54.3858333333333,93.5,12.1,50.4166666666667,42.8541666666667,85,24,37.4
67,1985,23,67,16.07,66.9583333333333,61.668625,92.1,10.2,42.5,36.7625,86.5,24,34.8
68,1985,68,68,16.15,67.2916666666667,61.975625,92.1,12,50,43.25,86.5,24,33.5
69,1985,113,69,17.62,73.4166666666667,67.61675,92.1,11.3,47.0833333333333,40.7270833333333,86.5,24,35.2
70,1985,32,70,15.19,63.2916666666667,58.671375,92.7,9.7,40.4166666666667,34.9604166666667,86.5,24,31.9
71,1985,77,71,15.49,64.5416666666667,59.830125,92.7,10,41.6666666666667,36.0416666666667,86.5,24,33.2
72,1985,122,72,17.83,74.2916666666667,68.868375,92.7,11.5,47.9166666666667,41.4479166666667,86.5,24,34.3
73,1985,41,73,15.86,66.0833333333333,61.25925,92.7,8.4,35,29.75,85,24,35.2
74,1985,86,74,15.83,65.9583333333333,61.143375,92.7,9.2,38.3333333333333,32.5833333333333,85,24,34.2
75,1985,131,75,15.61,65.0416666666667,60.293625,92.7,10.6,44.1666666666667,37.5416666666667,85,24,35.2
76,1985,6,76,10.76,44.8333333333333,41.695,93,7,29.1666666666667,25.0833333333333,86,24,37.2
77,1985,49,77,11.22,46.75,43.4775,93,5.5,22.9166666666667,19.7083333333333,86,24,36.2
78,1985,96,78,11.22,46.75,43.4775,93,8.5,35.4166666666667,30.4583333333333,86,24,36.3
79,1985,13,79,13.89,57.875,53.534375,92.5,10,41.6666666666667,36.0416666666667,86.5,24,35.5
80,1985,60,80,13.8,57.5,53.1875,92.5,8.4,35,30.275,86.5,24,35.5
81,1985,103,81,16.09,67.0416666666667,62.0135416666667,92.5,5.2,21.6666666666667,18.7416666666667,86.5,24,35
82,1985,24,82,16.2,67.5,62.5725,92.7,14.5,60.4166666666667,52.2604166666667,86.5,24,35.6
83,1985,67,83,15.84,66,61.182,92.7,10,41.6666666666667,36.0416666666667,86.5,24,35.4
84,1985,114,84,15.65,65.2083333333333,60.448125,92.7,11.9,49.5833333333333,42.8895833333333,86.5,24,36.3
85,1985,31,85,17.25,71.875,66.7,92.8,9.8,40.8333333333333,34.7083333333333,85,24,34.6
86,1985,78,86,16.09,67.0416666666667,62.2146666666667,92.8,11.5,47.9166666666667,40.7291666666667,85,24,35.2
87,1985,121,87,15.84,66,61.248,92.8,11,45.8333333333333,38.9583333333333,85,24,35.5
88,1985,42,88,19.42,80.9166666666667,75.2525,93,10.5,43.75,36.6625,83.8,24,37.2
89,1985,85,89,16.59,69.125,64.28625,93,15.5,64.5833333333333,54.1208333333333,83.8,24,36
90,1985,132,90,14.87,61.9583333333333,57.62125,93,17.3,72.0833333333333,60.4058333333333,83.8,24,37.2
91,1985,7,91,12.6,52.5,46.62,88.8,10.1,42.0833333333333,19.9054166666667,47.3,24,38.9
92,1985,48,92,12.1,50.4166666666667,44.77,88.8,11.5,47.9166666666667,22.6645833333333,47.3,24,38.6
93,1985,97,93,12.3,51.25,45.51,88.8,11.5,47.9166666666667,22.6645833333333,47.3,24,39.2
94,1985,12,94,13.5,56.25,50.175,89.2,15.1,62.9166666666667,39.0083333333333,62,24,38.2
95,1985,61,95,14,58.3333333333333,52.0333333333333,89.2,17,70.8333333333333,43.9166666666667,62,24,37.7
96,1985,102,96,13.9,57.9166666666667,51.6616666666667,89.2,16.4,68.3333333333333,42.3666666666667,62,24,36.4
97,1985,25,97,14.6,60.8333333333333,54.385,89.4,15.9,66.25,47.89875,72.3,24,34
98,1985,66,98,14.7,61.25,54.7575,89.4,16.6,69.1666666666667,50.0075,72.3,24,35.3
99,1985,115,99,15.3,63.75,56.9925,89.4,16.6,69.1666666666667,50.0075,72.3,24,37.8
100,1985,30,100,16.1,67.0833333333333,60.17375,89.7,16,66.6666666666667,43.3333333333333,65,24,33.8
101,1985,79,101,16.8,70,62.79,89.7,16.8,70,45.5,65,24,32.9
102,1985,120,102,16,66.6666666666667,59.8,89.7,17.5,72.9166666666667,47.3958333333333,65,24,32.7
103,1985,43,103,16.3,67.9166666666667,60.5816666666667,89.2,16.6,69.1666666666667,44.2666666666667,64,24,38.4
104,1985,84,104,16.5,68.75,61.325,89.2,17.5,72.9166666666667,46.6666666666667,64,24,32.9
105,1985,133,105,16.3,67.9166666666667,60.5816666666667,89.2,17.1,71.25,45.6,64,24,38.2
106,1985,8,106,10.5,43.75,38.89375,88.9,8.5,35.4166666666667,20.4354166666667,57.7,24,40
107,1985,47,107,11.7,48.75,43.33875,88.9,10.2,42.5,24.5225,57.7,24,40
108,1985,98,108,11.6,48.3333333333333,42.9683333333333,88.9,11.7,48.75,28.12875,57.7,24,40
109,1985,11,109,14.6,60.8333333333333,54.2633333333333,89.2,15.4,64.1666666666667,38.3075,59.7,24,38.1
110,1985,62,110,14.2,59.1666666666667,52.7766666666667,89.2,17.3,72.0833333333333,43.03375,59.7,24,39.2
111,1985,101,111,14.6,60.8333333333333,54.2633333333333,89.2,19.1,79.5833333333333,47.51125,59.7,24,37.9
112,1985,26,112,15,62.5,55.6875,89.1,15.8,65.8333333333333,42.3308333333333,64.3,24,36.7
113,1985,65,113,14.6,60.8333333333333,54.2025,89.1,16.4,68.3333333333333,43.9383333333333,64.3,24,35.4
114,1985,116,114,15.2,63.3333333333333,56.43,89.1,15.3,63.75,40.99125,64.3,24,34.5
115,1985,29,115,14.6,60.8333333333333,54.3241666666667,89.3,15.9,66.25,47.23625,71.3,24,38.5
116,1985,80,116,13.7,57.0833333333333,50.9754166666667,89.3,17.3,72.0833333333333,51.3954166666667,71.3,24,39.6
117,1985,119,117,14.4,60,53.58,89.3,14.9,62.0833333333333,44.2654166666667,71.3,24,38.1
118,1985,44,118,15.1,62.9166666666667,56.1845833333333,89.3,16.4,68.3333333333333,45.9883333333333,67.3,24,39.4
119,1985,83,119,14.7,61.25,54.69625,89.3,16.2,67.5,45.4275,67.3,24,39.4
120,1985,134,120,15.4,64.1666666666667,57.3008333333333,89.3,15.6,65,43.745,67.3,24,37.8
121,1985,9,121,11.5,47.9166666666667,42.5979166666667,88.9,10,41.6666666666667,25.125,60.3,24,37.4
122,1985,46,122,12.5,52.0833333333333,46.3020833333333,88.9,12.5,52.0833333333333,31.40625,60.3,24,37.5
123,1985,99,123,13,54.1666666666667,48.1541666666667,88.9,14,58.3333333333333,35.175,60.3,24,37.8
124,1985,10,124,14.4,60,53.4,89,16.5,68.75,41.04375,59.7,24,37.2
125,1985,63,125,14.9,62.0833333333333,55.2541666666667,89,15.5,64.5833333333333,38.55625,59.7,24,36.5
126,1985,100,126,14,58.3333333333333,51.9166666666667,89,15.1,62.9166666666667,37.56125,59.7,24,35.4
127,1985,27,127,15.4,64.1666666666667,57.365,89.4,14,58.3333333333333,44.7416666666667,76.7,24,34.8
128,1985,64,128,14.4,60,53.64,89.4,15,62.5,47.9375,76.7,24,35.9
129,1985,117,129,15.1,62.9166666666667,56.2475,89.4,15.1,62.9166666666667,48.2570833333333,76.7,24,35
130,1985,28,130,14.4,60,53.76,89.6,14.5,60.4166666666667,47.9104166666667,79.3,24,37.1
131,1985,81,131,15.1,62.9166666666667,56.3733333333333,89.6,14,58.3333333333333,46.2583333333333,79.3,24,36
132,1985,118,132,14.7,61.25,54.88,89.6,14.7,61.25,48.57125,79.3,24,36.8
133,1985,45,133,14.5,60.4166666666667,53.8916666666667,89.2,15,62.5,47.5,76,24,32.2
134,1985,82,134,14.3,59.5833333333333,53.1483333333333,89.2,14.5,60.4166666666667,45.9166666666667,76,24,33.7
135,1985,135,135,15.2,63.3333333333333,56.4933333333333,89.2,14.4,60,45.6,76,24,33.6
136,1986,7,136,88.3,510.404624277457,124.538728323699,24.4,52.1,301.156069364162,52.7023121387283,17.5,17.3,
137,1986,48,137,77.9,450.289017341041,109.870520231214,24.4,48.8,282.080924855491,49.364161849711,17.5,17.3,
138,1986,97,138,75.4,435.838150289017,106.34450867052,24.4,50,289.017341040462,50.5780346820809,17.5,17.3,
139,1986,12,139,101.7,587.861271676301,144.61387283237,24.6,62,358.381502890173,54.4739884393064,15.2,17.3,
140,1986,61,140,103.3,597.109826589595,146.88901734104,24.6,63.7,368.208092485549,55.9676300578035,15.2,17.3,
141,1986,102,141,102.3,591.329479768786,145.467052023121,24.6,57.8,334.104046242775,50.7838150289017,15.2,17.3,
142,1986,25,142,101.5,586.705202312139,144.329479768786,24.6,70.8,409.248554913295,58.9317919075145,14.4,17.3,
143,1986,66,143,101.1,584.393063583815,143.760693641619,24.6,68.9,398.265895953757,57.350289017341,14.4,17.3,
144,1986,115,144,101.9,589.017341040462,144.898265895954,24.6,72.5,419.075144508671,60.3468208092486,14.4,17.3,
145,1986,30,145,105.4,609.248554913295,140.127167630058,23,72.9,421.387283236994,62.3653179190752,14.8,17.3,
146,1986,79,146,104.1,601.734104046243,138.398843930636,23,73.3,423.699421965318,62.7075144508671,14.8,17.3,
147,1986,120,147,102.8,594.219653179191,136.670520231214,23,73.1,422.543352601156,62.5364161849711,14.8,17.3,
148,1986,43,148,107.9,623.699421965318,144.074566473988,23.1,79.1,457.225433526011,65.3832369942197,14.3,17.3,
149,1986,84,149,105.9,612.138728323699,141.404046242775,23.1,74.5,430.635838150289,61.5809248554913,14.3,17.3,
150,1986,133,150,110.8,640.462427745665,147.946820809249,23.1,82,473.988439306358,67.7803468208093,14.3,17.3,
151,1986,8,151,78.6,454.335260115607,115.85549132948,25.5,46.5,268.78612716763,45.1560693641618,16.8,17.3,
152,1986,47,152,76.4,441.618497109827,112.612716763006,25.5,41.5,239.884393063584,40.3005780346821,16.8,17.3,
153,1986,98,153,81,468.208092485549,119.393063583815,25.5,45.5,263.005780346821,44.1849710982659,16.8,17.3,
154,1986,11,154,100,578.034682080925,149.132947976879,25.8,53,306.35838150289,46.5664739884393,15.2,17.3,
155,1986,62,155,104.9,606.35838150289,156.440462427746,25.8,62.8,363.005780346821,55.1768786127168,15.2,17.3,
156,1986,101,156,104.7,605.202312138728,156.142196531792,25.8,59.2,342.196531791908,52.0138728323699,15.2,17.3,
157,1986,26,157,102.4,591.907514450867,146.793063583815,24.8,63.5,367.052023121387,54.6907514450867,14.9,17.3,
158,1986,65,158,104.1,601.734104046243,149.230057803468,24.8,63.6,367.630057803468,54.7768786127168,14.9,17.3,
159,1986,116,159,100.8,582.658959537572,144.499421965318,24.8,63.4,366.473988439306,54.6046242774566,14.9,17.3,
160,1986,29,160,103.7,599.421965317919,146.85838150289,24.5,71,410.404624277457,58.6878612716763,14.3,17.3,
161,1986,80,161,110.8,640.462427745665,156.913294797688,24.5,70,404.624277456647,57.8612716763006,14.3,17.3,
162,1986,119,162,107.8,623.121387283237,152.664739884393,24.5,72,416.184971098266,59.514450867052,14.3,17.3,
163,1986,44,163,110,635.838150289017,144.971098265896,22.8,68.1,393.64161849711,57.8653179190751,14.7,17.3,
164,1986,83,164,110.1,636.416184971098,145.10289017341,22.8,74,427.745664739884,62.878612716763,14.7,17.3,
165,1986,134,165,109.1,630.635838150289,143.784971098266,22.8,80.1,463.005780346821,68.0618497109826,14.7,17.3,
166,1986,9,166,69.4,401.156069364162,98.6843930635838,24.6,33.6,194.219653179191,32.8231213872832,16.9,17.3,
167,1986,46,167,74.6,431.21387283237,106.078612716763,24.6,36,208.092485549133,35.1676300578035,16.9,17.3,
168,1986,99,168,77.9,450.289017341041,110.771098265896,24.6,41.5,239.884393063584,40.5404624277457,16.9,17.3,
169,1986,10,169,94,543.352601156069,136.381502890173,25.1,51.8,299.421965317919,46.4104046242775,15.5,17.3,
170,1986,63,170,103.5,598.265895953757,150.164739884393,25.1,55.5,320.809248554913,49.7254335260116,15.5,17.3,
171,1986,100,171,100,578.034682080925,145.086705202312,25.1,52.6,304.046242774567,47.1271676300578,15.5,17.3,
172,1986,27,172,103.6,598.843930635838,146.117919075144,24.4,58,335.260115606936,49.9537572254335,14.9,17.3,
173,1986,64,173,110,635.838150289017,155.14450867052,24.4,63.1,364.739884393064,54.3462427745665,14.9,17.3,
174,1986,117,174,103.4,597.687861271676,145.835838150289,24.4,61.5,355.491329479769,52.9682080924855,14.9,17.3,
175,1986,28,175,112.7,651.445086705202,153.741040462428,23.6,68.1,393.64161849711,61.014450867052,15.5,17.3,
176,1986,81,176,113.7,657.225433526012,155.105202312139,23.6,72.5,419.075144508671,64.9566473988439,15.5,17.3,
177,1986,118,177,113.2,654.335260115607,154.423121387283,23.6,74.8,432.369942196532,67.0173410404624,15.5,17.3,
178,1986,45,178,106.2,613.872832369942,145.487861271676,23.7,76,439.306358381503,62.8208092485549,14.3,17.3,
179,1986,82,179,112.5,650.28901734104,154.118497109827,23.7,73,421.965317919075,60.3410404624277,14.3,17.3,
180,1986,135,180,104.9,606.35838150289,143.706936416185,23.7,74.8,432.369942196532,61.828901734104,14.3,17.3,
181,1986,1,181,8.6,35.8333333333333,32.3575,90.3,7.2,30,26.25,87.5,24,36.1
182,1986,54,182,7.8,32.5,29.3475,90.3,7,29.1666666666667,25.5208333333333,87.5,24,35.6
183,1986,91,183,7.3,30.4166666666667,27.46625,90.3,6.8,28.3333333333333,24.7916666666667,87.5,24,35.9
184,1986,18,184,13,54.1666666666667,48.8041666666667,90.1,10.8,45,39.105,86.9,24,37.8
185,1986,55,185,13.2,55,49.555,90.1,10.8,45,39.105,86.9,24,36.4
186,1986,108,186,12.6,52.5,47.3025,90.1,10.2,42.5,36.9325,86.9,24,37.1
187,1986,19,187,16.3,67.9166666666667,61.73625,90.9,11.2,46.6666666666667,40.8333333333333,87.5,24,34.7
188,1986,72,188,15.7,65.4166666666667,59.46375,90.9,13.8,57.5,50.3125,87.5,24,35.4
189,1986,109,189,17,70.8333333333333,64.3875,90.9,12.8,53.3333333333333,46.6666666666667,87.5,24,35.1
190,1986,36,190,16.2,67.5,61.56,91.2,18,75,65.55,87.4,24,35.1
191,1986,73,191,17.3,72.0833333333333,65.74,91.2,17.6,73.3333333333333,64.0933333333333,87.4,24,36.2
192,1986,126,192,15.3,63.75,58.14,91.2,17.6,73.3333333333333,64.0933333333333,87.4,24,35.7
193,1986,37,193,18,75,68.925,91.9,14.8,61.6666666666667,53.5883333333333,86.9,24,35.3
194,1986,90,194,19.1,79.5833333333333,73.1370833333334,91.9,15.6,65,56.485,86.9,24,35.5
195,1986,127,195,18.5,77.0833333333333,70.8395833333334,91.9,14.4,60,52.14,86.9,24,35.4
196,1986,2,196,10.6,44.1666666666667,40.2358333333333,91.1,5.6,23.3333333333333,20.1833333333333,86.5,24,37
197,1986,53,197,10.7,44.5833333333333,40.6154166666667,91.1,6.4,26.6666666666667,23.0666666666667,86.5,24,36.7
198,1986,92,198,10.4,43.3333333333333,39.4766666666667,91.1,6,25,21.625,86.5,24,36.9
199,1986,17,199,15.4,64.1666666666667,58.905,91.8,10.9,45.4166666666667,39.4216666666667,86.8,24,38.2
200,1986,56,200,16.4,68.3333333333333,62.73,91.8,11.9,49.5833333333333,43.0383333333333,86.8,24,36.7
201,1986,107,201,16,66.6666666666667,61.2,91.8,11.3,47.0833333333333,40.8683333333333,86.8,24,37.5
202,1986,20,202,19.2,80,71.76,89.7,12.3,51.25,44.33125,86.5,24,36
203,1986,71,203,18.4,76.6666666666667,68.77,89.7,14.8,61.6666666666667,53.3416666666667,86.5,24,34.9
204,1986,110,204,17.9,74.5833333333333,66.90125,89.7,13.2,55,47.575,86.5,24,35.5
205,1986,35,205,17,70.8333333333333,64.6,91.2,16.2,67.5,58.3875,86.5,24,34.3
206,1986,74,206,16.9,70.4166666666667,64.22,91.2,16.5,68.75,59.46875,86.5,24,34.7
207,1986,125,207,16.9,70.4166666666667,64.22,91.2,16.3,67.9166666666667,58.7479166666667,86.5,24,34.5
208,1986,38,208,18.5,77.0833333333333,69.9145833333333,90.7,16.4,68.3333333333333,56.375,82.5,24,35.8
209,1986,89,209,19.2,80,72.56,90.7,15.9,66.25,54.65625,82.5,24,34.7
210,1986,128,210,17.8,74.1666666666667,67.2691666666667,90.7,15,62.5,51.5625,82.5,24,35.3
211,1986,3,211,12.6,52.5,47.5125,90.5,8.3,34.5833333333333,30.2604166666667,87.5,24,38.3
212,1986,52,212,14.4,60,54.3,90.5,9.5,39.5833333333333,34.6354166666667,87.5,24,37.2
213,1986,93,213,12.3,51.25,46.38125,90.5,7.5,31.25,27.34375,87.5,24,37.8
214,1986,16,214,17.2,71.6666666666667,64.8583333333333,90.5,13.6,56.6666666666667,49.8666666666667,88,24,37.2
215,1986,57,215,17.7,73.75,66.74375,90.5,13.4,55.8333333333333,49.1333333333333,88,24,37.2
216,1986,106,216,17.3,72.0833333333333,65.2354166666667,90.5,13,54.1666666666667,47.6666666666667,88,24,37.2
217,1986,21,217,19.1,79.5833333333333,72.0229166666667,90.5,13.7,57.0833333333333,48.6920833333333,85.3,24,36.5
218,1986,70,218,19.1,79.5833333333333,72.0229166666667,90.5,14.7,61.25,52.24625,85.3,24,36.9
219,1986,111,219,18.1,75.4166666666667,68.2520833333333,90.5,13.3,55.4166666666667,47.2704166666667,85.3,24,36.7
220,1986,34,220,17.4,72.5,65.6125,90.5,16.9,70.4166666666667,61.6145833333333,87.5,24,35.3
221,1986,75,221,16.9,70.4166666666667,63.7270833333333,90.5,16.8,70,61.25,87.5,24,35.4
222,1986,124,222,15.8,65.8333333333333,59.5791666666667,90.5,16.5,68.75,60.15625,87.5,24,35.4
223,1986,39,223,18.9,78.75,70.875,90,15.9,66.25,55.84875,84.3,24,36.2
224,1986,88,224,18.1,75.4166666666667,67.875,90,16,66.6666666666667,56.2,84.3,24,35.3
225,1986,129,225,17.7,73.75,66.375,90,16.6,69.1666666666667,58.3075,84.3,24,35.8
226,1986,4,226,11.4,47.5,42.18,88.8,10.7,44.5833333333333,29.55875,66.3,24,37
227,1986,51,227,13.3,55.4166666666667,49.21,88.8,10.1,42.0833333333333,27.90125,66.3,24,37.7
228,1986,94,228,14.1,58.75,52.17,88.8,10.6,44.1666666666667,29.2825,66.3,24,37.4
229,1986,15,229,12.6,52.5,46.725,89,12.4,51.6666666666667,39.2666666666667,76,24,32.9
230,1986,58,230,13.5,56.25,50.0625,89,11.9,49.5833333333333,37.6833333333333,76,24,33.5
231,1986,105,231,14.8,61.6666666666667,54.8833333333333,89,13.2,55,41.8,76,24,33.2
232,1986,22,232,13.5,56.25,50.175,89.2,11.6,48.3333333333333,37.2166666666667,77,24,31.9
233,1986,69,233,13.3,55.4166666666667,49.4316666666667,89.2,11.9,49.5833333333333,38.1791666666667,77,24,32.9
234,1986,112,234,13.4,55.8333333333333,49.8033333333333,89.2,11.8,49.1666666666667,37.8583333333333,77,24,32.4
235,1986,33,235,12.5,52.0833333333333,46.40625,89.1,14,58.3333333333333,43.6333333333333,74.8,24,30.1
236,1986,76,236,12.6,52.5,46.7775,89.1,13.9,57.9166666666667,43.3216666666667,74.8,24,31
237,1986,123,237,14.2,59.1666666666667,52.7175,89.1,14.2,59.1666666666667,44.2566666666667,74.8,24,30.6
238,1986,40,238,12.4,51.6666666666667,45.9316666666667,88.9,14.1,58.75,43.3575,73.8,24,31.4
239,1986,87,239,12.2,50.8333333333333,45.1908333333333,88.9,13.4,55.8333333333333,41.205,73.8,24,32.9
240,1986,130,240,12.3,51.25,45.56125,88.9,15.1,62.9166666666667,46.4325,73.8,24,32.2
241,1986,5,241,11.8,49.1666666666667,43.5616666666667,88.6,6.3,26.25,18.3225,69.8,24,38.9
242,1986,50,242,10.3,42.9166666666667,38.0241666666667,88.6,7.1,29.5833333333333,20.6491666666667,69.8,24,36.8
243,1986,95,243,11.9,49.5833333333333,43.9308333333333,88.6,8,33.3333333333333,23.2666666666667,69.8,24,37.9
244,1986,14,244,11.9,49.5833333333333,43.9308333333333,88.6,9.1,37.9166666666667,30.6366666666667,80.8,24,33.4
245,1986,59,245,13.6,56.6666666666667,50.2066666666667,88.6,10.6,44.1666666666667,35.6866666666667,80.8,24,33.9
246,1986,104,246,12.9,53.75,47.6225,88.6,10,41.6666666666667,33.6666666666667,80.8,24,33.7
247,1986,23,247,13.6,56.6666666666667,50.3766666666667,88.9,9.7,40.4166666666667,31.2420833333333,77.3,24,31.1
