Ernte_ID,Versuchsjahr,Termin,Parzelle_ID,Saat_Pflanzgut_ID
83,1985,1985-09-11T00:00:00,67,1
84,1985,1985-09-11T00:00:00,114,1
85,1985,1985-09-11T00:00:00,31,1
86,1985,1985-09-11T00:00:00,78,1
87,1985,1985-09-11T00:00:00,121,1
88,1985,1985-09-11T00:00:00,42,1
89,1985,1985-09-11T00:00:00,85,1
90,1985,1985-09-11T00:00:00,132,1
91,1985,1985-07-17T00:00:00,7,4
92,1985,1985-07-17T00:00:00,48,4
93,1985,1985-07-17T00:00:00,97,4
94,1985,1985-07-17T00:00:00,12,4
95,1985,1985-07-17T00:00:00,61,4
96,1985,1985-07-17T00:00:00,102,4
97,1985,1985-07-17T00:00:00,25,4
98,1985,1985-07-17T00:00:00,66,4
99,1985,1985-07-17T00:00:00,115,4
100,1985,1985-07-17T00:00:00,30,4
101,1985,1985-07-17T00:00:00,79,4
102,1985,1985-07-17T00:00:00,120,4
103,1985,1985-07-17T00:00:00,43,4
104,1985,1985-07-17T00:00:00,84,4
105,1985,1985-07-17T00:00:00,133,4
106,1985,1985-07-17T00:00:00,8,4
107,1985,1985-07-17T00:00:00,47,4
108,1985,1985-07-17T00:00:00,98,4
109,1985,1985-07-17T00:00:00,11,4
110,1985,1985-07-17T00:00:00,62,4
111,1985,1985-07-17T00:00:00,101,4
112,1985,1985-07-17T00:00:00,26,4
113,1985,1985-07-17T00:00:00,65,4
114,1985,1985-07-17T00:00:00,116,4
115,1985,1985-07-17T00:00:00,29,4
116,1985,1985-07-17T00:00:00,80,4
117,1985,1985-07-17T00:00:00,119,4
118,1985,1985-07-17T00:00:00,44,4
119,1985,1985-07-17T00:00:00,83,4
120,1985,1985-07-17T00:00:00,134,4
121,1985,1985-07-17T00:00:00,9,4
122,1985,1985-07-17T00:00:00,46,4
123,1985,1985-07-17T00:00:00,99,4
124,1985,1985-07-17T00:00:00,10,4
125,1985,1985-07-17T00:00:00,63,4
126,1985,1985-07-17T00:00:00,100,4
127,1985,1985-07-17T00:00:00,27,4
128,1985,1985-07-17T00:00:00,64,4
129,1985,1985-07-17T00:00:00,117,4
130,1985,1985-07-17T00:00:00,28,4
131,1985,1985-07-17T00:00:00,81,4
132,1985,1985-07-17T00:00:00,118,4
133,1985,1985-07-17T00:00:00,45,4
134,1985,1985-07-17T00:00:00,82,4
135,1985,1985-07-17T00:00:00,135,4
136,1986,1986-10-16T00:00:00,7,27
137,1986,1986-10-16T00:00:00,48,27
138,1986,1986-10-16T00:00:00,97,27
139,1986,1986-10-16T00:00:00,12,27
140,1986,1986-10-16T00:00:00,61,27
141,1986,1986-10-16T00:00:00,102,27
142,1986,1986-10-16T00:00:00,25,27
143,1986,1986-10-16T00:00:00,66,27
144,1986,1986-10-16T00:00:00,115,27
145,1986,1986-10-16T00:00:00,30,27
146,1986,1986-10-16T00:00:00,79,27
147,1986,1986-10-16T00:00:00,120,27
148,1986,1986-10-16T00:00:00,43,27
149,1986,1986-10-16T00:00:00,84,27
150,1986,1986-10-16T00:00:00,133,27
151,1986,1986-10-16T00:00:00,8,27
152,1986,1986-10-16T00:00:00,47,27
153,1986,1986-10-16T00:00:00,98,27
154,1986,1986-10-16T00:00:00,11,27
155,1986,1986-10-16T00:00:00,62,27
156,1986,1986-10-16T00:00:00,101,27
157,1986,1986-10-16T00:00:00,26,27
158,1986,1986-10-16T00:00:00,65,27
159,1986,1986-10-16T00:00:00,116,27
160,1986,1986-10-16T00:00:00,29,27
161,1986,1986-10-16T00:00:00,80,27
162,1986,1986-10-16T00:00:00,119,27
163,1986,1986-10-16T00:00:00,44,27
164,1986,1986-10-16T00:00:00,83,27
165,1986,1986-10-16T00:00:00,134,27
166,1986,1986-10-16T00:00:00,9,27
167,1986,1986-10-16T00:00:00,46,27
168,1986,1986-10-16T00:00:00,99,27
169,1986,1986-10-16T00:00:00,10,27
170,1986,1986-10-16T00:00:00,63,27
171,1986,1986-10-16T00:00:00,100,27
172,1986,1986-10-16T00:00:00,27,27
173,1986,1986-10-16T00:00:00,64,27
174,1986,1986-10-16T00:00:00,117,27
175,1986,1986-10-16T00:00:00,28,27
176,1986,1986-10-16T00:00:00,81,27
177,1986,1986-10-16T00:00:00,118,27
178,1986,1986-10-16T00:00:00,45,27
179,1986,1986-10-16T00:00:00,82,27
180,1986,1986-10-16T00:00:00,135,27
181,1986,1986-08-21T00:00:00,1,7
182,1986,1986-08-21T00:00:00,54,7
183,1986,1986-08-21T00:00:00,91,7
184,1986,1986-08-21T00:00:00,18,7
185,1986,1986-08-21T00:00:00,55,7
186,1986,1986-08-21T00:00:00,108,7
187,1986,1986-08-21T00:00:00,19,7
188,1986,1986-08-21T00:00:00,72,7
189,1986,1986-08-21T00:00:00,109,7
190,1986,1986-08-21T00:00:00,36,7
191,1986,1986-08-21T00:00:00,73,7
192,1986,1986-08-21T00:00:00,126,7
193,1986,1986-08-21T00:00:00,37,7
194,1986,1986-08-21T00:00:00,90,7
195,1986,1986-08-21T00:00:00,127,7
196,1986,1986-08-21T00:00:00,2,7
197,1986,1986-08-21T00:00:00,53,7
198,1986,1986-08-21T00:00:00,92,7
199,1986,1986-08-21T00:00:00,17,7
200,1986,1986-08-21T00:00:00,56,7
201,1986,1986-08-21T00:00:00,107,7
202,1986,1986-08-21T00:00:00,20,7
203,1986,1986-08-21T00:00:00,71,7
204,1986,1986-08-21T00:00:00,110,7
205,1986,1986-08-21T00:00:00,35,7
206,1986,1986-08-21T00:00:00,74,7
207,1986,1986-08-21T00:00:00,125,7
208,1986,1986-08-21T00:00:00,38,7
209,1986,1986-08-21T00:00:00,89,7
210,1986,1986-08-21T00:00:00,128,7
211,1986,1986-08-21T00:00:00,3,7
212,1986,1986-08-21T00:00:00,52,7
213,1986,1986-08-21T00:00:00,93,7
214,1986,1986-08-21T00:00:00,16,7
215,1986,1986-08-21T00:00:00,57,7
216,1986,1986-08-21T00:00:00,106,7
217,1986,1986-08-21T00:00:00,21,7
218,1986,1986-08-21T00:00:00,70,7
219,1986,1986-08-21T00:00:00,111,7
220,1986,1986-08-21T00:00:00,34,7
221,1986,1986-08-21T00:00:00,75,7
222,1986,1986-08-21T00:00:00,124,7
223,1986,1986-08-21T00:00:00,39,7
224,1986,1986-08-21T00:00:00,88,7
225,1986,1986-08-21T00:00:00,129,7
226,1986,1986-07-16T00:00:00,4,13
227,1986,1986-07-16T00:00:00,51,13
228,1986,1986-07-16T00:00:00,94,13
229,1986,1986-07-16T00:00:00,15,13
230,1986,1986-07-16T00:00:00,58,13
231,1986,1986-07-16T00:00:00,105,13
232,1986,1986-07-16T00:00:00,22,13
233,1986,1986-07-16T00:00:00,69,13
234,1986,1986-07-16T00:00:00,112,13
235,1986,1986-07-16T00:00:00,33,13
236,1986,1986-07-16T00:00:00,76,13
237,1986,1986-07-16T00:00:00,123,13
238,1986,1986-07-16T00:00:00,40,13
239,1986,1986-07-16T00:00:00,87,13
240,1986,1986-07-16T00:00:00,130,13
241,1986,1986-07-16T00:00:00,5,13
242,1986,1986-07-16T00:00:00,50,13
243,1986,1986-07-16T00:00:00,95,13
244,1986,1986-07-16T00:00:00,14,13
245,1986,1986-07-16T00:00:00,59,13
246,1986,1986-07-16T00:00:00,104,13
247,1986,1986-07-16T00:00:00,23,13
248,1986,1986-07-16T00:00:00,68,13
249,1986,1986-07-16T00:00:00,113,13
250,1986,1986-07-16T00:00:00,32,13
251,1986,1986-07-16T00:00:00,77,13
252,1986,1986-07-16T00:00:00,122,13
253,1986,1986-07-16T00:00:00,41,13
254,1986,1986-07-16T00:00:00,86,13
255,1986,1986-07-16T00:00:00,131,13
256,1986,1986-07-16T00:00:00,6,13
257,1986,1986-07-16T00:00:00,49,13
258,1986,1986-07-16T00:00:00,96,13
259,1986,1986-07-16T00:00:00,13,13
260,1986,1986-07-16T00:00:00,60,13
261,1986,1986-07-16T00:00:00,103,13
262,1986,1986-07-16T00:00:00,24,13
263,1986,1986-07-16T00:00:00,67,13
264,1986,1986-07-16T00:00:00,114,13
265,1986,1986-07-16T00:00:00,31,13
266,1986,1986-07-16T00:00:00,78,13
267,1986,1986-07-16T00:00:00,121,13
268,1986,1986-07-16T00:00:00,42,13
269,1986,1986-07-16T00:00:00,85,13
270,1986,1986-07-16T00:00:00,132,13
271,1987,1987-10-28T00:00:00,4,27
272,1987,1987-10-28T00:00:00,51,27
273,1987,1987-10-28T00:00:00,94,27
274,1987,1987-10-28T00:00:00,15,27
275,1987,1987-10-28T00:00:00,58,27
276,1987,1987-10-28T00:00:00,105,27
277,1987,1987-10-28T00:00:00,22,27
278,1987,1987-10-28T00:00:00,69,27
279,1987,1987-10-28T00:00:00,112,27
280,1987,1987-10-28T00:00:00,33,27
281,1987,1987-10-28T00:00:00,76,27
282,1987,1987-10-28T00:00:00,123,27
283,1987,1987-10-28T00:00:00,40,27
284,1987,1987-10-28T00:00:00,87,27
285,1987,1987-10-29T00:00:00,130,27
286,1987,1987-10-29T00:00:00,5,27
287,1987,1987-10-29T00:00:00,50,27
288,1987,1987-10-29T00:00:00,95,27
289,1987,1987-10-29T00:00:00,14,27
290,1987,1987-10-29T00:00:00,59,27
291,1987,1987-10-29T00:00:00,104,27
292,1987,1987-10-29T00:00:00,23,27
293,1987,1987-10-29T00:00:00,68,27
294,1987,1987-10-29T00:00:00,113,27
295,1987,1987-10-29T00:00:00,32,27
296,1987,1987-10-29T00:00:00,77,27
297,1987,1987-10-29T00:00:00,122,27
298,1987,1987-10-29T00:00:00,41,27
299,1987,1987-10-29T00:00:00,86,27
300,1987,1987-10-29T00:00:00,131,27
301,1987,1987-10-29T00:00:00,6,27
302,1987,1987-10-29T00:00:00,49,27
303,1987,1987-10-29T00:00:00,96,27
304,1987,1987-10-29T00:00:00,13,27
305,1987,1987-10-29T00:00:00,60,27
306,1987,1987-10-29T00:00:00,103,27
307,1987,1987-10-29T00:00:00,24,27
308,1987,1987-10-29T00:00:00,67,27
309,1987,1987-10-29T00:00:00,114,27
310,1987,1987-10-29T00:00:00,31,27
311,1987,1987-10-29T00:00:00,78,27
312,1987,1987-10-29T00:00:00,121,27
313,1987,1987-10-29T00:00:00,42,27
314,1987,1987-10-29T00:00:00,85,27
315,1987,1987-10-29T00:00:00,132,27
316,1987,1987-08-29T00:00:00,7,2
317,1987,1987-08-29T00:00:00,48,2
318,1987,1987-08-29T00:00:00,97,2
319,1987,1987-08-29T00:00:00,12,2
320,1987,1987-08-29T00:00:00,61,2
321,1987,1987-08-29T00:00:00,102,2
322,1987,1987-08-29T00:00:00,25,2
323,1987,1987-08-29T00:00:00,66,2
324,1987,1987-08-29T00:00:00,115,2
325,1987,1987-08-29T00:00:00,30,2
326,1987,1987-08-29T00:00:00,79,2
327,1987,1987-08-29T00:00:00,120,2
328,1987,1987-08-29T00:00:00,43,2
329,1987,1987-08-29T00:00:00,84,2
330,1987,1987-08-29T00:00:00,133,2
331,1987,1987-08-29T00:00:00,8,2
332,1987,1987-08-29T00:00:00,47,2
333,1987,1987-08-29T00:00:00,98,2
334,1987,1987-08-29T00:00:00,11,2
335,1987,1987-08-29T00:00:00,62,2
336,1987,1987-08-29T00:00:00,101,2
337,1987,1987-08-29T00:00:00,26,2
338,1987,1987-08-29T00:00:00,65,2
339,1987,1987-08-29T00:00:00,116,2
340,1987,1987-08-29T00:00:00,29,2
341,1987,1987-08-29T00:00:00,80,2
342,1987,1987-08-29T00:00:00,119,2
343,1987,1987-08-29T00:00:00,44,2
344,1987,1987-08-29T00:00:00,83,2
345,1987,1987-08-29T00:00:00,134,2
346,1987,1987-08-29T00:00:00,9,2
347,1987,1987-08-29T00:00:00,46,2
348,1987,1987-08-29T00:00:00,99,2
349,1987,1987-08-29T00:00:00,10,2
350,1987,1987-08-29T00:00:00,63,2
351,1987,1987-08-29T00:00:00,100,2
352,1987,1987-08-29T00:00:00,27,2
353,1987,1987-08-29T00:00:00,64,2
354,1987,1987-08-29T00:00:00,117,2
355,1987,1987-08-29T00:00:00,28,2
356,1987,1987-08-29T00:00:00,81,2
357,1987,1987-08-29T00:00:00,118,2
358,1987,1987-08-29T00:00:00,45,2
359,1987,1987-08-29T00:00:00,82,2
360,1987,1987-08-29T00:00:00,135,2
361,1987,1987-07-24T00:00:00,1,6
362,1987,1987-07-24T00:00:00,54,6
363,1987,1987-07-24T00:00:00,91,6
364,1987,1987-07-24T00:00:00,18,6
365,1987,1987-07-24T00:00:00,55,6
366,1987,1987-07-24T00:00:00,108,6
367,1987,1987-07-24T00:00:00,19,6
368,1987,1987-07-24T00:00:00,72,6
369,1987,1987-07-24T00:00:00,109,6
370,1987,1987-07-24T00:00:00,36,6
371,1987,1987-07-24T00:00:00,73,6
372,1987,1987-07-24T00:00:00,126,6
373,1987,1987-07-24T00:00:00,37,6
374,1987,1987-07-24T00:00:00,90,6
375,1987,1987-07-24T00:00:00,127,6
376,1987,1987-07-24T00:00:00,2,6
377,1987,1987-07-24T00:00:00,53,6
378,1987,1987-07-24T00:00:00,92,6
379,1987,1987-07-24T00:00:00,17,6
380,1987,1987-07-24T00:00:00,56,6
381,1987,1987-07-24T00:00:00,107,6
382,1987,1987-07-24T00:00:00,20,6
383,1987,1987-07-24T00:00:00,71,6
384,1987,1987-07-24T00:00:00,110,6
385,1987,1987-07-24T00:00:00,35,6
386,1987,1987-07-24T00:00:00,74,6
387,1987,1987-07-24T00:00:00,125,6
388,1987,1987-07-24T00:00:00,38,6
389,1987,1987-07-24T00:00:00,89,6
390,1987,1987-07-24T00:00:00,128,6
391,1987,1987-07-24T00:00:00,3,6
392,1987,1987-07-24T00:00:00,52,6
393,1987,1987-07-24T00:00:00,93,6
394,1987,1987-07-24T00:00:00,16,6
395,1987,1987-07-24T00:00:00,57,6
396,1987,1987-07-24T00:00:00,106,6
397,1987,1987-07-24T00:00:00,21,6
398,1987,1987-07-24T00:00:00,70,6
399,1987,1987-07-24T00:00:00,111,6
400,1987,1987-07-24T00:00:00,34,6
401,1987,1987-07-24T00:00:00,75,6
402,1987,1987-07-24T00:00:00,124,6
403,1987,1987-07-24T00:00:00,39,6
404,1987,1987-07-24T00:00:00,88,6
405,1987,1987-07-24T00:00:00,129,6
406,1988,1988-10-18T00:00:00,1,28
407,1988,1988-10-18T00:00:00,54,28
408,1988,1988-10-18T00:00:00,91,28
409,1988,1988-10-18T00:00:00,18,28
410,1988,1988-10-18T00:00:00,55,28
411,1988,1988-10-18T00:00:00,108,28
412,1988,1988-10-18T00:00:00,19,28
413,1988,1988-10-18T00:00:00,72,28
414,1988,1988-10-18T00:00:00,109,28
415,1988,1988-10-18T00:00:00,36,28
416,1988,1988-10-18T00:00:00,73,28
417,1988,1988-10-18T00:00:00,126,28
418,1988,1988-10-18T00:00:00,37,28
419,1988,1988-10-18T00:00:00,90,28
420,1988,1988-10-18T00:00:00,127,28
421,1988,1988-10-18T00:00:00,2,28
422,1988,1988-10-18T00:00:00,53,28
423,1988,1988-10-18T00:00:00,92,28
424,1988,1988-10-18T00:00:00,17,28
425,1988,1988-10-18T00:00:00,56,28
426,1988,1988-10-18T00:00:00,107,28
427,1988,1988-10-18T00:00:00,20,28
428,1988,1988-10-18T00:00:00,71,28
429,1988,1988-10-18T00:00:00,110,28
430,1988,1988-10-18T00:00:00,35,28
431,1988,1988-10-18T00:00:00,74,28
432,1988,1988-10-18T00:00:00,125,28
433,1988,1988-10-18T00:00:00,38,28
434,1988,1988-10-18T00:00:00,89,28
435,1988,1988-10-18T00:00:00,128,28
436,1988,1988-10-18T00:00:00,3,28
437,1988,1988-10-18T00:00:00,52,28
438,1988,1988-10-18T00:00:00,93,28
439,1988,1988-10-18T00:00:00,16,28
440,1988,1988-10-18T00:00:00,57,28
441,1988,1988-10-18T00:00:00,106,28
442,1988,1988-10-18T00:00:00,21,28
443,1988,1988-10-18T00:00:00,70,28
444,1988,1988-10-18T00:00:00,111,28
445,1988,1988-10-18T00:00:00,34,28
446,1988,1988-10-18T00:00:00,75,28
447,1988,1988-10-18T00:00:00,124,28
448,1988,1988-10-18T00:00:00,39,28
449,1988,1988-10-18T00:00:00,88,28
450,1988,1988-10-18T00:00:00,129,28
451,1988,1988-08-15T00:00:00,4,9
452,1988,1988-08-15T00:00:00,51,9
453,1988,1988-08-15T00:00:00,94,9
454,1988,1988-08-15T00:00:00,15,9
455,1988,1988-08-15T00:00:00,58,9
456,1988,1988-08-15T00:00:00,105,9
457,1988,1988-08-15T00:00:00,22,9
458,1988,1988-08-15T00:00:00,69,9
459,1988,1988-08-15T00:00:00,112,9
460,1988,1988-08-15T00:00:00,33,9
461,1988,1988-08-15T00:00:00,76,9
462,1988,1988-08-15T00:00:00,123,9
463,1988,1988-08-15T00:00:00,40,9
464,1988,1988-08-15T00:00:00,87,9
465,1988,1988-08-15T00:00:00,130,9
466,1988,1988-08-15T00:00:00,5,9
467,1988,1988-08-15T00:00:00,50,9
468,1988,1988-08-15T00:00:00,95,9
469,1988,1988-08-15T00:00:00,14,9
470,1988,1988-08-15T00:00:00,59,9
471,1988,1988-08-15T00:00:00,104,9
472,1988,1988-08-15T00:00:00,23,9
473,1988,1988-08-15T00:00:00,68,9
474,1988,1988-08-15T00:00:00,113,9
475,1988,1988-08-15T00:00:00,32,9
476,1988,1988-08-15T00:00:00,77,9
477,1988,1988-08-15T00:00:00,122,9
478,1988,1988-08-15T00:00:00,41,9
479,1988,1988-08-15T00:00:00,86,9
480,1988,1988-08-15T00:00:00,131,9
481,1988,1988-08-15T00:00:00,6,9
482,1988,1988-08-15T00:00:00,49,9
483,1988,1988-08-15T00:00:00,96,9
484,1988,1988-08-15T00:00:00,13,9
485,1988,1988-08-15T00:00:00,60,9
486,1988,1988-08-15T00:00:00,103,9
487,1988,1988-08-15T00:00:00,24,9
488,1988,1988-08-15T00:00:00,67,9
489,1988,1988-08-15T00:00:00,114,9
490,1988,1988-08-15T00:00:00,31,9
491,1988,1988-08-15T00:00:00,78,9
492,1988,1988-08-15T00:00:00,121,9
493,1988,1988-08-15T00:00:00,42,9
494,1988,1988-08-15T00:00:00,85,9
495,1988,1988-08-15T00:00:00,132,9
496,1988,1988-07-11T00:00:00,7,18
497,1988,1988-07-11T00:00:00,48,18
498,1988,1988-07-11T00:00:00,97,18
499,1988,1988-07-11T00:00:00,12,18
500,1988,1988-07-11T00:00:00,61,18
501,1988,1988-07-11T00:00:00,102,18
502,1988,1988-07-11T00:00:00,25,18
503,1988,1988-07-11T00:00:00,66,18
504,1988,1988-07-11T00:00:00,115,18
505,1988,1988-07-11T00:00:00,30,18
506,1988,1988-07-11T00:00:00,79,18
507,1988,1988-07-11T00:00:00,120,18
508,1988,1988-07-11T00:00:00,43,18
509,1988,1988-07-11T00:00:00,84,18
510,1988,1988-07-11T00:00:00,133,18
511,1988,1988-07-11T00:00:00,8,18
512,1988,1988-07-11T00:00:00,47,18
513,1988,1988-07-11T00:00:00,98,18
514,1988,1988-07-11T00:00:00,11,18
515,1988,1988-07-11T00:00:00,62,18
516,1988,1988-07-11T00:00:00,101,18
517,1988,1988-07-11T00:00:00,26,18
518,1988,1988-07-11T00:00:00,65,18
519,1988,1988-07-11T00:00:00,116,18
520,1988,1988-07-11T00:00:00,29,18
521,1988,1988-07-11T00:00:00,80,18
522,1988,1988-07-11T00:00:00,119,18
523,1988,1988-07-11T00:00:00,44,18
524,1988,1988-07-11T00:00:00,83,18
525,1988,1988-07-11T00:00:00,134,18
526,1988,1988-07-11T00:00:00,9,18
527,1988,1988-07-11T00:00:00,46,18
528,1988,1988-07-11T00:00:00,99,18
529,1988,1988-07-11T00:00:00,10,18
530,1988,1988-07-11T00:00:00,63,18
531,1988,1988-07-11T00:00:00,100,18
532,1988,1988-07-11T00:00:00,27,18
533,1988,1988-07-11T00:00:00,64,18
534,1988,1988-07-11T00:00:00,117,18
535,1988,1988-07-11T00:00:00,28,18
536,1988,1988-07-11T00:00:00,81,18
537,1988,1988-07-11T00:00:00,118,18
538,1988,1988-07-11T00:00:00,45,18
539,1988,1988-07-11T00:00:00,82,18
540,1988,1988-07-11T00:00:00,135,18
541,1989,1989-10-18T00:00:00,7,28
542,1989,1989-10-18T00:00:00,48,28
543,1989,1989-10-18T00:00:00,97,28
544,1989,1989-10-18T00:00:00,12,28
545,1989,1989-10-18T00:00:00,61,28
546,1989,1989-10-18T00:00:00,102,28
547,1989,1989-10-18T00:00:00,25,28
548,1989,1989-10-18T00:00:00,66,28
549,1989,1989-10-18T00:00:00,115,28
550,1989,1989-10-18T00:00:00,30,28
551,1989,1989-10-18T00:00:00,79,28
552,1989,1989-10-18T00:00:00,120,28
553,1989,1989-10-18T00:00:00,43,28
554,1989,1989-10-18T00:00:00,84,28
555,1989,1989-10-18T00:00:00,133,28
556,1989,1989-10-18T00:00:00,8,28
557,1989,1989-10-18T00:00:00,47,28
558,1989,1989-10-18T00:00:00,98,28
559,1989,1989-10-18T00:00:00,11,28
560,1989,1989-10-18T00:00:00,62,28
561,1989,1989-10-18T00:00:00,101,28
562,1989,1989-10-18T00:00:00,26,28
563,1989,1989-10-18T00:00:00,65,28
564,1989,1989-10-18T00:00:00,116,28
565,1989,1989-10-18T00:00:00,29,28
566,1989,1989-10-18T00:00:00,80,28
567,1989,1989-10-18T00:00:00,119,28
568,1989,1989-10-18T00:00:00,44,28
569,1989,1989-10-18T00:00:00,83,28
570,1989,1989-10-18T00:00:00,134,28
571,1989,1989-10-18T00:00:00,9,28
572,1989,1989-10-18T00:00:00,46,28
573,1989,1989-10-18T00:00:00,99,28
574,1989,1989-10-18T00:00:00,10,28
575,1989,1989-10-18T00:00:00,63,28
576,1989,1989-10-18T00:00:00,100,28
577,1989,1989-10-18T00:00:00,27,28
578,1989,1989-10-18T00:00:00,64,28
579,1989,1989-10-18T00:00:00,117,28
580,1989,1989-10-18T00:00:00,28,28
581,1989,1989-10-18T00:00:00,81,28
582,1989,1989-10-18T00:00:00,118,28
583,1989,1989-10-18T00:00:00,45,28
584,1989,1989-10-18T00:00:00,82,28
585,1989,1989-10-18T00:00:00,135,28
586,1989,,1,11
587,1989,,54,11
588,1989,,91,11
589,1989,,18,11
590,1989,,55,11
591,1989,,108,11
592,1989,,19,11
593,1989,,72,11
594,1989,,109,11
595,1989,,36,11
596,1989,,73,11
597,1989,,126,11
598,1989,,37,11
599,1989,,90,11
600,1989,,127,11
601,1989,,2,11
602,1989,,53,11
603,1989,,92,11
604,1989,,17,11
605,1989,,56,11
606,1989,,107,11
607,1989,,20,11
608,1989,,71,11
609,1989,,110,11
610,1989,,35,11
611,1989,,74,11
612,1989,,125,11
613,1989,,38,11
614,1989,,89,11
615,1989,,128,11
616,1989,,3,11
617,1989,,52,11
618,1989,,93,11
619,1989,,16,11
620,1989,,57,11
621,1989,,106,11
622,1989,,21,11
623,1989,,70,11
624,1989,,111,11
625,1989,,34,11
626,1989,,75,11
627,1989,,124,11
628,1989,,39,11
629,1989,,88,11
630,1989,,129,11
631,1989,1989-07-06T00:00:00,4,15
632,1989,1989-07-06T00:00:00,51,15
633,1989,1989-07-06T00:00:00,94,15
634,1989,1989-07-06T00:00:00,15,15
635,1989,1989-07-06T00:00:00,58,15
636,1989,1989-07-06T00:00:00,105,15
637,1989,1989-07-06T00:00:00,22,15
638,1989,1989-07-06T00:00:00,69,15
639,1989,1989-07-06T00:00:00,112,15
640,1989,1989-07-06T00:00:00,33,15
641,1989,1989-07-06T00:00:00,76,15
642,1989,1989-07-06T00:00:00,123,15
643,1989,1989-07-06T00:00:00,40,15
644,1989,1989-07-06T00:00:00,87,15
645,1989,1989-07-06T00:00:00,130,15
646,1989,1989-07-06T00:00:00,5,15
647,1989,1989-07-06T00:00:00,50,15
648,1989,1989-07-06T00:00:00,95,15
649,1989,1989-07-06T00:00:00,14,15
650,1989,1989-07-06T00:00:00,59,15
651,1989,1989-07-06T00:00:00,104,15
652,1989,1989-07-06T00:00:00,23,15
653,1989,1989-07-06T00:00:00,68,15
654,1989,1989-07-06T00:00:00,113,15
655,1989,1989-07-06T00:00:00,32,15
656,1989,1989-07-06T00:00:00,77,15
