Versuchsaufbau_ID,Versuchsjahr,Parzelle_ID,Kultur_ID,Pruefglied_ID
100,1985,30,4,4
101,1985,79,4,4
102,1985,120,4,4
103,1985,43,4,5
104,1985,84,4,5
105,1985,133,4,5
106,1985,8,4,6
107,1985,47,4,6
108,1985,98,4,6
109,1985,11,4,7
110,1985,62,4,7
111,1985,101,4,7
112,1985,26,4,8
113,1985,65,4,8
114,1985,116,4,8
115,1985,29,4,9
116,1985,80,4,9
117,1985,119,4,9
118,1985,44,4,10
119,1985,83,4,10
120,1985,134,4,10
121,1985,9,4,11
122,1985,46,4,11
123,1985,99,4,11
124,1985,10,4,12
125,1985,63,4,12
126,1985,100,4,12
127,1985,27,4,13
128,1985,64,4,13
129,1985,117,4,13
130,1985,28,4,14
131,1985,81,4,14
132,1985,118,4,14
133,1985,45,4,15
134,1985,82,4,15
135,1985,135,4,15
136,1986,7,6,1
137,1986,48,6,1
138,1986,97,6,1
139,1986,12,6,2
140,1986,61,6,2
141,1986,102,6,2
142,1986,25,6,3
143,1986,66,6,3
144,1986,115,6,3
145,1986,30,6,4
146,1986,79,6,4
147,1986,120,6,4
148,1986,43,6,5
149,1986,84,6,5
150,1986,133,6,5
151,1986,8,6,6
152,1986,47,6,6
153,1986,98,6,6
154,1986,11,6,7
155,1986,62,6,7
156,1986,101,6,7
157,1986,26,6,8
158,1986,65,6,8
159,1986,116,6,8
160,1986,29,6,9
161,1986,80,6,9
162,1986,119,6,9
163,1986,44,6,10
164,1986,83,6,10
165,1986,134,6,10
166,1986,9,6,11
167,1986,46,6,11
168,1986,99,6,11
169,1986,10,6,12
170,1986,63,6,12
171,1986,100,6,12
172,1986,27,6,13
173,1986,64,6,13
174,1986,117,6,13
175,1986,28,6,14
176,1986,81,6,14
177,1986,118,6,14
178,1986,45,6,15
179,1986,82,6,15
180,1986,135,6,15
181,1986,1,5,1
182,1986,54,5,1
183,1986,91,5,1
184,1986,18,5,2
185,1986,55,5,2
186,1986,108,5,2
187,1986,19,5,3
188,1986,72,5,3
189,1986,109,5,3
190,1986,36,5,4
191,1986,73,5,4
192,1986,126,5,4
193,1986,37,5,5
194,1986,90,5,5
195,1986,127,5,5
196,1986,2,5,6
197,1986,53,5,6
198,1986,92,5,6
199,1986,17,5,7
200,1986,56,5,7
201,1986,107,5,7
202,1986,20,5,8
203,1986,71,5,8
204,1986,110,5,8
205,1986,35,5,9
206,1986,74,5,9
207,1986,125,5,9
208,1986,38,5,10
209,1986,89,5,10
210,1986,128,5,10
211,1986,3,5,11
212,1986,52,5,11
213,1986,93,5,11
214,1986,16,5,12
215,1986,57,5,12
216,1986,106,5,12
217,1986,21,5,13
218,1986,70,5,13
219,1986,111,5,13
220,1986,34,5,14
221,1986,75,5,14
222,1986,124,5,14
223,1986,39,5,15
224,1986,88,5,15
225,1986,129,5,15
226,1986,4,4,1
227,1986,51,4,1
228,1986,94,4,1
229,1986,15,4,2
230,1986,58,4,2
231,1986,105,4,2
232,1986,22,4,3
233,1986,69,4,3
234,1986,112,4,3
235,1986,33,4,4
236,1986,76,4,4
237,1986,123,4,4
